Gene,Freq_In_Subgroup,Freq_In_Rest,Difference,Fold_Change
ARHGEF17,0.3798604187437687,0.22875494071146246,0.15110547803230623,1.6533286186033147
RXRA,0.32801595214356927,0.1773715415019763,0.15064441064159298,1.8389477905584786
SH2B3,0.35992023928215355,0.20948616600790515,0.1504340732742484,1.7099472431296798
RPS6KA1,0.36689930209371885,0.21788537549407114,0.1490139265996477,1.676216610020421
AMZ1,0.36689930209371885,0.21788537549407114,0.1490139265996477,1.676216610020421
CACNA1G,0.3918245264207378,0.24308300395256918,0.1487415224681686,1.605292134543207
PLXND1,0.33100697906281157,0.18231225296442688,0.1486947260983847,1.8057002393999595
SLC26A9,0.40279162512462613,0.2544466403162055,0.14834498480842062,1.576813163900019
CRTC1,0.3678963110667996,0.2198616600790514,0.1480346509877482,1.6657318926930151
FAM178B,0.38883349950149554,0.24110671936758893,0.1477267801339066,1.6060417509979654
SPTBN5,0.3678963110667996,0.2208498023715415,0.1470465086952581,1.6583125481025567
SPSB1,0.3659022931206381,0.21887351778656128,0.14702877533407682,1.664148992585055
CAPN5,0.40079760717846463,0.25395256916996045,0.14684503800850418,1.5720477282630507
MYH9,0.386839481555334,0.24011857707509882,0.14672090448023517,1.6043537011868187
DAGLA,0.4047856430707876,0.258399209486166,0.1463864335846216,1.560473695631579
KCNQ4,0.4267198404785643,0.2811264822134387,0.1455933582651256,1.51251253384904
MYO7A,0.4217347956131605,0.27618577075098816,0.14554902486217236,1.5214878977031943
MAP2K3,0.36390827517447655,0.2183794466403162,0.14552882853416035,1.658807517055701
PFKFB4,0.36390827517447655,0.2183794466403162,0.14552882853416035,1.658807517055701
TBC1D9B,0.353938185443669,0.208498023715415,0.145440161728254,1.6894583498528057
RASGEF1A,0.4107676969092722,0.2658102766798419,0.14495742022943026,1.5395497580558768
NCOR2,0.3230309072781655,0.17885375494071146,0.14417715233745407,1.7960754135194577
BAHCC1,0.3020937188434696,0.15810276679841898,0.1439909520450506,1.898733283665759
LPIN3,0.34795613160518446,0.20405138339920947,0.14390474820597499,1.696921648793548
GALNT9,0.4336989032901296,0.2900197628458498,0.14367914044427982,1.4902730283642471
IQSEC1,0.37587238285144564,0.23221343873517786,0.14365894411626778,1.6117097920684669
TEX264,0.3629112662013958,0.21936758893280633,0.14354367726858946,1.6468450190833341
TMPRSS6,0.3968095712861416,0.2544466403162055,0.14236293096993607,1.553395146614375
DNAH17,0.37188434695912265,0.23023715415019763,0.14164719280892502,1.608237864394271
ACOT7,0.38783649052841473,0.24654150197628458,0.14129498855213016,1.5667534026903132
WNT4,0.36191425722831505,0.2208498023715415,0.14106445485677355,1.6313481164260923
