"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","diff_pct"
"INPP5A",0.0708461028984281,-0.71909810299588,0.935,0.911,1,0.024
"ABHD2",0.0709286315384297,-0.302160207892811,0.942,0.942,1,0
"C6orf10",0.0709924244804302,-0.308277468127749,0.297,0.363,1,-0.066
"SRD5A1",0.0710135778177093,-0.535351642042709,0.739,0.773,1,-0.034
"IDI1",0.0710839317039008,-1.01891980096594,0.239,0.3,1,-0.061
"EZR",0.0711541487558202,-0.517252476363568,0.804,0.814,1,-0.0099999999999999
"RAD9B",0.0711932817182639,-0.321812395891867,0.804,0.8,1,0.004
"JRK",0.0712595432443795,-1.75853657242147,0.225,0.285,1,-0.06
"TFRC",0.0712681243269186,-0.338140968285739,0.899,0.92,1,-0.021
"LGALS2",0.07128707148435,-0.548387153836455,0.326,0.397,1,-0.071
"RTTN",0.0712959459859908,-0.366181796958723,0.993,0.982,1,0.011
"FAIM2",0.0713022237115732,-0.86646297696624,0.572,0.608,1,-0.036
"RELA",0.0713407419327423,-1.71641642009177,0.174,0.236,1,-0.062
"ZNF592",0.07135907000147,-0.631836870754912,0.826,0.862,1,-0.036
"RPS9",0.0714460095033412,0.700698185298124,0.616,0.679,1,-0.063
"TMEM107",0.0714684068470604,-1.10560241590313,0.072,0.122,1,-0.05
"TOMM22",0.0715475381874608,-2.76045014816068,0.159,0.22,1,-0.061
"MOG",0.071601576255018,-1.40488202044273,0.71,0.742,1,-0.032
"ESYT2",0.071660733525477,-0.341138950346862,0.92,0.945,1,-0.0249999999999999
"DNTTIP1",0.0717368987125929,0.323753611703758,0.543,0.628,1,-0.085
"HMCES",0.0717402451119908,-0.710466975540793,0.739,0.766,1,-0.027
"KYAT1",0.0717459982247298,-0.568214054988036,0.826,0.824,1,0.002
"CDC25A",0.0718049621300234,-0.37712986292751,0.703,0.757,1,-0.054
"AC010326.2",0.0718127680794556,-0.579252364302662,0.457,0.503,1,-0.046
"CPXCR1",0.0718271656167918,0.779299119466429,0.319,0.254,1,0.065
"KRTAP11-1",0.0718521854664369,0.913966037633818,0.145,0.098,1,0.047
"SCOC",0.071925665541071,1.33741394173513,0.696,0.745,1,-0.049
"HSD17B14",0.0720063764742137,-0.531081907940407,0.565,0.633,1,-0.0680000000000001
"SLPI",0.0720165506353862,0.68666606407779,0.217,0.158,1,0.059
"USP42",0.0720439102573615,-0.335691608713209,0.891,0.897,1,-0.006
"IRF1",0.0720510393549665,0.638553319415068,0.116,0.174,1,-0.058
"HIKESHI",0.0721648958443915,-0.331229513447972,0.906,0.889,1,0.017
"ANKS6",0.0722042105644883,-0.665113639001022,0.841,0.842,1,-0.001
"CRYL1",0.0722661968926684,0.631210149425081,0.964,0.946,1,0.018
"ANKRD2",0.0722996162145645,-0.787448147529299,0.217,0.286,1,-0.069
"ENGASE",0.0723048628669182,-0.641137196851269,0.181,0.241,1,-0.06
"SCTR",0.0724046813792523,-0.32585190497858,0.877,0.876,1,0.001
"PADI6",0.0724193998578724,-0.403175905501215,0.58,0.615,1,-0.035
"PODXL2",0.0725010563586692,-0.518891258218075,0.725,0.761,1,-0.036
"CYP26B1",0.0725047275560881,-1.03172219085919,0.174,0.235,1,-0.061
"CNTF",0.0725402997292163,0.309152329817301,0.123,0.08,1,0.043
"CCNA1",0.0725926691598511,0.474368469398306,0.435,0.387,1,0.048
"CLBA1",0.0726976748241724,-0.886570194446882,0.406,0.452,1,-0.046
"SLC51B",0.0727567448642219,-0.67827835383929,0.239,0.304,1,-0.065
"RNF167",0.0728042546308125,0.393185701962084,0.13,0.187,1,-0.057
"PEMT",0.0728065347274685,0.387344792984666,0.71,0.729,1,-0.019
"XPOT",0.0729942056341219,-0.621848013164617,0.833,0.859,1,-0.026
"FAM217B",0.0730629432864424,-1.85409624112905,0.333,0.384,1,-0.051
"IRGC",0.0730751558257096,-0.279058962241445,0.087,0.138,1,-0.051
"CDH19",0.0731391130991659,-0.392526594396474,0.899,0.909,1,-0.01
"SARNP",0.0731762983485954,-1.21341732668706,0.167,0.225,1,-0.058
"RGS16",0.0731946771746552,1.99420200968387,0.138,0.203,1,-0.065
"TMEM150B",0.0732043792618064,-0.486667571172115,0.551,0.592,1,-0.0409999999999999
"RNF168",0.0732136983021953,-0.613090104681253,0.812,0.828,1,-0.0159999999999999
"FGFRL1",0.0732261794535776,0.674670631785627,0.13,0.189,1,-0.059
"ZSWIM4",0.0732383560850283,1.93341534794181,0.565,0.607,1,-0.042
"ZNF614",0.0733175486599049,-0.789942056123494,0.558,0.609,1,-0.0509999999999999
"MAPK1",0.0734978416101236,-0.461235907436967,0.978,0.975,1,0.003
"ZNF750",0.073511947841808,-0.659629550866443,0.087,0.14,1,-0.053
"PRDM8",0.0736491266042848,-1.11321641260091,0.275,0.322,1,-0.047
"PAX2",0.0736579916877486,-0.378905951105778,0.862,0.856,1,0.006
"LY96",0.0736593521658046,-0.298464507957787,0.804,0.816,1,-0.0119999999999999
"ACOX2",0.0737106232931269,-0.435741122568395,0.63,0.691,1,-0.0609999999999999
"PGD",0.0737354136899753,-0.307883712212045,0.594,0.638,1,-0.044
"SMOC1",0.0737472719807338,-0.498024735882425,0.957,0.959,1,-0.002
"RIF1",0.0737768202560281,-0.733587852504655,0.935,0.953,1,-0.0179999999999999
"TRAV7",0.0737959817900376,1.02332040627054,0.13,0.085,1,0.045
"PTPN12",0.0738509548013221,-0.255166000746892,0.978,0.965,1,0.013
"UBXN4",0.073858648393885,-1.13774933285299,0.884,0.89,1,-0.006
"IMPDH1",0.0739201252027443,-1.14973499970571,0.268,0.311,1,-0.043
"CCNB1IP1",0.0739576807737412,-0.790606716497945,0.609,0.648,1,-0.039
"CYB5R2",0.0739582276126762,-2.77430769153295,0.319,0.369,1,-0.05
"PLCB3",0.0739833961421113,-0.624837610734342,0.167,0.234,1,-0.067
"SIGLEC12",0.0741881172260058,-0.411405646472636,0.333,0.389,1,-0.056
"INCA1",0.0741948520868658,-0.947283417065514,0.304,0.348,1,-0.044
"NRBP1",0.0742033571924493,0.261664987504683,0.428,0.469,1,-0.041
"DUS1L",0.0742572473102517,-1.91281106356574,0.087,0.14,1,-0.053
"MEGF8",0.0743097054319497,-0.275652338039491,0.667,0.673,1,-0.006
"LIMS1",0.0743412442787059,-0.280576995566171,0.993,0.97,1,0.023
"IBTK",0.0743518621605656,-0.452797397045888,0.964,0.946,1,0.018
"DYRK1B",0.074369942404263,-1.60049814646497,0.123,0.178,1,-0.055
"VEZT",0.0744089807156988,-0.340373878971383,0.986,0.963,1,0.023
"RCAN1",0.074460223227025,0.937282212497191,0.935,0.916,1,0.019
"LY75",0.0744715129330758,-0.575638570173279,0.167,0.231,1,-0.064
"MED4",0.0744874160109723,-0.439365189481751,0.783,0.797,1,-0.014
"ARV1",0.0746646314530935,-0.423720407076865,0.638,0.674,1,-0.036
"OTUD7A",0.0746933196757795,-0.289364371198049,0.986,0.995,1,-0.00900000000000001
"PDLIM2",0.0748072336831489,0.307595681247747,0.225,0.289,1,-0.064
"NAP1L4",0.074819680579854,-0.636439494028821,0.848,0.868,1,-0.02
"PNMA2",0.0748704006239951,-0.573780037823467,0.268,0.328,1,-0.06
"SNX21",0.0750178875538434,-1.58188415684443,0.239,0.301,1,-0.062
"TCEAL6",0.0750284395513651,-2.48821039563608,0.058,0.104,1,-0.046
"ZNF84",0.0750307113313386,-0.76135918013138,0.725,0.729,1,-0.004
"SLC39A2",0.075040998288191,-0.955752849326183,0.072,0.122,1,-0.05
"SLC39A3",0.0751120354243863,-1.4518545114549,0.094,0.151,1,-0.057
"CLDND1",0.0752195392813132,0.539428938121647,0.775,0.812,1,-0.037
"ZYG11B",0.0752421461348471,-0.365973696518522,0.964,0.972,1,-0.00800000000000001
"BAX",0.075283890449499,-1.3814338982481,0.203,0.274,1,-0.071
"B4GALNT3",0.0753392622139549,-0.320351720085398,0.935,0.912,1,0.023
"CHKA",0.0754117822792969,0.252505066747425,0.935,0.925,1,0.01
"FNDC3A",0.075447671196737,-0.349983082457185,0.993,0.988,1,0.005
"P4HTM",0.0755404812926067,-2.15312451083528,0.29,0.349,1,-0.059
"RPF2",0.0756105228373739,-0.635762445390625,0.862,0.86,1,0.002
"RRP1",0.0756286431508081,-1.77647462256992,0.21,0.272,1,-0.062
"PGPEP1",0.0756681582020096,0.99474572965758,0.696,0.726,1,-0.03
"IFIT2",0.0757063164351482,-3.56329959369495,0.188,0.252,1,-0.064
"CUTA",0.0757395458714781,0.408746953862217,0.087,0.139,1,-0.052
"FAM83E",0.0757469379645608,-0.935010914220041,0.232,0.293,1,-0.061
"KLHL23",0.0757705303553261,-0.463776339389728,0.913,0.91,1,0.003
"KLHL14",0.0757754964397638,-0.317277120244903,0.645,0.7,1,-0.0549999999999999
"ECH1",0.075777904609788,1.15309053941948,0.087,0.141,1,-0.054
"DLX3",0.0757894348411643,-0.455460251445536,0.072,0.121,1,-0.049
"CDH26",0.0758878230192428,-0.331858047295619,0.891,0.885,1,0.006
"ELAVL3",0.0758941146578992,-0.476589341567734,0.391,0.464,1,-0.073
"CYBRD1",0.0759845463346863,0.637827687074164,0.804,0.817,1,-0.0129999999999999
"DAG1",0.0760677367947665,-0.265204097455675,0.884,0.913,1,-0.029
"KCNS1",0.0760714416944006,-0.53395377322038,0.232,0.3,1,-0.068
"CYB5A",0.0761795410219995,-0.976636475099282,0.754,0.754,1,0
"RPL35",0.0761859814850606,0.3981249882215,0.217,0.289,1,-0.072
"SEPT9",0.0761907072710115,0.471450615021448,0.913,0.915,1,-0.002
"REEP1",0.0761987795573493,-0.313607450126837,0.957,0.952,1,0.005
"NDOR1",0.076262324286653,-1.78762649930764,0.196,0.26,1,-0.064
"VILL",0.0763192564019131,-1.45014177068511,0.275,0.328,1,-0.053
"OR6Q1",0.0764463244213524,0.27384864137909,0.058,0.104,1,-0.046
"CROCC2",0.0764519877708015,-0.729619238217187,0.601,0.603,1,-0.002
"DRC3",0.0764556991739634,-0.528723097206719,0.283,0.342,1,-0.059
"MCM3AP",0.0764751967660932,-1.03698191246939,0.674,0.687,1,-0.013
"GPC2",0.0764868099052777,-0.760697276817907,0.109,0.164,1,-0.055
"PRG3",0.076595668018439,0.375157904944703,0.109,0.167,1,-0.058
"SPTAN1",0.0767065841080567,-0.747241305989806,0.906,0.923,1,-0.017
"SUOX",0.0767096344663255,-1.36339442672811,0.239,0.304,1,-0.065
"ZNF500",0.0767402543789169,-0.677847656326128,0.348,0.408,1,-0.06
"ZNF107",0.076788177716912,-0.400316540604822,0.833,0.813,1,0.02
"JAG1",0.0768188358612784,-0.405202679598245,0.601,0.643,1,-0.042
"CLEC4C",0.0768396701465757,-0.369657092375302,0.703,0.73,1,-0.027
"SNX1",0.0769040795121004,-0.453427605719314,0.848,0.86,1,-0.012
"PDCD5",0.0772550641905271,-1.85738501482704,0.246,0.317,1,-0.071
"SPACA6",0.0772881458746482,-1.50458786021247,0.464,0.494,1,-0.03
"MRPS31",0.0773104501283044,-0.825480686600623,0.855,0.855,1,0
"BDH1",0.0773122321835305,0.466162955727982,0.768,0.793,1,-0.025
"LSP1",0.0773211142424392,0.653365214589172,0.341,0.399,1,-0.058
"MUSK",0.0774189810461289,-0.484316368819398,0.971,0.955,1,0.016
"BRD3",0.0774961229240957,-1.48305530695096,0.377,0.45,1,-0.073
"CSNK1G1",0.0776258329651689,-0.540447435394229,0.522,0.596,1,-0.074
"SLC6A15",0.0776862340056334,-0.83345062408072,0.775,0.805,1,-0.03
"FAM199X",0.0777642401917745,1.32674397736815,0.819,0.698,1,0.121
"GPATCH11",0.0777681354378218,-0.83619714730488,0.5,0.552,1,-0.052
"KIAA1522",0.0778142582105119,-0.453046777398552,0.507,0.527,1,-0.02
"OAF",0.0778911002762313,-1.50789751916074,0.297,0.353,1,-0.056
"STRN4",0.0779505417930498,-1.01125515300326,0.391,0.435,1,-0.044
"METTL7A",0.07799607941387,-0.41633321936084,0.435,0.508,1,-0.073
"TRABD2B",0.078106130407589,-0.291275545252956,0.957,0.97,1,-0.013
"GTPBP3",0.0781704991167335,-2.13828792720369,0.109,0.16,1,-0.051
"AOC3",0.0782911262997153,-0.343807857282457,0.159,0.217,1,-0.058
"KLF11",0.0783137732665563,-0.538242808770709,0.268,0.33,1,-0.062
"TGIF1",0.078339601445909,-0.294549846167465,0.797,0.817,1,-0.0199999999999999
"KCNQ2",0.0783730412101792,-0.666382974822879,0.442,0.484,1,-0.042
"RETSAT",0.0784024288268039,-1.89959178922808,0.246,0.313,1,-0.067
"NECAB3",0.0784456554647678,-1.98274701957459,0.152,0.207,1,-0.055
"KRCC1",0.0784647972514694,0.270831824078978,0.768,0.777,1,-0.00900000000000001
"HPF1",0.0786478342415274,-1.15463827248741,0.783,0.763,1,0.02
"DDX59",0.0786578722017039,-0.407654445185758,0.862,0.873,1,-0.011
"ALPK3",0.0786926516106814,-0.41367273890015,0.797,0.786,1,0.011
"MRPL18",0.0787413551625162,-2.76459037664729,0.275,0.346,1,-0.071
"SAMM50",0.0787587644382031,-1.03533960587541,0.667,0.701,1,-0.0339999999999999
"PJA1",0.0787925813314386,-0.971893121613263,0.101,0.157,1,-0.056
"ZNF28",0.0788343872495196,-0.39932266960148,0.855,0.83,1,0.025
"GGT7",0.0788353004971436,0.998361014631816,0.587,0.606,1,-0.019
"PLEKHM2",0.0789528236289571,-0.774263615978717,0.783,0.783,1,0
"CACNA1G",0.078979894417573,-0.778579274884541,0.493,0.535,1,-0.042
"AFAP1L2",0.078995503699822,-0.338317894369287,0.891,0.899,1,-0.00800000000000001
"SLC25A37",0.079003200391251,-0.971043526747551,0.717,0.756,1,-0.039
"DDIT4L",0.0790535642987386,-0.626345033809419,0.072,0.122,1,-0.05
"GYPC",0.0790713005064096,-0.603491338539769,0.58,0.616,1,-0.036
"KMT5C",0.079084646538835,-2.40597381034501,0.094,0.143,1,-0.049
"DLEU7",0.0791002333317484,0.594821222859367,0.978,0.928,1,0.0499999999999999
"DISP2",0.0791138594203508,-0.956537109875098,0.406,0.461,1,-0.055
"OR7D4",0.0791308085663358,-0.31105327766536,0.493,0.546,1,-0.053
"COX17",0.0793248192258192,0.383939001390254,0.37,0.442,1,-0.072
"TMEM223",0.0793269696432,-2.35571364271982,0.065,0.113,1,-0.048
"DEFB106A",0.0793975904338231,1.23780392135459,0.123,0.083,1,0.04
"BAHCC1",0.0794395665837977,-1.14644190855753,0.355,0.411,1,-0.056
"ACVR2B",0.0794673269900687,-0.40072251615839,0.659,0.672,1,-0.013
"GNG4",0.079479786250686,-0.469922705619498,0.92,0.916,1,0.004
"TLDC2",0.0794963318226231,-0.600741294914939,0.362,0.426,1,-0.064
"KLRC1",0.0795811361468388,-0.456379182598964,0.29,0.347,1,-0.057
"ARHGAP5",0.0796637982084856,-0.274087238550013,0.92,0.923,1,-0.003
"EFCAB9",0.0796683549765952,-0.33109624598288,0.399,0.46,1,-0.061
"ANKRD42",0.0797124693048316,-0.405516439257979,0.913,0.919,1,-0.006
"ZNF700",0.0797742870337334,-0.710827690881827,0.138,0.193,1,-0.055
"CXCL5",0.0798157334508811,1.11874504524693,0.145,0.099,1,0.046
"RNF157",0.0798708749375166,-0.303184407021579,0.92,0.939,1,-0.0189999999999999
"MPST",0.0798766646955371,-1.31885528210766,0.239,0.3,1,-0.061
"EPS15L1",0.0799154174151471,0.401675884452627,0.957,0.925,1,0.0319999999999999
"DUS3L",0.0800501036333182,-2.15798132616022,0.065,0.11,1,-0.045
"FAM117A",0.0801035816885235,-0.305700502806394,0.891,0.893,1,-0.002
"NCS1",0.0801453021511484,-0.717303579537116,0.638,0.685,1,-0.047
"PRRT1B",0.0801833323256535,-0.8385214324884,0.261,0.321,1,-0.06
"PPA1",0.0801864083911808,0.660804520400382,0.79,0.812,1,-0.022
"ALKBH5",0.0802598106418018,-0.7678449026381,0.536,0.596,1,-0.0599999999999999
"EIF3M",0.0804132811703791,-0.920074730177274,0.601,0.649,1,-0.048
"TENT2",0.0804930793226403,-0.414301278634287,0.957,0.953,1,0.004
"PCYT1A",0.0805931291938679,-1.27492184003756,0.391,0.443,1,-0.052
"ZNF93",0.0806161480228451,-0.287267132031496,0.913,0.913,1,0
"KCTD2",0.080642161973366,-0.419231892665453,0.572,0.625,1,-0.053
"GCC2",0.0806664225757454,-0.370772995068327,0.928,0.918,1,0.01
"CYP2S1",0.0806688531339396,-0.727574861231451,0.391,0.469,1,-0.078
"VASH1",0.0806825878949878,-1.76626242570477,0.268,0.329,1,-0.061
"LSM6",0.0807778904184165,-0.313897523978796,0.746,0.657,1,0.089
"SEMA6B",0.0807874037268461,0.910329551756531,0.254,0.331,1,-0.077
"METTL2B",0.080850467284747,-0.77509894747874,0.529,0.602,1,-0.073
"PIRT",0.0808774655365984,-1.61088188622306,0.138,0.197,1,-0.059
"SUSD3",0.0809021120409199,-1.01048677309272,0.471,0.488,1,-0.017
"VSIG10L",0.081014980591813,-0.481343924166577,0.196,0.258,1,-0.062
"RILPL2",0.0810544279412077,-0.674906548313934,0.674,0.71,1,-0.0359999999999999
"DBNL",0.0810790734926862,-0.920545425071281,0.428,0.465,1,-0.037
"IP6K3",0.0810823034139509,-1.62243119265464,0.42,0.453,1,-0.033
"SHANK3",0.0811034225359133,-0.893713126104638,0.558,0.614,1,-0.0559999999999999
"PLA2G2D",0.0811283800965052,-0.307142476630151,0.217,0.293,1,-0.076
"SAMD4B",0.0814505177932748,-0.515851004749156,0.739,0.767,1,-0.028
"SNTA1",0.0815135630566235,-0.597495019132765,0.703,0.751,1,-0.048
"LNX1",0.0815167746158046,-0.431243380229754,0.297,0.351,1,-0.054
"SDHD",0.0816314046049876,1.1712770058235,0.348,0.281,1,0.067
"CRK",0.08166783618273,-0.738638267673458,0.812,0.837,1,-0.0249999999999999
"ESD",0.0817641395997367,0.305980202792767,0.717,0.663,1,0.0539999999999999
"FAM160B2",0.0817714778288426,-1.71587411033996,0.254,0.308,1,-0.054
"ELK4",0.0818307833058079,-0.56355860302238,0.754,0.773,1,-0.019
"KRT6C",0.0818869858442195,0.885450369215369,0.275,0.206,1,0.069
"RSPO1",0.0819098069744195,-0.422555024571984,0.493,0.533,1,-0.04
"ZNF251",0.0819774945540643,1.02466530557684,0.739,0.77,1,-0.031
"CPA1",0.0819900285928302,-0.33815809600932,0.159,0.217,1,-0.058
"LGALS3BP",0.0820039299503106,-2.62683575513833,0.196,0.259,1,-0.063
"SLC38A9",0.0821009448099061,-0.293385239306276,0.949,0.967,1,-0.018
"ACSM1",0.0821993540058328,0.403900775088867,0.457,0.377,1,0.08
"HNRNPCL2",0.0822161951190644,0.283029583193521,0.065,0.113,1,-0.048
"GALE",0.0822885480316759,-1.57064862554061,0.058,0.102,1,-0.044
"EPHA10",0.0823895680802868,-0.507455897293704,0.746,0.758,1,-0.012
"PSME3",0.0824014014661159,-1.63288279443356,0.457,0.504,1,-0.047
"TMEM201",0.0824172146025717,-1.26795711204549,0.275,0.337,1,-0.062
"ZNF223",0.0826149730968237,0.506884952535191,0.203,0.15,1,0.053
"DPAGT1",0.0826209836864822,-1.5630817635027,0.167,0.224,1,-0.057
"PSMC1",0.082653038390024,-1.32321269698363,0.413,0.482,1,-0.069
"IL12RB1",0.082654584243998,-0.358671419840404,0.638,0.737,1,-0.099
"PSME4",0.0826868786320399,-0.308641211563886,0.986,0.973,1,0.013
"AC093155.3",0.0827867346774427,-0.279474719968269,0.478,0.524,1,-0.046
"TRIM63",0.0827996180152773,-0.531551383236477,0.478,0.516,1,-0.038
"OPA1",0.0828172234039321,-0.487770956223011,0.957,0.949,1,0.00800000000000001
"LHX4",0.0828402561151073,-0.621055000186197,0.594,0.611,1,-0.017
"SHC1",0.0828628693821679,-0.91918061306088,0.203,0.267,1,-0.064
"PSMF1",0.0829294151960341,-0.388341184340659,0.891,0.899,1,-0.00800000000000001
"MYO7B",0.083015272119949,-0.367652763811035,0.812,0.845,1,-0.0329999999999999
"USF2",0.0830230180228213,-2.54091306715164,0.188,0.243,1,-0.055
"SHD",0.0830320080975304,-0.517572551744506,0.341,0.428,1,-0.087
"DCAF6",0.0830393367725431,-0.277253335945792,0.964,0.969,1,-0.005
"CMTM5",0.0830395636009189,-0.525078341673941,0.13,0.184,1,-0.054
"FBXO41",0.0830492939521897,-0.624467248637818,0.514,0.54,1,-0.026
"STK32C",0.0830736197310519,-0.55507146680231,0.783,0.805,1,-0.022
"PLEK2",0.0830811516521878,-0.355438391590451,0.58,0.623,1,-0.043
"SPOP",0.0830981785798593,-0.316824480388337,0.957,0.952,1,0.005
"SCN4B",0.0831468252979121,-0.695705867724224,0.348,0.395,1,-0.047
"TMEM251",0.0833014392761667,-2.08108908397946,0.109,0.069,1,0.04
"ABHD3",0.083334766964321,-0.470969836775237,0.884,0.866,1,0.018
"GRTP1",0.0833745905164282,-0.649809288723694,0.493,0.533,1,-0.04
"SEL1L",0.0833798149257344,-0.34729765907535,0.935,0.91,1,0.025
"RHOG",0.0834357098025626,0.93497104065899,0.355,0.423,1,-0.068
"RPL31",0.0834557531832341,-0.677961802205234,0.449,0.506,1,-0.057
"STAMBPL1",0.0834982731431784,-0.334026614437043,0.833,0.864,1,-0.031
"SERTAD2",0.0835218609313232,-0.288683096613973,0.964,0.955,1,0.00900000000000001
"ZNF737",0.0835307596067942,-0.611176946968365,0.703,0.709,1,-0.006
"FAM167A",0.0836183046851538,-0.858754165224918,0.536,0.57,1,-0.0339999999999999
"RABGGTA",0.0836494237909598,0.468753259552149,0.109,0.162,1,-0.053
"SH3GLB2",0.0836566777193422,-0.98854370415504,0.457,0.484,1,-0.027
"CCR4",0.0837328814249654,0.422221619685231,0.348,0.284,1,0.064
"UGT2B15",0.0837748413587031,0.270670290232601,0.732,0.645,1,0.087
"GMPPA",0.08382400261176,-1.30170101521333,0.094,0.146,1,-0.052
"MEX3C",0.0838407411650538,-0.492470778983804,0.819,0.818,1,0.001
"DLK1",0.083870043413532,-0.54684256022034,0.181,0.236,1,-0.055
"CYP46A1",0.0838909629747719,-0.64529605028399,0.659,0.7,1,-0.0409999999999999
"SYT12",0.0840614766374772,-0.527945488734513,0.725,0.711,1,0.014
"BBC3",0.0841820693061101,-0.635255909913984,0.174,0.235,1,-0.061
"EHD3",0.0842013009057625,-1.07415390763945,0.58,0.594,1,-0.014
"TGM5",0.0842059958145481,-0.456178091312655,0.688,0.713,1,-0.025
"SLC17A9",0.0842135048144088,-1.0221694235451,0.167,0.222,1,-0.055
"IGSF22",0.0845886849534069,2.63597648099445,0.326,0.26,1,0.066
"ENPP4",0.084657398504993,-1.86565267409156,0.507,0.555,1,-0.048
"TEX264",0.0847649712084651,-1.65130939395439,0.5,0.54,1,-0.04
"P2RX6",0.0847966567485208,-0.605509065202123,0.239,0.3,1,-0.061
"LRRC1",0.0848521339900948,-0.323726747943034,0.957,0.955,1,0.002
"SUPT5H",0.084940659904818,-0.861532104486652,0.696,0.732,1,-0.036
"OR5D16",0.0849460021172008,1.04916326412015,0.167,0.122,1,0.045
"TIRAP",0.0851006066063802,-0.579566327958815,0.348,0.41,1,-0.062
"NOC4L",0.0851502710374133,-2.08150071713108,0.058,0.1,1,-0.042
"GSTM2",0.0851742199151974,-0.9623158536676,0.384,0.45,1,-0.066
"TARSL2",0.0852201626332134,1.09481502607073,0.862,0.89,1,-0.028
"MFRP",0.0852292618643793,-0.37046940034942,0.08,0.13,1,-0.05
"ARMCX3",0.0852589469043604,-2.12990243923056,0.123,0.18,1,-0.057
"TGM6",0.0854615588709664,-0.250486536271454,0.848,0.856,1,-0.00800000000000001
"KLK6",0.0855325596237077,-0.788804100529772,0.304,0.365,1,-0.061
"SHISAL1",0.0856263949497,-0.5282245147526,0.688,0.733,1,-0.045
"PAGE4",0.0857231735273432,0.962532932596162,0.167,0.123,1,0.044
"RAI1",0.0857302489982405,-0.650115533311541,0.688,0.7,1,-0.012
"AC005154.5",0.0857522046079198,-0.718887334967963,0.377,0.415,1,-0.038
"PKIG",0.085852959759553,-0.572955854874411,0.964,0.947,1,0.017
"POM121C",0.0858868409126345,-0.375943879695124,0.877,0.885,1,-0.00800000000000001
"APOL6",0.0858900662401665,0.421151557329944,0.688,0.622,1,0.066
"GRHPR",0.0859488785667609,-3.41047744919146,0.312,0.379,1,-0.067
"CSRNP1",0.0859680092476218,-0.62036068084477,0.101,0.153,1,-0.052
"LY6G5C",0.0859966887027635,-0.608535219704706,0.29,0.226,1,0.064
"SELPLG",0.086045468563682,-0.972401977712188,0.196,0.26,1,-0.064
"RHBDL2",0.0860877924932334,-0.754096500938735,0.71,0.738,1,-0.028
"METTL27",0.0861312417631608,-0.938350963700263,0.13,0.18,1,-0.05
"ASGR1",0.0861446962945277,-0.55579416286015,0.203,0.269,1,-0.066
"GPR34",0.0862438588237188,2.17619526377783,0.203,0.149,1,0.054
"SNX10",0.0862456614922513,0.413595468065021,0.913,0.93,1,-0.017
"OR5W2",0.0862935998076989,1.1220997210323,0.145,0.1,1,0.045
"TWNK",0.0863232173312109,-0.678181282203294,0.174,0.227,1,-0.053
"CFAP97D2",0.0863444710127532,-0.355839124405052,0.529,0.595,1,-0.066
"CRLF2",0.0863618643540623,-0.516519050586949,0.652,0.654,1,-0.002
"PRSS42",0.0864156372845509,-0.951901438749077,0.152,0.21,1,-0.058
"BLOC1S6",0.0865371505674651,-0.458786704795515,0.464,0.38,1,0.084
"HNRNPM",0.0865690533146784,-0.972547858721651,0.812,0.84,1,-0.0279999999999999
"LAMP3",0.0865744571963972,-0.251479182684734,0.79,0.815,1,-0.0249999999999999
"UBE2G2",0.0866053382704692,-1.48714633514312,0.725,0.715,1,0.01
"DDOST",0.0866822857885629,-1.35876275547977,0.268,0.326,1,-0.058
"TRAF2",0.0867028643016629,0.866000238342757,0.558,0.597,1,-0.0389999999999999
"KRTAP4-16",0.0867926991225808,0.964312510947405,0.101,0.064,1,0.037
"TMEM161A",0.0868634998023748,-0.763567961463429,0.514,0.542,1,-0.028
"CLDN17",0.0870017513141534,1.74139140151886,0.101,0.066,1,0.035
"SMIM11B",0.0870723954618162,1.45455336793992,0.094,0.146,1,-0.052
"THOC2",0.0870778322718473,0.461215915264835,1,0.971,1,0.029
"MEOX1",0.0872232838596404,-0.421943705017751,0.514,0.578,1,-0.064
"ZNF142",0.0872619718615058,-0.864297496243589,0.507,0.552,1,-0.045
"AC009163.4",0.0872753197447491,-0.818960135776585,0.319,0.393,1,-0.074
"SLC16A3",0.0873171464885888,-0.611987491229459,0.123,0.177,1,-0.054
"C17orf113",0.0873211052660313,-1.62483307082884,0.094,0.147,1,-0.053
"CCDC33",0.0873439296395668,-0.464879449808073,0.783,0.794,1,-0.011
"DLL1",0.0875341245444299,-1.02539644122283,0.101,0.154,1,-0.053
"HARBI1",0.0875525910156393,-0.87697635322516,0.529,0.587,1,-0.0579999999999999
"CDRT4",0.0877197842966312,1.44557734815479,0.13,0.09,1,0.04
"IGFBP6",0.0878370413456406,-0.956087680998705,0.094,0.145,1,-0.051
"POLK",0.0879613262198795,0.647144198556027,0.949,0.954,1,-0.005
"DDX27",0.0879631486822239,-0.653449457683151,0.536,0.578,1,-0.0419999999999999
"IL1R2",0.0880260922480211,-0.403230260008313,0.739,0.759,1,-0.02
"RMDN3",0.0880676672129573,-0.95164034313597,0.522,0.583,1,-0.0609999999999999
"ADAMDEC1",0.0881550071003278,0.328973130270961,0.37,0.293,1,0.077
"MS4A5",0.0881652266095734,-0.458041982166255,0.688,0.716,1,-0.028
"PRPF39",0.0881818976334184,-0.522965710697098,0.826,0.814,1,0.012
"GALNS",0.0881987002772626,-1.39455273298021,0.37,0.422,1,-0.052
"GCLC",0.0882612874308644,0.80815840229672,0.848,0.87,1,-0.022
