"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","diff_pct"
"MYO9B",1.96290170214289e-19,-0.695362901779765,0.888,0.93,3.88713424075357e-15,-0.042
"ARMC9",2.87383998126262e-19,-0.57551523997409,0.968,0.973,5.69106531489437e-15,-0.005
"QRICH1",3.08174031165395e-19,-0.747670450724903,0.91,0.945,6.10277033916832e-15,-0.0349999999999999
"ZNF423",3.29651169295742e-19,-0.433233951807581,0.968,0.982,6.52808210556358e-15,-0.014
"ZFR2",3.50561908687466e-19,-0.513243624112997,0.678,0.784,6.94217747773789e-15,-0.106
"DOP1B",4.04122698998452e-19,-0.59682740557206,0.947,0.947,8.00284180826634e-15,0
"CLSTN1",4.5596491771501e-19,-0.487560893992991,0.926,0.953,9.02947326551034e-15,-0.0269999999999999
"SMG6",7.32671672856497e-19,-0.309234606896774,0.992,0.988,1.45090971375772e-14,0.004
"GTF2IRD1",7.61698269971046e-19,-0.75350166512292,0.896,0.929,1.50839108402366e-14,-0.033
"CAMK1D",7.87953503771306e-19,-0.27031996389138,0.997,0.997,1.56038432351832e-14,0
"PRPF6",1.16589516446311e-18,-1.21714776552572,0.761,0.836,2.30882219418629e-14,-0.075
"HK1",1.20076277413706e-18,-0.413373086306387,0.952,0.958,2.37787052162363e-14,-0.006
"RTN4RL1",1.22794146177103e-18,-0.604380387583898,0.723,0.825,2.43169247674517e-14,-0.102
"SIN3A",1.24022232431039e-18,-0.474480418288565,0.968,0.958,2.45601226883187e-14,0.01
"PECAM1",1.37316426793747e-18,-0.586696703875515,0.907,0.941,2.71927719979657e-14,-0.0339999999999999
"SAE1",1.3774849415149e-18,-0.361643176849004,0.939,0.967,2.72783342968196e-14,-0.028
"CSMD2",1.49483737457684e-18,-0.381406942300385,1,0.997,2.96022645287451e-14,0.003
"GATAD2A",1.64124970336845e-18,-0.558917090360869,0.886,0.931,3.25016678758055e-14,-0.045
"DUS2",1.64960385580811e-18,-0.796785785294792,0.864,0.897,3.26671051565679e-14,-0.033
"PLPP7",1.68020193725668e-18,-0.748973936198141,0.739,0.831,3.32730389634941e-14,-0.092
"SRRM3",1.90301482194432e-18,-0.76641718375831,0.737,0.819,3.76854025189634e-14,-0.082
"CEP89",2.19960799698113e-18,-0.327843818974969,0.955,0.956,4.35588371642174e-14,-0.001
"MED24",2.42368553018665e-18,-1.22469071050084,0.662,0.763,4.79962445542863e-14,-0.101
"ARSG",2.46550371738391e-18,-0.259396534329364,0.949,0.966,4.88243701153537e-14,-0.017
"XRCC6",2.62143065005062e-18,0.374185280303806,0.771,0.872,5.19121911629524e-14,-0.101
"FBXL20",2.70025724354344e-18,-0.349957704559478,0.981,0.989,5.34731941938908e-14,-0.00800000000000001
"CRK",2.74722064984108e-18,-0.447654390468993,0.747,0.845,5.4403210528803e-14,-0.098
"ATP2C2",2.81560658165398e-18,-0.863953746366643,0.83,0.891,5.57574571364937e-14,-0.061
"ADAMTS2",2.88780830923913e-18,-0.827157535679912,0.899,0.924,5.71872679478626e-14,-0.025
"RIMBP2",2.90396885936811e-18,-0.550270614561107,0.984,0.977,5.75072953220667e-14,0.00700000000000001
"FBLN1",3.54612806790671e-18,-0.774912262330418,0.779,0.827,7.02239741287566e-14,-0.0479999999999999
"USP4",3.98227301403707e-18,-0.800533047050554,0.872,0.923,7.88609524969761e-14,-0.051
"PRKAR1B",4.44866552623927e-18,-0.96287940637033,0.872,0.901,8.80969234161163e-14,-0.029
"TBC1D8",5.02164155133522e-18,-0.384951716967252,0.987,0.989,9.94435676410914e-14,-0.002
"HDAC4",5.26316122105191e-18,-0.391160785285834,0.96,0.966,1.04226381660491e-13,-0.006
"RBM47",5.34728045146967e-18,-0.371170390218357,0.995,0.991,1.05892194780454e-13,0.004
"AK8",6.06958068985975e-18,-0.511876543388983,0.947,0.954,1.20195906401293e-13,-0.00700000000000001
"PDPR",6.35698697376058e-18,-0.258483071776625,0.907,0.933,1.25887413041381e-13,-0.026
"ITGAL",6.38571895238429e-18,-0.766025020573976,0.721,0.798,1.26456392414066e-13,-0.0770000000000001
"MEI1",6.60984297126148e-18,-0.524437471611545,0.952,0.964,1.30894720359891e-13,-0.012
"CUX2",1.01644993714334e-17,-0.515360772337108,0.981,0.987,2.01287581052495e-13,-0.006
"C16orf74",1.03611992681971e-17,-0.464091877289416,0.601,0.731,2.05182829108108e-13,-0.13
"PARVB",1.06131272626615e-17,-0.337129288611549,0.934,0.935,2.10171759182486e-13,-0.001
"FAM193A",1.09023924515369e-17,-0.374191454195888,0.952,0.969,2.15900077717785e-13,-0.017
"GLIS1",1.27777388153876e-17,-0.58201654502026,0.931,0.952,2.53037561761121e-13,-0.0209999999999999
"KIF26B",1.30423366280342e-17,-0.312608898751267,1,0.995,2.58277392244962e-13,0.005
"CERK",1.32779666742301e-17,-0.9670795629192,0.654,0.761,2.62943574049778e-13,-0.107
"CELSR1",1.33754061869496e-17,-0.728467177199025,0.894,0.916,2.64873168720163e-13,-0.022
"PAX7",1.53957861600597e-17,-0.533484395997689,0.838,0.866,3.04882753327662e-13,-0.028
"FKBP5",1.94654030302495e-17,-0.336228404743022,0.995,0.986,3.85473376208031e-13,0.00900000000000001
"AGPAT3",2.04237361334647e-17,-1.03308708451906,0.846,0.876,4.04451246651001e-13,-0.03
"SLC43A2",2.2348689555644e-17,-0.525107821196446,0.638,0.733,4.42571099270419e-13,-0.095
"TMEM120B",4.22728240389958e-17,-0.514223775090766,0.777,0.851,8.37128734444233e-13,-0.074
"CACNG2",4.5194926001576e-17,-0.380298088828803,0.947,0.964,8.94995119609209e-13,-0.017
"MYH14",4.53304223896214e-17,-0.645832961991424,0.904,0.932,8.97678354581674e-13,-0.028
"CHST8",4.83515410454102e-17,-0.644282880521668,0.931,0.936,9.57505567322257e-13,-0.005
"ARHGEF10L",5.79389244536541e-17,-0.461824458202131,0.867,0.896,1.14736452095571e-12,-0.029
"NGEF",5.9191329149414e-17,-0.522898111469432,0.918,0.938,1.17216589114585e-12,-0.0199999999999999
"WNT3",5.93270344161156e-17,-1.05789881344303,0.676,0.759,1.17485326254234e-12,-0.083
"HMCN2",6.15911527010227e-17,-0.729172294415915,0.851,0.891,1.21968959693835e-12,-0.04
"OPA3",6.18620662684848e-17,-0.74522412213073,0.848,0.872,1.2250544983148e-12,-0.024
"PITPNM3",6.9196114599189e-17,-0.806459432187602,0.84,0.881,1.37029065740774e-12,-0.041
"KRT8",6.98529617060497e-17,-0.48281674840041,0.777,0.855,1.3832982006649e-12,-0.078
"INPP5D",7.33720134419292e-17,-0.539985174642698,0.931,0.941,1.45298598219052e-12,-0.0099999999999999
"MYO1F",1.01112316826463e-16,-0.334068671442123,0.774,0.833,2.00232721011445e-12,-0.0589999999999999
"AXL",1.01678269028841e-16,-0.904811349536362,0.673,0.765,2.01353476157813e-12,-0.092
"RBX1",1.02442081555127e-16,-3.16385868676637,0.665,0.755,2.02866054103618e-12,-0.09
"PARP16",1.04469382159889e-16,-0.680629504054928,0.822,0.878,2.06880717491227e-12,-0.056
"HSPG2",1.1382329458392e-16,-0.553126745953501,0.702,0.79,2.25404270264536e-12,-0.0880000000000001
"DOCK6",1.16044253589429e-16,-0.572493556364569,0.614,0.743,2.29802435383146e-12,-0.129
"IGSF21",1.18138757055047e-16,-0.396967579880144,0.976,0.973,2.3395018059611e-12,0.003
"GFOD2",1.1970808313518e-16,-0.904894732681642,0.809,0.859,2.37057917032596e-12,-0.0499999999999999
"CARD11",1.23818948792483e-16,-0.555169869610133,0.949,0.956,2.45198664293755e-12,-0.00700000000000001
"ESRRB",1.25951296668947e-16,-0.281244996632845,0.952,0.961,2.49421352793516e-12,-0.00900000000000001
"LDLR",1.8133650225592e-16,-0.36863101396836,0.739,0.82,3.59100675417398e-12,-0.081
"TEKT5",1.96698062047971e-16,-0.700985218144015,0.838,0.883,3.89521172273597e-12,-0.045
"MED15",2.01329489906262e-16,-0.829708707107782,0.843,0.889,3.98692788861371e-12,-0.046
"DYSF",2.04306557915502e-16,-0.399111202914042,0.949,0.954,4.04588276640068e-12,-0.005
"PRKAG2",2.0596691536552e-16,-0.488516159731576,0.995,0.986,4.0787628249834e-12,0.00900000000000001
"RFX2",2.26132635701005e-16,-0.55478154298736,0.931,0.94,4.478104584787e-12,-0.0089999999999999
"ERCC1",2.29261856056956e-16,-0.810078504481439,0.769,0.827,4.5400725354959e-12,-0.0579999999999999
"SNTB2",2.45367565759397e-16,-0.466953776951029,0.952,0.96,4.85901390473334e-12,-0.00800000000000001
"PRDM16",2.45530902147045e-16,-0.940003513129663,0.864,0.896,4.86224845521793e-12,-0.032
"IQCK",2.73242694251736e-16,-0.471720098036522,0.947,0.964,5.41102507426712e-12,-0.017
"DNAH3",2.87306254444825e-16,-0.375594041752036,0.992,0.99,5.68952575677087e-12,0.002
"LRRC20",3.05987685737209e-16,-0.269207704378619,0.803,0.858,6.05947414065396e-12,-0.0549999999999999
"ABCA3",3.11788945282323e-16,-1.01246952946317,0.753,0.823,6.17435648342584e-12,-0.07
"TCERG1L",3.41066374409992e-16,-0.552590146905836,0.96,0.955,6.75413741244107e-12,0.005
"VAV1",3.584909546517e-16,-0.594437731667665,0.915,0.944,7.09919637496762e-12,-0.0289999999999999
"SLC12A3",3.91552620666884e-16,-0.961441553842017,0.519,0.677,7.7539165470663e-12,-0.158
"CRISPLD2",3.95306747022036e-16,-0.266679876010717,0.787,0.846,7.82825951127738e-12,-0.0589999999999999
"WNT5B",4.10458289200134e-16,-0.81378615976027,0.848,0.888,8.12830550103025e-12,-0.04
"SORCS2",4.32489611090896e-16,-0.453371360765327,0.984,0.986,8.56459176843301e-12,-0.002
"PIGL",4.51864015637158e-16,-0.293194344448309,0.971,0.982,8.94826310166265e-12,-0.011
"PPCDC",4.88672532140294e-16,-0.48298635254072,0.936,0.952,9.67718215397425e-12,-0.0159999999999999
"PRPSAP1",5.03413375008683e-16,-0.666925374915264,0.87,0.907,9.96909506529695e-12,-0.037
"GRIK4",5.13853209447546e-16,-0.4611432978787,0.997,0.992,1.01758351066898e-11,0.005
"ATP2B2",5.48177770438013e-16,-0.463438519283009,0.987,0.986,1.0855564387984e-11,0.001
"CCDC36",6.30396366832041e-16,-0.483362464390686,0.862,0.919,1.24837392523749e-11,-0.057
"DAG1",6.49228099877405e-16,-0.801849856610069,0.88,0.916,1.28566640618723e-11,-0.036
"RRP12",6.72394019491344e-16,-0.679917461404568,0.62,0.75,1.33154187679871e-11,-0.13
"LUC7L",6.80458715822147e-16,-0.921778845811651,0.827,0.875,1.3475123949426e-11,-0.048
"PITPNC1",7.12977592470263e-16,-0.387070340479318,0.997,0.995,1.41190952636886e-11,0.002
"CDH3",7.19817882574764e-16,-0.455803018490065,0.88,0.907,1.4254553528628e-11,-0.027
"PTPRU",7.33571272808415e-16,-0.368950116404687,0.827,0.869,1.4526911915425e-11,-0.042
"UNC13A",7.83626657736593e-16,-0.938426831782332,0.779,0.854,1.55181587031578e-11,-0.075
"TLDC1",8.17451909192895e-16,-0.750089926385155,0.758,0.848,1.61880001577469e-11,-0.09
"STXBP1",8.20619258671227e-16,-0.275048866028754,0.923,0.958,1.62507231794663e-11,-0.0349999999999999
"AC004805.1",9.03713933389647e-16,-0.258179609613413,0.87,0.911,1.78962470229152e-11,-0.041
"SLC39A11",9.42387983184834e-16,-0.343950724859305,1,0.997,1.86621092310093e-11,0.003
"TPST2",9.79826848390196e-16,-0.735409571353117,0.859,0.904,1.9403511078671e-11,-0.045
"DMC1",1.00086969585104e-15,-0.587740716662935,0.886,0.92,1.98202225869381e-11,-0.034
"PDZD2",1.02092276711515e-15,-0.262632837178056,0.997,0.995,2.02173335571814e-11,0.002
"CSF2RA",1.02094419567282e-15,-1.05768914412823,0.745,0.814,2.02177579069088e-11,-0.069
"SMAD3",1.08083588383065e-15,-0.550005372444316,0.915,0.938,2.14037930074984e-11,-0.0229999999999999
"BSN",1.09229506325849e-15,-0.598031145727323,0.926,0.939,2.16307191377079e-11,-0.0129999999999999
"PADI4",1.09434018829071e-15,-0.624900915958788,0.801,0.836,2.1671218748721e-11,-0.0349999999999999
"KIAA0513",1.2863397004811e-15,-0.767449751940729,0.726,0.802,2.54733850886273e-11,-0.0760000000000001
"NPHS1",1.29899563207821e-15,-1.05722749171068,0.564,0.688,2.57240105020448e-11,-0.124
"TIPIN",1.31937493286301e-15,-0.416500012421624,0.867,0.923,2.61275817954863e-11,-0.056
"SH3PXD2A",1.37187380697574e-15,-0.668675130233154,0.952,0.953,2.71672169995406e-11,-0.001
"DDX46",1.41116556894433e-15,-0.472064813198476,0.952,0.974,2.79453117618045e-11,-0.022
"RANBP10",1.50223745532087e-15,-0.5736007229683,0.875,0.92,2.97488083277192e-11,-0.045
"MYO18B",1.61813687878234e-15,-0.428591355137704,0.984,0.985,3.20439646105267e-11,-0.001
"TECPR2",1.78589290992681e-15,-0.454362808579172,0.944,0.971,3.53660372952805e-11,-0.027
"TBC1D16",1.8436300206482e-15,-0.667903229642094,0.795,0.846,3.65094052988962e-11,-0.0509999999999999
"DHX8",1.94446334689205e-15,-0.649579741667858,0.91,0.935,3.85062076585034e-11,-0.025
"CACNA1C",2.08553765317246e-15,-0.363832503911343,0.995,0.996,4.12999021457741e-11,-0.001
"SGSM1",2.37661457726808e-15,-0.419899968509228,0.955,0.964,4.70640984736398e-11,-0.00900000000000001
"RHBDL3",2.54091548591343e-15,-0.829761910976451,0.678,0.78,5.03177493675436e-11,-0.102
"PRKAR2A",2.58047409793696e-15,-0.416874733881735,0.957,0.979,5.11011285614456e-11,-0.022
"SMYD4",2.75224736820376e-15,-0.564322411275549,0.867,0.901,5.45027546325391e-11,-0.034
"GRIK3",3.03085444976674e-15,-0.424555317655466,0.957,0.966,6.00200106687308e-11,-0.00900000000000001
"TENM1",3.1044247485517e-15,0.365826004267774,0.997,0.992,6.14769232955693e-11,0.005
"UBE2L3",3.19999756336706e-15,-0.532715651357163,0.862,0.914,6.3369551747358e-11,-0.052
"MUC16",3.60651056880684e-15,-0.388032437005727,0.971,0.964,7.14197287940819e-11,0.00700000000000001
"DNAH10",3.6202226635133e-15,-0.40316776572178,0.979,0.971,7.16912694055539e-11,0.00800000000000001
"UBE2D2",3.78582284152783e-15,-0.661296208164884,0.955,0.975,7.49706497307757e-11,-0.02
"TNS1",4.01062824790275e-15,-0.557613344532796,0.923,0.924,7.94224711932182e-11,-0.001
"IL34",4.29447005595605e-15,-0.640853047667664,0.878,0.907,8.50433905180977e-11,-0.029
"VAV2",4.6616047690599e-15,-0.838625649432059,0.856,0.89,9.23137592416933e-11,-0.034
"VPS53",4.72258176621185e-15,-0.442441600098498,0.989,0.986,9.35212867162933e-11,0.003
"FAM227A",4.77589624217091e-15,-0.440906384726233,0.926,0.933,9.45770732837106e-11,-0.00700000000000001
"EPS15L1",5.00201994383728e-15,-0.49348393880456,0.91,0.928,9.90550009478096e-11,-0.018
"EHMT1",5.48601942799882e-15,-0.494988098108109,0.952,0.948,1.08639642732661e-10,0.004
"KDM3B",5.67871491402581e-15,-0.450331819684216,0.955,0.957,1.12455591442453e-10,-0.002
"SHISA6",5.82310526682871e-15,-0.359990739198098,0.992,0.995,1.15314953599009e-10,-0.003
"PML",5.8837536811811e-15,-0.883532587093749,0.777,0.839,1.16515974148429e-10,-0.062
"RERE",6.121667140993e-15,-0.261752245109899,0.997,0.998,1.21227374393084e-10,-0.001
"OSBP2",6.32491734911826e-15,-0.319982400755,0.989,0.988,1.25252338264589e-10,0.001
"PBX4",6.47688701148581e-15,-0.725001985286517,0.809,0.85,1.28261793488454e-10,-0.0409999999999999
"ECE1",6.9329659415019e-15,-0.404994760310252,0.838,0.895,1.37293524539562e-10,-0.057
"MUC12",7.00603333219263e-15,-1.04847662776274,0.662,0.754,1.38740478077411e-10,-0.092
"MYO10",7.352871084262e-15,-0.364926733629952,0.995,0.99,1.4560890608164e-10,0.005
"PACSIN2",7.38502885628303e-15,-0.39125410445874,0.963,0.966,1.46245726440973e-10,-0.003
"KDM4B",7.42998605251372e-15,-0.618715011614659,0.835,0.881,1.47136013797929e-10,-0.046
"ADAP2",7.90209886695312e-15,-0.611714586397423,0.832,0.864,1.56485263862273e-10,-0.032
"RIPOR3",8.67976488306898e-15,-0.778739054290518,0.801,0.854,1.71885383979415e-10,-0.0529999999999999
"CMIP",9.01997242029802e-15,-0.563924017066006,0.955,0.959,1.78622513839162e-10,-0.004
"WDR88",9.15951909853267e-15,-0.639159383945788,0.742,0.809,1.81385956708243e-10,-0.0670000000000001
"ADGRE2",9.23734412544182e-15,-0.548482861009024,0.787,0.857,1.82927125716124e-10,-0.07
"FBXW10",9.53508420046708e-15,-0.79636806449384,0.766,0.83,1.8882327242185e-10,-0.064
"NLRP2",9.54580744556621e-15,-0.602407390876447,0.726,0.827,1.89035624844548e-10,-0.101
"NLRP1",1.01017933589146e-14,0.284712124253928,0.957,0.954,2.00045813886586e-10,0.003
"KSR1",1.07573851201965e-14,-0.803975341662397,0.923,0.94,2.13028497535251e-10,-0.0169999999999999
"TMC7",1.08712951536219e-14,-0.647323126975942,0.931,0.945,2.15284257927174e-10,-0.0139999999999999
"SUGP1",1.09640004785348e-14,-0.647476156298934,0.699,0.8,2.17120101476425e-10,-0.101
"EFCAB8",1.13591959280846e-14,-0.573778884024318,0.931,0.937,2.24946156963859e-10,-0.006
"MOV10L1",1.15632520289227e-14,-0.717099310991771,0.846,0.886,2.28987079928757e-10,-0.04
"CALN1",1.2128880031896e-14,-0.309300171125893,0.997,0.999,2.40188211271636e-10,-0.002
"KYAT1",1.25239858799218e-14,-0.890249422585962,0.777,0.829,2.48012492380091e-10,-0.0519999999999999
"MARK4",1.28522653761969e-14,-0.779314434620251,0.771,0.838,2.54513411244827e-10,-0.067
"TMPRSS9",1.30376158637972e-14,-0.421787348300705,0.758,0.821,2.58183906950775e-10,-0.063
"NVL",1.36259066922639e-14,-0.36687993785859,0.981,0.973,2.69833830226901e-10,0.00800000000000001
"CDH22",1.37597659612141e-14,-0.733483070468929,0.875,0.896,2.72484645329923e-10,-0.021
"PDXDC1",1.38919364579367e-14,-0.259414879656377,0.957,0.955,2.75102017676521e-10,0.002
"CREBBP",1.40376755201836e-14,-0.316235337351398,0.973,0.982,2.77988088326196e-10,-0.00900000000000001
"GON4L",1.41152652073502e-14,-0.449548665656944,0.971,0.974,2.79524596901156e-10,-0.003
"POR",1.41345745542198e-14,-0.489330719638148,0.883,0.89,2.79906979897215e-10,-0.00700000000000001
"BCL2L13",1.42753667424101e-14,-0.609607483305675,0.971,0.968,2.82695087599947e-10,0.003
"EPB41",1.5179816102397e-14,-0.331862651193821,0.997,0.994,3.00605898275767e-10,0.003
"BHMG1",1.68162529053086e-14,-1.15293771756175,0.622,0.724,3.33012256283826e-10,-0.102
"PPARGC1B",1.68278757742953e-14,-0.683618021458839,0.899,0.922,3.33242423958371e-10,-0.023
"COL5A1",1.72135188714545e-14,-0.826553421487035,0.83,0.863,3.40879314211413e-10,-0.033
"BCR",1.79649177502974e-14,-0.884595272553653,0.87,0.898,3.55759266209139e-10,-0.028
"ADD2",1.86469607534244e-14,0.341680430387502,0.963,0.969,3.69265763800064e-10,-0.006
"PTPRS",1.87191214050182e-14,-0.396262456768151,0.965,0.962,3.70694761183576e-10,0.003
"TUBD1",1.98616931225457e-14,-0.301529451811177,0.785,0.842,3.93321108905773e-10,-0.0569999999999999
"RELB",2.11309885306304e-14,-0.621010880314409,0.694,0.76,4.18456965872074e-10,-0.0660000000000001
"CHRNB4",2.43469394352209e-14,-0.646806357203495,0.622,0.733,4.8214244163568e-10,-0.111
"DGLUCY",2.57065602938116e-14,-0.451133999597141,0.965,0.973,5.09067013498351e-10,-0.00800000000000001
"C19orf38",2.71814202600122e-14,-0.583237681770144,0.652,0.744,5.38273665409022e-10,-0.092
"C2orf42",2.84942195439595e-14,-0.435967770737927,0.899,0.917,5.6427102962903e-10,-0.018
"STK11",2.91856116695946e-14,-0.692167347134345,0.585,0.712,5.77962667892982e-10,-0.127
"CCDC33",2.93276129642943e-14,-1.00797772595416,0.734,0.799,5.8077471953192e-10,-0.0650000000000001
"MGAT5B",3.12268661282325e-14,-0.697157003708462,0.721,0.783,6.18385629937387e-10,-0.062
"DLGAP2",3.28379405685244e-14,-0.323315947931045,0.995,0.997,6.50289737078488e-10,-0.002
"ACER1",3.56079711015685e-14,-0.838576457926854,0.668,0.763,7.05144651724361e-10,-0.095
"SULT2B1",3.56998808689869e-14,-0.393533289852416,0.742,0.816,7.06964740848548e-10,-0.074
"FANCA",3.72966910075436e-14,-0.621823185820908,0.827,0.88,7.38586372022386e-10,-0.053
"EXD3",4.16939500519167e-14,-0.461883973252483,0.83,0.853,8.25665292878106e-10,-0.023
"PRPSAP2",4.1717539840918e-14,0.425990948272795,0.941,0.955,8.261324414697e-10,-0.014
"CROCC",4.38526937239488e-14,-0.427281691255394,0.947,0.956,8.68414893815357e-10,-0.00900000000000001
"CLEC16A",4.39278678333403e-14,-0.455309815272073,0.976,0.982,8.69903566703638e-10,-0.006
