"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","diff_pct"
"MYT1L",2.08690576029169e-09,-0.331474507876609,1,0.995,4.13269947710563e-05,0.005
"PIK3R5",2.10732513575049e-09,-0.427576538113721,0.899,0.901,4.17313596632669e-05,-0.002
"MOB3A",2.13356702456196e-09,-1.20826409352124,0.434,0.559,4.22510277874004e-05,-0.125
"LRRN2",2.17720771491969e-09,-0.771038764836776,0.769,0.799,4.31152443785546e-05,-0.03
"RAB44",2.18452945043452e-09,-0.80815000923818,0.556,0.653,4.32602367069547e-05,-0.097
"BPIFC",2.18958976702432e-09,-0.382302829366598,0.859,0.888,4.33604461563825e-05,-0.029
"P2RY8",2.19141825647155e-09,-0.355983130103036,0.832,0.85,4.33966557329061e-05,-0.018
"BCAS4",2.21758342796419e-09,-0.379063083937195,0.872,0.883,4.39148046239749e-05,-0.011
"RFX1",2.22127312674221e-09,-0.708869615490407,0.484,0.613,4.39878717288759e-05,-0.129
"MIER2",2.2255336113366e-09,-1.39103760924202,0.58,0.661,4.40722421052988e-05,-0.0810000000000001
"DPYSL2",2.22817350712412e-09,-0.40686402500119,0.976,0.975,4.41245199615789e-05,0.001
"RILPL2",2.22884956152192e-09,-0.706644037299963,0.641,0.716,4.41379078668186e-05,-0.075
"BCL11B",2.23307340882521e-09,-0.570944820212227,0.787,0.829,4.42215527149657e-05,-0.0419999999999999
"RTN4R",2.25991176813991e-09,-1.48095318052668,0.271,0.415,4.47530327444747e-05,-0.144
"GFRA2",2.26116519355206e-09,-0.450578137354791,0.875,0.883,4.47778543279114e-05,-0.00800000000000001
"TFR2",2.26608847503646e-09,-0.372819368386734,0.375,0.511,4.48753500711469e-05,-0.136
"ERN1",2.29400591604307e-09,-0.281076756673533,0.923,0.941,4.5428199155401e-05,-0.0179999999999999
"WWC1",2.3440145026423e-09,0.271447607275348,0.976,0.972,4.64185191958254e-05,0.004
"PIK3AP1",2.36376223801622e-09,-0.268996480236554,0.955,0.962,4.68095835994352e-05,-0.00700000000000001
"RAB37",2.36565705234097e-09,-0.745259612384286,0.782,0.806,4.68471066075083e-05,-0.024
"OSBPL2",2.37059571149287e-09,-0.882258400703827,0.67,0.744,4.69449068746933e-05,-0.074
"KNL1",2.38577895595416e-09,-0.415613415214597,0.928,0.943,4.72455806647603e-05,-0.0149999999999999
"TXNRD2",2.38792664027547e-09,-0.383557578350913,0.622,0.717,4.72881112573751e-05,-0.095
"DLGAP3",2.44958344441175e-09,-0.407612985682049,0.766,0.812,4.85091009496859e-05,-0.046
"CAPN8",2.4577287825551e-09,-0.499776223758779,0.894,0.878,4.86704030809386e-05,0.016
"GFOD1",2.4926785950866e-09,-0.370070813576307,0.931,0.935,4.93625142184998e-05,-0.004
"CCDC63",2.49711904354507e-09,-0.460617291634646,0.838,0.871,4.9450448419323e-05,-0.033
"ACSBG1",2.54029877877005e-09,-0.555371060463998,0.785,0.842,5.03055367159834e-05,-0.0569999999999999
"TRABD2B",2.57371042172274e-09,-0.321138663260809,0.949,0.971,5.09671874813753e-05,-0.022
"GALNT2",2.58269384481729e-09,-0.36086014730802,0.984,0.976,5.11450862089168e-05,0.00800000000000001
"VSIG1",2.66610249672244e-09,0.441529432602144,0.822,0.687,5.27968277425944e-05,0.135
"NLRP7",2.76190202807081e-09,-0.624849004150535,0.729,0.785,5.46939458618863e-05,-0.056
"WDR4",2.81791624070888e-09,-0.365909296487956,0.457,0.572,5.5803195314758e-05,-0.115
"ZNF487",2.83330734374147e-09,-0.581888092256886,0.809,0.842,5.61079853281122e-05,-0.0329999999999999
"TRIM25",2.8455724737483e-09,-0.71582059418218,0.801,0.829,5.63508716976375e-05,-0.0279999999999999
"ATP6V1E1",2.84652910978837e-09,0.303102319179129,0.798,0.851,5.63698159611391e-05,-0.0529999999999999
"CBFA2T2",2.86167920163747e-09,-0.280210691807085,0.976,0.989,5.66698332300268e-05,-0.013
"CYP20A1",2.90037378291607e-09,-0.268962267759772,0.941,0.946,5.74361020230869e-05,-0.005
"NUP155",2.94254307544257e-09,-0.300742656184269,0.965,0.952,5.82711805229892e-05,0.013
"TP53BP1",2.97372119023944e-09,-0.487529498544245,0.957,0.964,5.88886007303116e-05,-0.00700000000000001
"OGFOD3",3.00254704434077e-09,-0.802779108102421,0.311,0.45,5.94594391190803e-05,-0.139
"HDLBP",3.02200915665501e-09,-0.386743011916718,0.902,0.916,5.98448473292392e-05,-0.014
"RUBCN",3.02316713170463e-09,0.557185043253354,0.872,0.891,5.98677787091468e-05,-0.019
"EVL",3.04606906194434e-09,-0.275588023342588,0.955,0.966,6.03213056336838e-05,-0.011
"SLC5A10",3.11237479458038e-09,-1.33575742421654,0.372,0.49,6.16343580570754e-05,-0.118
"CPNE9",3.13496803315499e-09,-0.819396951198561,0.524,0.617,6.20817719605682e-05,-0.093
"ABCC8",3.17969365078509e-09,-0.749829317746509,0.819,0.833,6.2967473366497e-05,-0.014
"CAVIN1",3.19313945667e-09,1.77032408624978,0.396,0.527,6.3233740660436e-05,-0.131
"CDHR2",3.31365587820848e-09,-0.869886625592349,0.574,0.671,6.56203273561625e-05,-0.0970000000000001
"WSCD1",3.3167363818852e-09,-1.26985152403256,0.644,0.725,6.56813305704726e-05,-0.081
"TMEM181",3.3354575668876e-09,-0.254907853412003,0.859,0.873,6.6052066197075e-05,-0.014
"CC2D1A",3.40739648106268e-09,-0.64165636846257,0.468,0.589,6.74766725144842e-05,-0.121
"SLC45A1",3.44324321118956e-09,-0.961699533321343,0.356,0.499,6.81865453111869e-05,-0.143
"NRK",3.51958184122121e-09,0.327690582910451,0.973,0.918,6.96982792017035e-05,0.0549999999999999
"CHP1",3.54502242519196e-09,0.541263186517089,0.899,0.9,7.02020790860764e-05,-0.001
"C19orf47",3.57892628344093e-09,-1.01135733680306,0.59,0.672,7.08734771909807e-05,-0.0820000000000001
"SP1",3.58968389803207e-09,-0.711835908327779,0.79,0.843,7.1086510232729e-05,-0.0529999999999999
"LIG1",3.59628794773529e-09,-0.950990877580691,0.646,0.737,7.1217290229002e-05,-0.091
"ARHGAP22",3.62372327904814e-09,-0.314821832878932,0.965,0.961,7.17605920949903e-05,0.004
"TPCN1",3.64770313277388e-09,0.522381735156503,0.795,0.843,7.22354651383211e-05,-0.0479999999999999
"MYL4",3.65431125310879e-09,-0.73035468466948,0.612,0.694,7.23663257453133e-05,-0.082
"RPGRIP1",3.69255237112709e-09,-0.36414551541021,0.939,0.939,7.31236146054298e-05,0
"LGALS4",3.72464483190226e-09,-1.25185535141917,0.34,0.473,7.37591416061605e-05,-0.133
"TDRD10",3.73378392355901e-09,-0.604412501157483,0.766,0.815,7.39401230382391e-05,-0.0489999999999999
"HS1BP3",3.74567395711125e-09,-0.67557930365213,0.673,0.738,7.4175581372674e-05,-0.065
"JAK3",3.8075823434378e-09,-0.98584064137365,0.372,0.507,7.54015531470987e-05,-0.135
"TRARG1",3.85747704102333e-09,-1.18398031004852,0.311,0.436,7.63896178433849e-05,-0.125
"ARHGEF2",3.88439622678741e-09,-0.650730170966326,0.582,0.69,7.69226984790711e-05,-0.108
"SLC6A4",3.94139878861007e-09,-0.62095067561754,0.691,0.756,7.80515202108452e-05,-0.0650000000000001
"SHISA5",4.00602914253966e-09,-0.823187054295039,0.673,0.719,7.93313951097129e-05,-0.0459999999999999
"TSNARE1",4.01505068140907e-09,-0.542160004267283,0.872,0.875,7.95100486439437e-05,-0.003
"RNF214",4.03677786306128e-09,-0.310271042555608,0.87,0.892,7.99403120222025e-05,-0.022
"CBLC",4.0734928196139e-09,-1.12550823950501,0.471,0.582,8.06673783068141e-05,-0.111
"DBF4B",4.09332297111933e-09,-0.478016428270648,0.809,0.842,8.1060074797076e-05,-0.0329999999999999
"CREB3L3",4.09808977523191e-09,-0.743840314589211,0.521,0.629,8.11544718189175e-05,-0.108
"IGF2BP2",4.1005558839236e-09,-0.27553481823306,0.992,0.981,8.1203308169339e-05,0.011
"ITPR3",4.14568541006386e-09,-0.78443830682873,0.652,0.719,8.20970081754946e-05,-0.067
"TMEM143",4.23331506772426e-09,-0.355331649456571,0.574,0.684,8.38323382861436e-05,-0.11
"MYCBPAP",4.26134315124342e-09,-1.05179591948573,0.418,0.537,8.43873784240734e-05,-0.119
"FARP1",4.34015207988997e-09,-0.288538057914587,0.997,0.99,8.5948031638061e-05,0.00700000000000001
"VMP1",4.48721237682034e-09,-0.29277487158963,0.984,0.985,8.88602666981733e-05,-0.001
"NINL",4.63923645264702e-09,-0.413353207382191,0.926,0.925,9.18707994717689e-05,0.001
"TFCP2",4.75409722157704e-09,-0.291032076082419,0.96,0.968,9.41453872788901e-05,-0.00800000000000001
"TAB3",4.81713444039205e-09,0.369987997878193,0.981,0.955,9.53937133230839e-05,0.026
"TNRC18",4.82027669185164e-09,-0.593225893576239,0.894,0.893,9.5455939328738e-05,0.001
"FABP6",4.86940333194757e-09,-0.461092356954761,0.737,0.771,9.64287941825577e-05,-0.034
"CLK3",4.92179938943602e-09,-1.38365357657505,0.511,0.619,9.74663933090016e-05,-0.108
"ZNF534",4.98318322175142e-09,-0.670215425128199,0.691,0.773,9.86819773403433e-05,-0.0820000000000001
"MXRA7",5.00160790772541e-09,0.254143783002476,0.524,0.628,9.90468413966864e-05,-0.104
"RAB40C",5.09383937913923e-09,-0.836469207724963,0.441,0.558,0.000100873301225094,-0.117
"RNF135",5.13235453313766e-09,-0.602349223907428,0.662,0.742,0.000101636016819725,-0.08
"HSF5",5.13730704222331e-09,-0.421000738435425,0.934,0.939,0.000101734091357148,-0.00499999999999989
"ZNF556",5.22773406219442e-09,-0.7251982226296,0.551,0.642,0.000103524817633636,-0.091
"NOSIP",5.23024342467417e-09,-0.265515187251893,0.63,0.722,0.000103574510538823,-0.092
"ATG16L1",5.35288492180465e-09,-0.442926324477204,0.936,0.923,0.000106003180106497,0.013
"DIAPH1",5.41589778260942e-09,-0.286494609694751,0.939,0.947,0.000107251023789014,-0.00800000000000001
"ZNF43",5.52062076568543e-09,-0.28960380381357,0.883,0.904,0.000109324853022868,-0.021
"ST8SIA2",5.67272074577698e-09,-0.543486834459622,0.801,0.846,0.000112336888928621,-0.0449999999999999
"SLC8B1",5.73744318139265e-09,-0.645142071526306,0.779,0.824,0.000113618587321119,-0.0449999999999999
"LARP1",5.84251063226552e-09,-0.460669593268253,0.949,0.942,0.000115699238050754,0.00700000000000001
"ZCCHC10",5.8429035877202e-09,-0.309914911288041,0.793,0.826,0.000115707019747623,-0.0329999999999999
"PASK",5.89007446349224e-09,-0.493000050714192,0.527,0.623,0.000116641144600537,-0.096
"CCDC12",6.03820008219958e-09,-0.411875469509452,0.691,0.76,0.000119574476227798,-0.0690000000000001
"DOT1L",6.09006374053435e-09,-0.376958993900818,0.492,0.609,0.000120601532253802,-0.117
"KDM4C",6.28375902816525e-09,-0.251333954526907,0.997,0.995,0.000124437280034756,0.002
"TNN",6.30497313574284e-09,-0.448000428245938,0.878,0.889,0.000124857383007115,-0.011
"CAP2",6.30819965603367e-09,-0.318528047468089,0.981,0.986,0.000124921277788435,-0.005
"FCHO1",6.31260544290061e-09,-0.367934666287493,0.641,0.723,0.000125008525585761,-0.082
"COL15A1",6.44576905256233e-09,-0.493280061894648,0.934,0.926,0.000127645564547892,0.00800000000000001
"SRL",6.45515834269288e-09,-0.564583481595607,0.699,0.751,0.000127831500660347,-0.052
"TRIM16L",6.52232453820644e-09,0.278791732611756,0.737,0.783,0.000129161592830102,-0.046
"SLC35F2",6.55056811048322e-09,-0.281753534648084,0.979,0.975,0.000129720900291899,0.004
"GREB1",6.55287964586721e-09,-0.523407580798946,0.955,0.942,0.000129766675627108,0.013
"AKT2",6.55451704632508e-09,-0.669695799105081,0.617,0.7,0.000129799101068376,-0.083
"BID",6.62911572025035e-09,-1.40630821306496,0.596,0.683,0.000131276378608118,-0.0870000000000001
"RUFY1",6.69404274157119e-09,-0.616642063582169,0.848,0.875,0.000132562128411334,-0.027
"SERPINF2",6.87864593321158e-09,-0.67158423753339,0.202,0.342,0.000136217825415389,-0.14
"CYTH3",6.88660435726043e-09,-0.496220024032059,0.973,0.971,0.000136375426086828,0.002
"SRR",6.91143159222406e-09,-0.700690475853912,0.564,0.675,0.000136867079820813,-0.111
"MAP4K1",6.91555905799904e-09,-1.149205273804,0.492,0.601,0.000136948816025555,-0.109
"SAMHD1",6.95765961870687e-09,-0.385855852337834,0.92,0.946,0.000137782533429252,-0.0259999999999999
"UMODL1",6.9913065484949e-09,-0.869646420051789,0.699,0.741,0.000138448843579844,-0.042
"HSD17B14",7.02266641685578e-09,-0.784568530959789,0.527,0.641,0.000139069863052995,-0.114
"AP1M2",7.02361484242925e-09,-0.727930940231815,0.418,0.523,0.000139088644724626,-0.105
"C6orf106",7.13902235278824e-09,-0.451762059714679,0.965,0.971,0.000141374059652265,-0.006
"SHLD2",7.29730632071299e-09,-0.277946772492757,0.96,0.962,0.000144508557069079,-0.002
"ZNF106",7.4075558553453e-09,-0.307294649805499,0.939,0.942,0.000146691828603403,-0.003
"EPB41L1",7.49170314739481e-09,0.531261107886882,0.939,0.941,0.000148358197427859,-0.002
"PLVAP",7.54332770276137e-09,-0.462565980745336,0.566,0.671,0.000149380518497783,-0.105
"RDH13",7.55737914296298e-09,-0.693247681290925,0.505,0.621,0.000149658779168096,-0.116
"CEP104",7.60498278375054e-09,-0.337957053693431,0.729,0.789,0.000150601474066612,-0.06
"LSM12",7.67153706427173e-09,-0.442433132889059,0.777,0.816,0.000151919448483773,-0.0389999999999999
"MYO19",7.70379846579801e-09,-0.498535877696882,0.691,0.776,0.000152558321018198,-0.0850000000000001
"CACNG8",7.70916191889187e-09,-0.78692956979052,0.513,0.622,0.000152664533479816,-0.109
"SPNS2",7.71276377254666e-09,-0.801557282646235,0.426,0.538,0.000152735860987741,-0.112
"MLPH",7.72112355848404e-09,-0.795183577375458,0.707,0.756,0.00015290140982866,-0.049
"MAPKBP1",7.74219634791626e-09,-0.542860999759855,0.774,0.8,0.000153318714277786,-0.026
"SAR1B",7.74934176087594e-09,0.255586485015308,0.867,0.896,0.000153460214890626,-0.029
"RAB7A",7.89314554917531e-09,0.31708980319225,0.949,0.947,0.000156307961310319,0.002
"KLHL22",7.93014610522903e-09,-0.550686358209347,0.777,0.823,0.000157040683321851,-0.0459999999999999
"MINK1",7.98591457354277e-09,-0.491434422351338,0.785,0.832,0.000158145066299868,-0.0469999999999999
"CFAP46",7.98602039515322e-09,-0.83590069895639,0.742,0.781,0.000158147161885219,-0.039
"ABCC11",8.00458968121133e-09,-0.529446368417903,0.899,0.909,0.000158514889457028,-0.01
"CIITA",8.21212481729023e-09,-0.717726575884916,0.721,0.757,0.000162624707756799,-0.036
"STX2",8.30326811768664e-09,-0.710976602454957,0.753,0.799,0.000164429618534548,-0.046
"DAO",8.30488867951564e-09,-0.69290098144592,0.761,0.784,0.000164461710520448,-0.023
"DGKD",8.30911925708496e-09,-0.337977366647726,0.915,0.928,0.000164545488648053,-0.013
"MEGF6",8.37629539206043e-09,-0.821559187334072,0.479,0.59,0.000165875777648973,-0.111
"GIP",8.37645131936031e-09,-0.640210317423475,0.346,0.473,0.000165878865477292,-0.127
"NECTIN2",8.4059045763156e-09,-0.795166190500446,0.625,0.702,0.000166462128324778,-0.077
"IGF2BP1",8.4640569934244e-09,-0.732190973659377,0.742,0.79,0.000167613720640783,-0.048
"IRAK2",8.51213488812849e-09,-0.321025117224831,0.862,0.88,0.000168565807189608,-0.018
"NCR1",8.67687018296118e-09,-0.911674149771083,0.434,0.548,0.00017182806023318,-0.114
"C17orf53",8.69965050682878e-09,-0.779965779910403,0.481,0.61,0.00017227917898673,-0.129
"PRUNE1",8.8968154256241e-09,-0.615234578159558,0.691,0.755,0.000176183635873634,-0.0640000000000001
"NOTCH3",8.95290236170728e-09,-1.09135125736191,0.495,0.6,0.000177294325468889,-0.105
"RSPH9",8.9935483721202e-09,-0.770398548551,0.569,0.665,0.000178099238413096,-0.0960000000000001
"ZCCHC14",9.09114847687931e-09,-0.616245089392992,0.875,0.885,0.000180032013287641,-0.01
"SIAH1",9.09847928550004e-09,-0.391559320486941,0.931,0.929,0.000180177185290757,0.002
"SHLD1",9.12190191867532e-09,-0.257970837814503,0.963,0.974,0.000180641023695527,-0.011
"NOL4L",9.17970090918584e-09,-0.637146989808722,0.798,0.839,0.000181785617104607,-0.0409999999999999
"NEK6",9.34856392886869e-09,-0.463420365697908,0.657,0.725,0.000185129611483387,-0.068
"PXDN",9.40567296014608e-09,-0.50601134914722,0.838,0.862,0.000186260541629773,-0.024
"FBXO47",9.65042138173693e-09,-0.484662961959533,0.79,0.834,0.000191107294622536,-0.0439999999999999
"MOK",9.66308462258387e-09,-0.523852839979755,0.931,0.917,0.000191358064781028,0.014
"KANK2",9.68374789597067e-09,-0.888805003301694,0.644,0.704,0.000191767259583907,-0.0599999999999999
"PGD",9.68728689482698e-09,-0.355184514325276,0.521,0.648,0.000191837342378259,-0.127
"HSH2D",9.69959620686771e-09,-0.841273971596765,0.481,0.592,0.000192081103684601,-0.111
"NTRK3",9.78180072756485e-09,-0.311134017632448,0.995,0.991,0.000193708999807967,0.004
"GNAL",9.91873940923197e-09,-0.259572542168481,0.984,0.978,0.000196420796521021,0.006
"BICDL1",9.97335812373263e-09,-0.269348297859912,0.968,0.968,0.000197502410924277,0
"IGLON5",9.98574888031454e-09,-1.00361378369961,0.279,0.406,0.000197747785076869,-0.127
"SH2B3",1.00274920055383e-08,-1.16404495532466,0.481,0.585,0.000198574424185674,-0.104
"MLH3",1.00592403944878e-08,-0.501159190978394,0.819,0.866,0.000199203137532042,-0.047
"ARNT2",1.00743282191378e-08,0.58074644368015,0.976,0.971,0.000199501921723587,0.005
"ZBTB7C",1.01509388913612e-08,-0.255094141487028,0.992,0.99,0.000201019042865626,0.002
"RTN3",1.01596364188796e-08,0.378800381427751,0.968,0.973,0.000201191280003072,-0.005
"PXN",1.0209296122283e-08,-0.423957551633449,0.66,0.733,0.000202174691109571,-0.073
"SEC61A2",1.0282731603169e-08,-0.693189345091298,0.774,0.836,0.000203628933937556,-0.062
"B3GNT3",1.02891125763113e-08,-0.993192628224258,0.444,0.548,0.000203755296348693,-0.104
"ANKLE2",1.02895261035283e-08,1.23252484673742,0.569,0.656,0.000203763485428171,-0.0870000000000001
"TEAD2",1.0374950120424e-08,0.276332871407956,0.378,0.505,0.000205455137234756,-0.127
"CHID1",1.04177562588385e-08,0.61326746600186,0.386,0.521,0.000206302827193779,-0.135
"ZFY",1.07916554077804e-08,-1.51908622937097,0.09,0.214,0.000213707152040275,-0.124
"PRRX2",1.1073019545746e-08,-0.567899840177926,0.564,0.647,0.000219279006064407,-0.0830000000000001
"RBM19",1.11432947689526e-08,-0.338115389376772,0.902,0.925,0.000220670666309568,-0.023
"YWHAE",1.1418927894319e-08,0.510283445669393,0.894,0.939,0.000226129029091199,-0.0449999999999999
"EPHX1",1.17751427480454e-08,0.437905382443764,0.497,0.605,0.000233183151839543,-0.108
"MICAL2",1.18537324240893e-08,-0.343546234124475,0.981,0.977,0.00023473946319424,0.004
"NR1H2",1.18691685488974e-08,-0.649989160318698,0.545,0.661,0.000235045144773815,-0.116
"NECAB2",1.19037482806752e-08,-0.449702188106254,0.476,0.592,0.000235729927202212,-0.116
"MATK",1.19554301624008e-08,-0.333072019671601,0.455,0.58,0.000236753383506024,-0.125
"NFATC1",1.1993696485961e-08,-0.439158537277931,0.652,0.692,0.000237511171511486,-0.0399999999999999
"PCGF3",1.20504663887454e-08,-0.642267849605965,0.556,0.639,0.000238635385896324,-0.083
"C2CD2",1.21539171337495e-08,-0.72968637804215,0.809,0.822,0.000240684020999642,-0.0129999999999999
"MKNK1",1.22963797565009e-08,-0.34109051289577,0.771,0.815,0.000243505208317987,-0.0439999999999999
"AIPL1",1.2435072193922e-08,-0.656500676405706,0.662,0.738,0.000246251734656238,-0.076
"STK32C",1.24681887660944e-08,-0.624814856856557,0.779,0.806,0.000246907542134968,-0.027
"THAP4",1.26677892656544e-08,-0.574681226077605,0.723,0.764,0.000250860230827754,-0.041
"DLG4",1.2823345927909e-08,-0.854430918753467,0.375,0.501,0.000253940719410382,-0.126
"DESI1",1.2879466435708e-08,-0.754654622832435,0.593,0.684,0.000255052073826326,-0.0910000000000001
"CIB4",1.29248346068737e-08,-0.49378380379269,0.715,0.787,0.00025595049971992,-0.0720000000000001
"SYNDIG1L",1.30847487561373e-08,-1.05169444902304,0.396,0.518,0.000259117279617787,-0.122
"POM121",1.31083800787523e-08,-0.420346120293604,0.888,0.907,0.000259585250699532,-0.019
"ZNF234",1.32370328660171e-08,-0.747291057955576,0.569,0.668,0.000262132961845737,-0.0990000000000001
"ITGA9",1.3271727409324e-08,-0.328945956420437,0.992,0.988,0.000262820017886842,0.004
"FGD3",1.32823732218382e-08,-0.290491756227786,0.886,0.891,0.000263030836912061,-0.005
"SH3GL1",1.34170990194765e-08,-1.10019563956928,0.46,0.577,0.000265698811882693,-0.117
"SLC4A1",1.36450207772529e-08,-1.50492025498563,0.266,0.395,0.00027021234645194,-0.129
"EMP2",1.37876689459885e-08,-0.558044601835255,0.774,0.831,0.000273037208137409,-0.0569999999999999
"CYP4F22",1.38178797633396e-08,-0.532540762060318,0.774,0.816,0.000273635472953414,-0.0419999999999999
"CORO2A",1.38261028915952e-08,-0.4982572593489,0.803,0.839,0.000273798315562259,-0.0359999999999999
"ADAMTS14",1.39054358253013e-08,-0.802247581403642,0.718,0.765,0.000275369345648442,-0.047
"UBE2J2",1.40122123365883e-08,-0.702114255378748,0.229,0.368,0.000277483840901458,-0.139
"GABRA3",1.41429148522073e-08,0.619840045650536,0.992,0.983,0.000280072142818261,0.00900000000000001
"EPHA2",1.44929542590245e-08,-0.948450630316876,0.303,0.439,0.000287003973191462,-0.136
"IL15RA",1.44939957430127e-08,-0.624672676516908,0.561,0.658,0.00028702459769888,-0.097
"ADAM12",1.45156481861241e-08,-0.288804903725015,0.992,0.993,0.000287453381029816,-0.001
"SUZ12",1.46272977543822e-08,-0.317780413506072,0.928,0.929,0.000289664377430031,-0.001
"NAA40",1.46675091655798e-08,-1.73040686123101,0.394,0.514,0.000290460684005977,-0.12
"KLHDC4",1.47701417736134e-08,0.792781679005216,0.665,0.749,0.000292493117542865,-0.084
"C6orf203",1.48783900165261e-08,-0.617370409764476,0.58,0.664,0.000294636757497266,-0.0840000000000001
"TEX49",1.49037522352491e-08,-0.557437155194799,0.824,0.848,0.000295139005514639,-0.024
"TEX2",1.49129004734167e-08,-0.491236511363182,0.949,0.95,0.00029532016807507,-0.001
"TEF",1.49519014081352e-08,-0.805390740557789,0.572,0.647,0.000296092503585301,-0.0750000000000001
"ITGAD",1.51173003487894e-08,-0.736784911485842,0.505,0.615,0.000299367898807076,-0.11
"DEAF1",1.51530718978996e-08,-1.56439446826259,0.545,0.637,0.000300076282794105,-0.092
"WDR62",1.53284972824379e-08,-0.442198582284932,0.646,0.73,0.000303550231684117,-0.084
"SLC8A2",1.5434552894585e-08,-0.335408339513589,0.66,0.686,0.000305650450971467,-0.026
"JUP",1.54661891832098e-08,-0.728064003586406,0.476,0.589,0.000306276944395104,-0.113
"DISP3",1.576760613111e-08,-0.385615234818477,0.662,0.716,0.000312245904214371,-0.0539999999999999
"NUP85",1.58200663656732e-08,-0.328704907162775,0.676,0.758,0.000313284774239427,-0.082
"CACNA1D",1.58597153301148e-08,-0.256101307057681,0.997,0.995,0.000314069942682263,0.002
"CELF4",1.59179676227813e-08,-0.601779103133104,0.955,0.95,0.000315223512833939,0.005
"STX5",1.64196635419184e-08,-0.337521998203052,0.641,0.722,0.000325158597120611,-0.081
"METTL6",1.65449122319849e-08,-0.368688300590022,0.84,0.879,0.000327638896929996,-0.039
"NMNAT2",1.67150698453155e-08,-0.3238116334196,0.963,0.973,0.000331008528146784,-0.01
"GNAO1",1.67276056400426e-08,-0.286250976323026,0.931,0.93,0.000331256774489764,0.001
"SERPINF1",1.67351632529462e-08,-1.45616835288588,0.348,0.478,0.000331406437898093,-0.13
"EXOSC10",1.68101448661384e-08,-1.0192319541985,0.753,0.796,0.000332891298784139,-0.043
"LRRC4B",1.69421273507071e-08,-0.666663276453635,0.625,0.707,0.000335504947926052,-0.082
"RANBP3",1.69824911703648e-08,-0.647064923888211,0.625,0.718,0.000336304272646734,-0.093
"ADORA2B",1.70327485665868e-08,-0.61236034178372,0.606,0.691,0.000337299519864119,-0.085
"UBE3C",1.73288736673127e-08,-0.251224252318246,0.979,0.974,0.000343163685233793,0.005
"NIPSNAP1",1.75786697726963e-08,-0.753090625452657,0.609,0.699,0.000348110397508704,-0.09
"AL358075.4",1.77012156707463e-08,-0.610284426046464,0.745,0.787,0.00035053717392779,-0.042
"DUSP14",1.80441551915064e-08,0.372373234471041,0.577,0.68,0.000357328405257401,-0.103
"CHST11",1.82096353797136e-08,-0.373048032865045,0.992,0.989,0.000360605409424468,0.003
"SPPL2A",1.82259556777609e-08,-0.29170938602988,0.944,0.942,0.0003609286002867,0.002
"CIB2",1.84253412241125e-08,-1.25280760752914,0.473,0.575,0.000364877032261101,-0.102
"TIE1",1.85280933059107e-08,-1.51123300411354,0.277,0.405,0.00036691183173695,-0.128
"TMEM11",1.8881239095442e-08,-1.77286895336833,0.298,0.421,0.000373905177807039,-0.123
"ZNF560",1.91526763622208e-08,-0.494280190881127,0.793,0.826,0.000379280450001059,-0.0329999999999999
"DTX1",1.92158927891277e-08,-1.47231986923411,0.455,0.558,0.000380532324903095,-0.103
"PAX2",1.93497478778692e-08,-0.589430550138184,0.84,0.858,0.000383183057225443,-0.018
"TWIST2",1.93695453063453e-08,-0.871422688263014,0.665,0.735,0.000383575105701556,-0.07
"TDRD12",1.94449938032951e-08,-0.278533557708039,0.957,0.963,0.000385069212286654,-0.006
"PRDM15",1.95145471321317e-08,-0.546800372482847,0.747,0.767,0.000386446576857604,-0.02
"GIPC1",1.95203611374186e-08,-1.24159249800657,0.481,0.584,0.000386561711604301,-0.103
"GAK",1.9529241391876e-08,-0.997333587429847,0.657,0.724,0.00038673756728332,-0.067
"CARD10",1.95695422565179e-08,-1.17406598347587,0.316,0.45,0.000387535645305823,-0.134
"SLC16A5",1.96453686738441e-08,-1.43153451283564,0.277,0.406,0.000389037235848136,-0.129
"ITPKC",1.96455090595949e-08,-1.03741117778562,0.551,0.643,0.000389040015907157,-0.092
"AP1B1",1.96675424441823e-08,-0.422293206359784,0.777,0.819,0.000389476343022143,-0.0419999999999999
"ACSF3",1.98887580973251e-08,-0.54218381483098,0.622,0.691,0.000393857076601329,-0.069
"IMMT",1.99645960090006e-08,-0.430100290444613,0.912,0.928,0.00039535889476624,-0.016
"DNAJC7",2.02861199433006e-08,0.717697288094354,0.798,0.852,0.000401726033237181,-0.0539999999999999
"SPTBN5",2.08013052010182e-08,-0.556183390833379,0.348,0.464,0.000411928246895764,-0.116
"C7orf50",2.08752611871682e-08,-0.369172344818504,0.559,0.651,0.000413392797289492,-0.092
"PNPLA3",2.08760466957564e-08,-0.767857869248118,0.559,0.656,0.000413408352716065,-0.097
"ABCB10",2.12448624565246e-08,-0.621981554102414,0.798,0.85,0.000420712011226557,-0.0519999999999999
"CYLC1",2.13423645868366e-08,0.40902177293294,0.662,0.515,0.000422642845913125,0.147
"LRCH3",2.13722597385532e-08,-0.36025220786813,0.96,0.966,0.000423234859602569,-0.006
"CHST3",2.14989406351685e-08,-0.417673328022697,0.614,0.687,0.000425743521398241,-0.0730000000000001
"MARCH10",2.1590236582876e-08,-0.392288652087642,0.899,0.908,0.000427551455050693,-0.00900000000000001
"DNASE1",2.17145306138566e-08,-0.50211410299011,0.846,0.868,0.000430012849746203,-0.022
