"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PALD1",4.10929510340358e-293,1.8169294490354,0.995,0.761,8.1376370932701e-289
"PCDH9",1.24762682834864e-30,-0.568057693107168,1,1,2.47067540817881e-26
"SHROOM2",2.87238140405406e-29,0.523381181866706,0.941,0.898,5.68817689444825e-25
"NLGN4Y",2.83226778877e-28,-1.31329206697414,0.329,0.499,5.60873990210122e-24
"NHSL2",4.79320210532418e-26,0.30073127250534,0.981,0.971,9.49197812917346e-22
"USP9Y",1.07796350435714e-25,-1.46645820630423,0.212,0.375,2.13469112767845e-21
"NHS",1.41590764542866e-25,0.304631955646709,0.986,0.981,2.80392191024237e-21
"TMEM164",2.06888850656659e-25,0.372237165889344,0.982,0.964,4.09701990955383e-21
"CDH23",1.32515125585797e-24,0.27017907197759,0.976,0.971,2.62419703197553e-20
"UTY",1.85743949162013e-24,-1.7218629396005,0.329,0.475,3.67828742525534e-20
"PLXNA2",2.60117092637622e-24,0.286061991332504,0.974,0.97,5.15109878550282e-20
"CELF4",4.15159417739871e-24,0.348756213686118,0.96,0.947,8.22140194950266e-20
"COL27A1",5.06312527029812e-24,0.658723720532694,0.902,0.859,1.00265069727714e-19
"CCDC120",1.18095861252081e-23,0.426813952543806,0.4,0.238,2.33865234037496e-19
"PLEKHA6",1.60032667770851e-23,0.387189661783877,0.949,0.923,3.16912691986617e-19
"COL13A1",2.24630640737912e-23,0.428065440464353,0.931,0.882,4.44836057853288e-19
"BCOR",2.76601706583705e-23,0.295478210631161,0.879,0.774,5.47754359547711e-19
"SLC16A2",6.58163431566018e-23,0.340134779246051,0.949,0.914,1.30336104353019e-18
"SEPT9",1.62392027687697e-22,0.302462632609124,0.943,0.906,3.21584932429947e-18
"PCDH11Y",2.08873377910181e-22,-1.0710195676116,0.736,0.774,4.13631950275532e-18
"SDK2",4.37755434028279e-22,0.319069128125102,0.971,0.965,8.66887086006201e-18
"PLAC1",1.05268954109048e-21,0.309364227843104,0.978,0.97,2.08464109822148e-17
"MAP3K15",1.24221025299992e-21,0.332889874010236,0.973,0.949,2.45994896401574e-17
"MICAL2",1.4589548564961e-21,0.286647414986738,0.977,0.977,2.88916830231923e-17
"ZNF185",1.75162854560625e-21,0.426489614163536,0.779,0.626,3.46875000886406e-17
"BCORL1",1.94531065445235e-21,0.280927545518885,0.871,0.781,3.852298689012e-17
"PUDP",2.43657383457141e-21,0.47580484258995,0.921,0.87,4.82514716460176e-17
"TMEM104",2.81658463203652e-21,0.460323426091522,0.761,0.646,5.57768254682192e-17
"COL4A6",2.91157382841343e-21,0.322061364942377,0.987,0.979,5.76578965240711e-17
"ZBTB7C",3.1915147325162e-21,0.345071146796864,0.991,0.989,6.32015662480182e-17
"NFATC1",5.00579269710225e-21,0.347140332408397,0.781,0.659,9.91297127807158e-17
"KLHL29",5.34804426043114e-21,0.339938777433325,0.973,0.966,1.05907320489318e-16
"IQSEC2",9.02649450677482e-21,0.359465507174183,0.898,0.831,1.78751670717662e-16
"GPSM1",1.03380834245928e-20,0.305256245909632,0.369,0.22,2.0472506605721e-16
"FSTL4",1.29160128621997e-20,0.312036510630673,0.992,0.99,2.55775802710141e-16
"EFHC2",1.64207585270384e-20,0.328440895166482,0.984,0.974,3.25180281110941e-16
"BMF",2.1327797657067e-20,0.587807287765118,0.489,0.343,4.22354377002897e-16
"MYT1",3.08671624888339e-20,0.397065849027015,0.866,0.803,6.11262418766378e-16
"LRRC20",3.09565953536211e-20,0.409887015784569,0.895,0.839,6.13033457787759e-16
"MAMLD1",7.8299391098481e-20,0.316624509263019,0.966,0.929,1.55056284192322e-15
"DAB2IP",8.50240625200605e-20,0.36800377897633,0.944,0.918,1.68373151008476e-15
"PRDM16",1.07022223623171e-19,0.471563756841896,0.925,0.882,2.11936109440966e-15
"TBL1Y",1.43124892208867e-19,-1.0449385840303,0.242,0.39,2.83430224041219e-15
"ADAMTS17",1.72806788121122e-19,0.258520428098995,0.991,0.994,3.42209282516258e-15
"MAD1L1",1.90092497202054e-19,0.28214563136706,0.974,0.963,3.76440172209228e-15
"KCNQ1",1.96931524173813e-19,0.257296954678382,0.96,0.953,3.89983497321403e-15
"HSPA12A",2.2221960781892e-19,0.429112169636246,0.957,0.949,4.40061489363808e-15
"COL5A1",2.64730481988887e-19,0.489584113144505,0.887,0.851,5.24245773482592e-15
"ADAMTS2",2.66005147350733e-19,0.55212671601251,0.936,0.917,5.26769993298656e-15
"CMIP",3.71605109023654e-19,0.32369337017218,0.972,0.954,7.35889597399541e-15
"STARD8",3.93245227257284e-19,0.250850759684195,0.84,0.736,7.787435235376e-15
"TG",4.22321149466857e-19,0.294877159778932,0.973,0.969,8.36322572289217e-15
"PKNOX2",5.06243573168581e-19,0.25986457060365,0.983,0.96,1.00251414794574e-14
"RPS4Y1",6.99126981660775e-19,-2.07888318044203,0.196,0.332,1.38448116178283e-14
"KDM6B",1.14626479401883e-18,0.339260972546576,0.273,0.149,2.2699481715955e-14
"ELF4",1.28764357432615e-18,0.817231795666502,0.698,0.564,2.54992057023808e-14
"GSE1",1.32608516504656e-18,0.437242196739059,0.96,0.961,2.6260464523417e-14
"BOP1",1.37650418068139e-18,0.307318204454308,0.407,0.261,2.72589122900335e-14
"VOPP1",1.83901051943613e-18,0.503081790766804,0.952,0.928,3.64179253163938e-14
"HDAC4",1.8721583547534e-18,0.383230150546666,0.971,0.964,3.70743518991815e-14
"APBA2",1.89785072706293e-18,0.27879009662577,0.968,0.958,3.75831379480272e-14
"FRMPD3",1.93001582811704e-18,0.319803984140338,0.878,0.808,3.82201034442018e-14
"BAG6",1.97395057627425e-18,0.36840203669269,0.456,0.305,3.90901432619589e-14
"DOCK11",2.17127643489481e-18,0.262722815707815,0.98,0.976,4.2997787240222e-14
"CACNB4",2.98985068130843e-18,0.293665785301061,0.98,0.971,5.92080130419509e-14
"RBM19",3.02052970484199e-18,0.28940975891909,0.946,0.916,5.98155497449859e-14
"SHANK2",3.02769265258086e-18,0.251705221392038,0.998,0.995,5.99573975990587e-14
"PTPRN2",3.26660334207858e-18,0.263616751493126,0.996,0.997,6.46885459831822e-14
"ST3GAL1",3.78728575530848e-18,0.268144380299421,0.92,0.88,7.49996198123739e-14
"TSPAN14",4.1020976078972e-18,0.460428210577948,0.892,0.819,8.12338389291883e-14
"ZMIZ1",5.41492288253544e-18,0.266950882231278,0.922,0.883,1.07231717842849e-13
"CCDC102A",6.07316742757924e-18,1.24932318316538,0.523,0.37,1.20266934568352e-13
"CFAP65",6.17568848667487e-18,0.827014396343525,0.558,0.423,1.22297159101622e-13
"TMEM92",6.19177194701621e-18,0.455008134524445,0.323,0.192,1.22615659866762e-13
"SLC6A6",7.08534258622831e-18,0.319679713813138,0.83,0.741,1.40311039235079e-13
"GALNT18",7.31536351496609e-18,0.271942818472074,0.989,0.987,1.44866143686874e-13
"SLC2A9",8.12060685190614e-18,0.307582906874227,0.985,0.983,1.60812377488297e-13
"CPNE5",8.55352608438533e-18,0.371322773113609,0.875,0.816,1.69385477049083e-13
"RBFOX3",8.6229722396164e-18,0.342371202997469,0.969,0.962,1.70760719261124e-13
"MAPKAPK3",1.24178750574551e-17,0.564180073471678,0.647,0.518,2.45911179762784e-13
"GLRA4",1.33319713775729e-17,0.571474714773039,0.543,0.389,2.64013029190076e-13
"RAP1GAP",1.64941636604503e-17,0.700433339584138,0.705,0.613,3.26633922967897e-13
"MCF2L",1.66791413344172e-17,0.324506329802587,0.923,0.886,3.30297035845464e-13
"PITPNM3",1.78206866104632e-17,0.402595212021485,0.909,0.867,3.52903056947003e-13
"TKTL1",1.80112007533561e-17,0.453499708861186,0.722,0.592,3.56675808518711e-13
"HS6ST1",1.83022475550458e-17,0.350722298244801,0.829,0.771,3.62439408332572e-13
"ADGRB1",1.84050655514486e-17,0.33433919947772,0.646,0.521,3.64475513115337e-13
"KCNN3",1.97248378809996e-17,0.308793442896929,0.968,0.949,3.90610964557436e-13
"PDZD4",2.17862394684962e-17,0.953956714028639,0.481,0.335,4.31432900194629e-13
"PLXND1",2.35191037600515e-17,0.712884652272754,0.606,0.461,4.657488117603e-13
"SLC12A7",2.52770102135957e-17,0.589932327532627,0.554,0.418,5.00560633259837e-13
"STS",2.53287153231434e-17,0.258461877684146,0.952,0.936,5.01584549544209e-13
"RHBDF2",2.63811648061602e-17,0.734212020437895,0.599,0.458,5.22426206656391e-13
"JAG2",2.96662282070911e-17,1.1864718440804,0.236,0.125,5.87480317185026e-13
"MCM5",2.98828345599035e-17,0.404329658631663,0.598,0.454,5.91769772789769e-13
"GLI2",3.4860546109925e-17,0.276672017498181,0.949,0.938,6.90343394614845e-13
"MEGF6",3.89501090827583e-17,0.519724348185107,0.662,0.553,7.71329010165862e-13
"LINGO1",4.26780105425522e-17,0.332412778158952,0.894,0.868,8.4515264277416e-13
"TRPC5",4.29979828044957e-17,0.278349373400293,0.986,0.985,8.51489053477429e-13
"OSGIN1",4.65301978389035e-17,0.971440206275985,0.365,0.229,9.21437507803806e-13
"ATP2B3",4.67159084761279e-17,0.426907847218941,0.61,0.472,9.2511513555276e-13
"XXYLT1",4.68923953306719e-17,0.257789712505506,0.962,0.948,9.28610104733296e-13
"PCDH1",4.71703659742944e-17,0.332655437846369,0.491,0.355,9.34114757388952e-13
"PLEKHA7",5.15653358506316e-17,0.283132565420541,0.977,0.979,1.02114834585006e-12
"PDIA4",5.25705307435318e-17,0.568080934299807,0.625,0.482,1.04105422031416e-12
"TRIM67",5.42997616019535e-17,0.490403178963807,0.812,0.748,1.07529817900348e-12
"SLC9A7",5.51560986840631e-17,0.309469774237047,0.973,0.968,1.0922562222405e-12
"COL15A1",5.56673084050582e-17,0.294682759972498,0.94,0.923,1.10237970834537e-12
"ASIC4",5.61318894032056e-17,0.980284092704392,0.443,0.3,1.11157980585168e-12
"ANKRD33B",6.38716632081259e-17,0.35383941897336,0.907,0.85,1.26485054651052e-12
"EIF4E1B",7.30072949065133e-17,0.491631256294336,0.453,0.315,1.44576346103368e-12
"ADGRA1",7.33512498891737e-17,1.10927235460359,0.553,0.417,1.45257480155531e-12
"ARHGEF10L",7.88559051935016e-17,0.433649526376414,0.921,0.884,1.56158349054691e-12
"FES",8.65873811058948e-17,0.642890132768846,0.305,0.187,1.71468990804004e-12
"NYNRIN",9.73063087004306e-17,0.278632477795349,0.484,0.341,1.92695683119463e-12
"PTPRU",1.04988616858627e-16,0.52594961322605,0.894,0.856,2.0790895796514e-12
"SLC26A9",1.07795413435687e-16,0.592868820888789,0.614,0.479,2.13467257226691e-12
"FAM9B",1.09937981902979e-16,0.260040448209939,0.963,0.947,2.1771018556247e-12
"COL8A2",1.12710424372946e-16,0.591722255325896,0.577,0.441,2.23200453385746e-12
"GDPD5",1.15676899398287e-16,0.315233153385782,0.81,0.726,2.29074963878427e-12
"BFSP1",1.20224466967497e-16,0.322066286514172,0.911,0.868,2.38080511935735e-12
"BTBD19",1.49644752852837e-16,0.66955004988727,0.269,0.154,2.96341504074474e-12
"PIN4",1.87857445423025e-16,0.345611464787363,0.929,0.855,3.72014099171216e-12
"HS1BP3",1.90055336495787e-16,0.406571765540506,0.789,0.714,3.76366582862607e-12
"SLIT1",1.90637939267786e-16,0.527266997110599,0.932,0.904,3.77520311131996e-12
"CASK",1.92552705338048e-16,0.264462074319417,0.998,0.994,3.81312122380937e-12
"CDC42EP5",2.14547981247479e-16,0.466200815443054,0.31,0.185,4.24869367264383e-12
"DAGLB",2.19144976770762e-16,0.379929439395305,0.8,0.714,4.33972797499141e-12
"TANC1",2.25540705897421e-16,0.309978187769651,0.989,0.989,4.46638259888664e-12
"INPP5A",2.49924807865248e-16,0.264921407192721,0.935,0.904,4.9492609701555e-12
"ZNF219",2.53945944422994e-16,0.437712532547163,0.267,0.151,5.02889153740856e-12
"RGS12",2.74614461939059e-16,0.37504003321629,0.916,0.89,5.43819018977918e-12
"GRID2IP",2.8975272095053e-16,0.324440035963467,0.743,0.645,5.73797313298335e-12
"B4GALT2",2.91721467945702e-16,-0.456224072854794,0.332,0.202,5.77696022972873e-12
"TBC1D24",3.08600668539498e-16,1.13963128743639,0.546,0.404,6.11121903908767e-12
"LAMC3",3.62018069538674e-16,0.30594384072495,0.822,0.758,7.16904383107435e-12
"SH3RF3",3.69256100001602e-16,0.368381483748347,0.991,0.987,7.31237854833173e-12
"ACSBG1",3.71293985141948e-16,0.313019898121652,0.883,0.822,7.352734787766e-12
"MIB2",3.97834696341219e-16,0.426333595333232,0.252,0.14,7.87832049164515e-12
"GLIS1",4.53349878902151e-16,0.358026362312164,0.955,0.949,8.97768765189929e-12
"ZNRF1",4.73996337701989e-16,0.372668008889892,0.964,0.949,9.38654947551248e-12
"EPHB3",4.87577194941175e-16,0.540296822094935,0.388,0.256,9.65549119142009e-12
"EBF4",5.13515637062604e-16,0.337297080736277,0.874,0.826,1.01691501607507e-11
"NUAK2",5.15633043642058e-16,0.47034629101229,0.528,0.387,1.02110811632437e-11
"MAP3K6",5.17693565236715e-16,0.642570446008947,0.279,0.162,1.02518856723827e-11
"LTBP2",5.18535118521306e-16,0.435524316244334,0.858,0.824,1.02685509520774e-11
"KCNQ3",5.59093708670666e-16,0.421784054619154,0.991,0.993,1.10717327128052e-11
"WDR62",5.80216433554117e-16,0.638141158172983,0.794,0.7,1.14900260336722e-11
"GRIK3",6.27694647123637e-16,0.256208725855008,0.968,0.965,1.24302370969894e-11
"SLCO2B1",6.63439209905004e-16,0.672434230234344,0.831,0.776,1.31380866737488e-11
"UMODL1",6.69206046307122e-16,0.563379218996981,0.794,0.719,1.32522873350199e-11
"CACNA1S",6.72430819110137e-16,0.305742936811369,0.789,0.708,1.3316147510838e-11
"STK24",7.40466218927371e-16,0.359570349069088,0.932,0.916,1.46634525334187e-11
"CASQ1",7.43385049997273e-16,0.797944167775035,0.449,0.309,1.4721254145096e-11
"DST",7.51862472323783e-16,-0.494735277181032,0.999,1,1.48891325394279e-11
"SLC37A4",7.87769819242488e-16,0.275085842257423,0.251,0.14,1.5600205730459e-11
"PPP2R2C",8.16341127113324e-16,0.504599815079768,0.966,0.95,1.61660033402252e-11
"XPNPEP1",8.36064576618171e-16,0.336782004541988,0.893,0.838,1.65565868107696e-11
"PER2",1.03140255707726e-15,0.292632007460375,0.632,0.505,2.04248648378009e-11
"CASKIN2",1.04131910112453e-15,0.308848307023884,0.333,0.203,2.0621242159569e-11
"ARHGEF9",1.04512480271088e-15,0.35057984557833,0.97,0.966,2.06966064680836e-11
"SEMA5B",1.07754393140096e-15,0.254701241643698,0.887,0.856,2.13386024735332e-11
"FAM129B",1.08167957955345e-15,0.369299786218071,0.791,0.705,2.1420500713897e-11
"DGAT1",1.14619945287212e-15,0.571044569770716,0.27,0.159,2.26981877652266e-11
"ANK1",1.17499653583365e-15,0.278862465727697,0.964,0.967,2.32684563991137e-11
"CCDC57",1.23115127996387e-15,0.301860211830931,0.906,0.873,2.43804887971246e-11
"FGD1",1.24687011366635e-15,0.394852479983266,0.804,0.692,2.46917688609348e-11
"SEMA3G",1.31380781287821e-15,1.43982526900721,0.296,0.178,2.60173361184272e-11
"ARVCF",1.5113338513876e-15,0.321452631651047,0.621,0.501,2.99289442590286e-11
"ZNF618",1.52289867870798e-15,0.3926220070715,0.965,0.962,3.0157962534454e-11
"PAX5",1.54299874287939e-15,0.335196363812827,0.948,0.941,3.05560041052405e-11
"CAMK2G",1.54950238873113e-15,0.494840374519256,0.804,0.709,3.06847958040425e-11
"KCNT1",1.62666310211581e-15,0.399712233566331,0.627,0.503,3.22128094111993e-11
"GPC1",1.63010699001976e-15,0.381524276566346,0.384,0.252,3.22810087233614e-11
"FGF18",1.89857896417708e-15,0.332149625390856,0.616,0.501,3.75975592275987e-11
"FADS2",1.93542950235974e-15,0.458522914256061,0.769,0.656,3.832731043523e-11
"CALM2",1.94759712347552e-15,-0.929353715439287,0.708,0.761,3.85682658361857e-11
"RHBDF1",1.95867418992448e-15,1.26921904421633,0.366,0.241,3.87876249830746e-11
"MYO15A",1.98435351801723e-15,0.90835336513643,0.718,0.607,3.92961527172953e-11
"SLCO4A1",1.99294435276742e-15,0.668862057571725,0.514,0.392,3.94662770178531e-11
"CA4",2.01033214765983e-15,0.757042918319269,0.453,0.321,3.98106075201077e-11
"PDLIM7",2.02336408131979e-15,0.271403686812415,0.327,0.201,4.00686789023759e-11
"MCRIP2",2.0309228843356e-15,-0.443933821263955,0.26,0.148,4.0218365878498e-11
"BTK",2.04431404084482e-15,0.307173494021325,0.837,0.756,4.048355095085e-11
"POU2F3",2.05945756254342e-15,0.269855815717581,0.875,0.831,4.07834381110474e-11
"LPIN3",2.16834291062524e-15,0.456366347749848,0.434,0.297,4.29396946591116e-11
"TMEM131L",2.24658982800191e-15,0.307688664956947,0.971,0.978,4.44892183639218e-11
"MKNK2",2.28579126620665e-15,0.383658211902527,0.281,0.165,4.52655244446902e-11
"FHOD1",2.55156835128396e-15,0.454395236658493,0.303,0.185,5.05287080604763e-11
"TTYH3",2.62196930895795e-15,0.568615567066194,0.456,0.324,5.19228582252942e-11
"SRC",2.63967992467921e-15,0.508178645392995,0.774,0.701,5.22735815484224e-11
"SH2B3",2.6400063765642e-15,0.583211639713692,0.664,0.547,5.22800462751009e-11
"ALG12",3.23141109007791e-15,0.632683316800448,0.408,0.271,6.39916338168129e-11
"LLGL1",3.26533946068983e-15,0.683048137199337,0.403,0.271,6.46635173400407e-11
"RGS3",3.30019191726264e-15,0.41797288278332,0.943,0.924,6.53537005375521e-11
"SLC19A1",3.35932514441364e-15,-0.27894235129073,0.506,0.371,6.65247158348233e-11
"CA5B",3.43144526773077e-15,0.286089379714743,0.935,0.898,6.79529106368724e-11
"IL6R",3.43232289018847e-15,0.46926674487768,0.875,0.834,6.79702901944022e-11
"SUFU",3.49807067663186e-15,0.315702398143737,0.969,0.964,6.92722936093407e-11
"DLGAP4",3.68404709224955e-15,0.397331458997197,0.969,0.954,7.29551845678179e-11
"WIZ",4.38617319467025e-15,0.305253949272616,0.462,0.326,8.68593877740549e-11
"CBFA2T3",4.76220113346319e-15,0.631495239817386,0.61,0.493,9.43058690459715e-11
"VDR",4.88135351740288e-15,0.288473899091901,0.918,0.884,9.66654437051293e-11
"TRPM2",4.96511895639552e-15,0.723544000777742,0.82,0.739,9.83242506935004e-11
"GRAMD1B",5.01525853046596e-15,0.260287612470987,0.991,0.989,9.93171646788175e-11
"ABLIM2",5.4294064339938e-15,0.277476194774538,0.921,0.89,1.07518535612379e-10
"SETBP1",5.43592997816983e-15,0.260987445573783,0.994,0.993,1.07647721357697e-10
"LAMB3",5.48301726266887e-15,0.323367820477953,0.681,0.561,1.08580190852632e-10
"SORCS2",5.51684548955836e-15,0.326344129750623,0.984,0.986,1.09250091229724e-10
"TFAP2A",5.56637624391758e-15,0.261150531415225,0.489,0.346,1.102309487583e-10
"TNNT3",5.6899091227208e-15,0.702358027597926,0.32,0.202,1.1267727035724e-10
"RAB3IL1",5.78107631560501e-15,0.785584302735003,0.419,0.286,1.14482654277926e-10
"TSPAN18",5.95099334958136e-15,0.315806658884901,0.94,0.924,1.1784752130176e-10
"CACNA1F",6.01386768574173e-15,0.303572871842266,0.51,0.379,1.19092621780743e-10
"B4GALT1",6.05158751347298e-15,0.381426901191043,0.859,0.814,1.19839587529305e-10
"INCENP",6.05742616311501e-15,0.468388181427591,0.593,0.46,1.19955210308167e-10
"FMNL1",6.08328261399125e-15,0.827093722931862,0.402,0.279,1.20467245604869e-10
"OPRL1",6.18413683141685e-15,1.50895173086721,0.366,0.243,1.22464461672548e-10
"ADGRD1",6.28173449073303e-15,0.362343128985339,0.933,0.902,1.24397188119986e-10
"PLEKHG2",6.50630917282782e-15,0.316830702573363,0.436,0.291,1.28844440549509e-10
"ARHGAP33",6.5492843582566e-15,0.829324453557789,0.295,0.179,1.29695478146555e-10
"STK10",6.85101603726547e-15,0.530597252092314,0.949,0.936,1.35670670585968e-10
"ARHGEF17",6.99465881428778e-15,0.490805167264594,0.676,0.558,1.38515228499341e-10
"MYL3",7.17840507794192e-15,0.382374886723706,0.405,0.276,1.42153955758484e-10
"PTP4A3",7.40513747900784e-15,0.281876404709805,0.495,0.368,1.46643937496792e-10
"CAMK2B",7.40754700630777e-15,0.625340845868613,0.851,0.796,1.46691653365913e-10
"SETD1B",7.52801769390933e-15,0.819959167798696,0.47,0.335,1.49077334392486e-10
"PSD4",7.61859445448502e-15,0.381680633698778,0.761,0.66,1.50871025982167e-10
"PTPN6",7.88660868798669e-15,1.15216764769672,0.355,0.23,1.561785118482e-10
"RARA",8.20367662603364e-15,1.05045079476229,0.578,0.458,1.62457408225344e-10
"MGAT1",8.3424828327268e-15,-0.319040798582261,0.603,0.479,1.65206187536489e-10
"SMIM35",8.52870985106175e-15,0.347412822428272,0.918,0.868,1.68894041180576e-10
"COL4A2",8.78242714386252e-15,0.332476510605675,0.953,0.939,1.73918404729909e-10
"APLN",8.82056855162457e-15,0.92093750480747,0.283,0.168,1.74673719027821e-10
"PEAR1",8.95956489602194e-15,0.343936371184503,0.424,0.301,1.77426263635922e-10
"AC099489.1",9.32125115679525e-15,0.489904208646376,0.935,0.908,1.84588736658016e-10
"CST7",9.36160692924346e-15,1.19838169490087,0.294,0.179,1.85387902019808e-10
"POC1A",9.52490289204717e-15,0.43140789877834,0.837,0.788,1.8862165197121e-10
"PRKX",9.8429628961707e-15,0.293134408484435,0.914,0.891,1.94920194232868e-10
"FOXN3",9.99590834625079e-15,0.255008143852255,0.992,0.987,1.97948972980804e-10
"ADAM8",1.0731075143746e-14,-0.254932448456358,0.273,0.164,2.12507481071602e-10
"DAGLA",1.07640011937448e-14,0.551326498489263,0.66,0.546,2.13159515639728e-10
"RXRA",1.14559918645067e-14,0.308965537572828,0.68,0.587,2.26863006892827e-10
"MDGA1",1.18592392757113e-14,0.405251899306669,0.78,0.71,2.34848515376911e-10
"RAI1",1.20538457661247e-14,0.390709894156523,0.76,0.681,2.38702307706568e-10
"FRMPD2",1.23031558836006e-14,0.287966340210253,0.944,0.92,2.43639395962942e-10
"EPPK1",1.25362032404957e-14,0.590366734304425,0.263,0.155,2.48254432771536e-10
"OR2V2",1.26701162956147e-14,0.546243319551654,0.448,0.311,2.50906313002058e-10
"TTLL8",1.34935317926188e-14,0.366384951049157,0.636,0.509,2.67212410089231e-10
"MYBBP1A",1.36791673581394e-14,1.46096492956106,0.345,0.228,2.70888551193234e-10
"CRYAB",1.4303317026499e-14,-0.644768053612903,0.702,0.758,2.83248587075759e-10
"BBC3",1.48309977362045e-14,0.738103817182997,0.325,0.203,2.93698248170058e-10
"NKD1",1.65445794248211e-14,0.279127819394792,0.813,0.759,3.27632306349731e-10
"TRAF7",1.66425340517216e-14,0.438032242561278,0.3,0.187,3.29572101826243e-10
"ROBO3",1.688674058461e-14,0.387941694284195,0.371,0.253,3.34408123797032e-10
"TMEM119",1.68970013964539e-14,0.423904214275906,0.303,0.185,3.34611318653976e-10
"PFKFB1",1.75641088185684e-14,0.349627130499731,0.897,0.854,3.47822046934111e-10
"RTN4R",1.77946767546793e-14,0.564389864406334,0.498,0.371,3.52387983772915e-10
"C1orf127",1.82837998069849e-14,0.302227550083928,0.687,0.579,3.62074087577721e-10
"NTNG2",1.82937723518661e-14,0.353425079299485,0.769,0.675,3.62271573884005e-10
"FAM160B2",1.83942815603318e-14,-0.690342088172048,0.403,0.275,3.64261957739251e-10
"TLL2",1.86520452400957e-14,0.360846462657698,0.954,0.935,3.69366451889614e-10
"TRIM29",1.90634712019044e-14,0.491732590069209,0.833,0.758,3.77513920211312e-10
"FGFRL1",1.92233110616676e-14,0.544714578584285,0.272,0.16,3.80679228954204e-10
"SH2D3C",2.07430902287418e-14,0.469801341430753,0.651,0.544,4.10775415799774e-10
"PHYHIP",2.10042362696098e-14,1.15830382251844,0.343,0.222,4.15946890847083e-10
"FAM131A",2.25654848136825e-14,-0.609237534538024,0.328,0.211,4.46864295765354e-10
"C20orf204",2.36382633497999e-14,0.570856021663623,0.169,0.083,4.68108529116087e-10
"ALS2CL",2.45424388547707e-14,0.897260093507852,0.461,0.333,4.86013916641024e-10
"NRXN2",2.52116450761156e-14,0.271664611880699,0.862,0.801,4.99266207442318e-10
"OBSCN",2.52728719658334e-14,0.455726812843104,0.921,0.895,5.00478683539398e-10
"KCTD5",2.65344727509275e-14,0.36014455263649,0.356,0.234,5.25462163886618e-10
"EPHX1",2.70511341688903e-14,0.390201092860285,0.684,0.567,5.35693609946535e-10
"KCNK17",2.73972007448285e-14,0.403870878503709,0.452,0.326,5.42546766349839e-10
"RRP12",2.8082429130975e-14,0.282888788814234,0.808,0.715,5.56116344080698e-10
"CARMIL3",2.8998190714061e-14,0.466316216498275,0.393,0.263,5.74251170710551e-10
"DMBT1",2.96167247358494e-14,0.346672264117753,0.808,0.758,5.86499999944025e-10
"ARID5A",3.01687714593926e-14,0.738370668218856,0.43,0.299,5.97432181210353e-10
"ZDHHC1",3.01753527679876e-14,0.529702584950305,0.525,0.384,5.97562510864458e-10
"GAB3",3.16387924139496e-14,0.391630769320433,0.921,0.882,6.26543006173444e-10
"IKZF1",3.3135425190345e-14,0.289793266774743,0.928,0.899,6.56180825044402e-10
"AJAP1",3.43973379447621e-14,0.395265683248316,0.892,0.854,6.81170483320123e-10
"CCDC88C",3.48694658678296e-14,0.35999812318389,0.928,0.896,6.9052003258063e-10
"LRP5",3.58405134914459e-14,0.568320299683207,0.888,0.844,7.09749688671104e-10
"ETV7",3.81260569531439e-14,0.422472525233681,0.739,0.621,7.55010305843109e-10
"SKI",3.87382922033158e-14,0.37530650132008,0.74,0.661,7.67134400502264e-10
"TP73",3.90777310110749e-14,0.4184807447744,0.601,0.486,7.73856307212315e-10
"RIN3",3.99063566605628e-14,0.270334891344237,0.964,0.952,7.90265580949124e-10
"NAB2",4.07759505136376e-14,-0.702941995466921,0.187,0.098,8.07486148021566e-10
"CARM1",4.07786450493891e-14,0.607958126290676,0.759,0.667,8.07539507913052e-10
"RAB11FIP5",4.16233024452523e-14,0.767056952178074,0.906,0.873,8.24266258323331e-10
"SLC28A1",4.33341403212968e-14,0.295058986128967,0.846,0.756,8.58145980782641e-10
"PREX1",4.39746832889503e-14,0.35513754030016,0.956,0.939,8.70830653171084e-10
"ARL5C",4.62278785853331e-14,0.485915092740784,0.402,0.277,9.15450679625352e-10
"CROCC",4.68934621998882e-14,0.251952827491207,0.963,0.953,9.28631231944386e-10
"PGF",4.79513239692544e-14,1.0818351292822,0.358,0.241,9.49580068563145e-10
"TACC3",4.86488119023575e-14,0.666196790039901,0.465,0.328,9.63392422102386e-10
"ESRRB",4.95593038220781e-14,0.253439880520348,0.972,0.957,9.81422893588613e-10
"CTU2",4.97986310368377e-14,0.936411561487638,0.203,0.109,9.86162290422496e-10
"FIBCD1",5.3039653171176e-14,0.714269616699053,0.479,0.353,1.0503442517488e-09
"PFKFB3",5.45301185954382e-14,0.340993532462282,0.898,0.86,1.07985993854546e-09
"CACNA2D2",5.7025500562968e-14,0.468216195359865,0.812,0.767,1.12927598764845e-09
"ERGIC1",5.72654834960008e-14,0.358771750754246,0.909,0.873,1.1340283696713e-09
"SCML2",5.87016014790054e-14,0.263333153272393,0.955,0.948,1.16246781408874e-09
"SLC9A3",5.98089696873692e-14,0.498224892018609,0.458,0.328,1.18439702671897e-09
"OLFML2A",6.19408037503085e-14,0.270965912119542,0.708,0.599,1.22661373666736e-09
"LHX4",6.34537153850645e-14,0.371154826548314,0.69,0.585,1.25657392577043e-09
"MGAT4B",6.81906000866251e-14,0.268800280406933,0.226,0.128,1.35037845351544e-09
"PXK",6.84806911601201e-14,-0.674744311912572,0.982,0.976,1.35612312704386e-09
