"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CHRND",1.19038070256006e-08,0.670895373450102,0.29,0.199,0.000235731090527968
"MYBPC2",1.19222219694012e-08,1.08928701844587,0.634,0.544,0.000236095761660053
"MAGEE1",1.19719777047159e-08,1.26827480576086,0.173,0.104,0.000237081074486489
"STAG2",1.2021237288082e-08,0.281755310736566,0.993,0.988,0.000238056562015888
"SPDYC",1.20251949812229e-08,0.668700114362713,0.167,0.099,0.000238134936213157
"MFRP",1.20437441957594e-08,0.95244929374482,0.18,0.111,0.000238502266308623
"CROCC2",1.20462817549417e-08,0.318611250458233,0.663,0.584,0.00023855251759311
"LAD1",1.21613320897863e-08,0.417580157110188,0.451,0.358,0.000240830859374039
"AWAT2",1.22997388106359e-08,0.707683969991043,0.369,0.271,0.000243571727667022
"MCRS1",1.23295900597999e-08,0.253877841616575,0.295,0.206,0.000244162871954218
"SPRY4",1.24135199413904e-08,0.308525620767753,0.433,0.324,0.000245824935399354
"CSRNP1",1.25420689949585e-08,0.610252544628094,0.208,0.132,0.000248370592307164
"MMEL1",1.27039133284173e-08,0.572108711596643,0.635,0.538,0.000251575595642648
"CACNG4",1.27254569936225e-08,0.286540192819615,0.807,0.758,0.000252002224844706
"SYDE1",1.27663036314553e-08,-0.608669348091865,0.21,0.133,0.000252811110813709
"FBRS",1.28048626049664e-08,-0.398656810399378,0.25,0.168,0.000253574694166149
"PCDH8",1.2825720523586e-08,0.382681392595202,0.183,0.113,0.000253987743528574
"FAM78A",1.28546732803013e-08,0.702607085070637,0.477,0.379,0.000254561094969807
"GAGE10",1.28726877944571e-08,0.449413601012274,0.5,0.392,0.000254917836393633
"LMAN1L",1.29555566086383e-08,0.547010630873639,0.203,0.128,0.000256558887520863
"TMEM130",1.29936215299261e-08,-0.266006714506737,0.602,0.509,0.000257312687157127
"ADAMTS4",1.30716836434237e-08,-0.402848536620746,0.53,0.42,0.00025885855119072
"PLXNA3",1.30730865975965e-08,1.43022581159262,0.343,0.248,0.000258886333892204
"SCAP",1.31205652760053e-08,0.301747085855768,0.898,0.872,0.000259826554160732
"ORM2",1.31856684272777e-08,0.599369102949286,0.127,0.069,0.000261115791865381
"SFTPB",1.31892346657439e-08,0.965725115860371,0.352,0.257,0.000261186414085727
"GDPD2",1.32471588075924e-08,0.646536655771875,0.215,0.14,0.000262333485866753
"ZSWIM9",1.32566120524746e-08,0.962636069112781,0.472,0.374,0.000262520688475155
"RGR",1.32884036427266e-08,0.278296765632922,0.429,0.332,0.000263150257336916
"SLC4A9",1.33503964809249e-08,0.551819179049742,0.422,0.324,0.000264377901511756
"NUDT1",1.3475510470333e-08,-1.54035581243028,0.265,0.178,0.000266855533844004
"GFPT2",1.35034173144242e-08,0.272078927001524,0.779,0.697,0.000267408173077543
"CRYGN",1.35050884056064e-08,0.770631987263141,0.171,0.103,0.000267441265696223
"TSPAN10",1.35794963261685e-08,-0.307434151298766,0.235,0.154,0.000268914765747115
"C22orf46",1.36932065598285e-08,1.07965067795478,0.404,0.306,0.000271166569504284
"RHO",1.37136198514006e-08,0.313150086962159,0.238,0.156,0.000271570813917286
"N4BP3",1.37714203492749e-08,-0.518237082590375,0.275,0.187,0.00027271543717669
"ZNF517",1.38158671098338e-08,0.585183142689495,0.371,0.275,0.000273595616376038
"GATA2",1.38174401025941e-08,0.407274742384871,0.21,0.134,0.000273626766351671
"PLA2G2F",1.38383573927301e-08,1.07839224863972,0.351,0.255,0.000274040991448233
"NOC2L",1.38403925291717e-08,0.96820432490718,0.289,0.204,0.000274081293255187
"PCGF1",1.38767563363613e-08,0.896857401042874,0.164,0.097,0.000274801405728962
"TSNAX-DISC1",1.38945500503118e-08,0.253250978622718,0.89,0.834,0.000275153774646325
"RRP9",1.39267413537913e-08,1.25478165554314,0.267,0.18,0.000275791259029128
"FAM83H",1.39278233503697e-08,0.582417138204312,0.21,0.134,0.000275812685807371
"NAPSA",1.39414319141132e-08,1.08992910511147,0.194,0.119,0.000276082176195184
"KIFC2",1.40193758047788e-08,1.28889492590018,0.159,0.093,0.000277625699062035
"ARSG",1.40419193516703e-08,0.277813773223349,0.967,0.963,0.000278072128921126
"ADAMTS10",1.41530988144416e-08,0.490616200408102,0.605,0.495,0.000280273815822387
"SLA",1.42985085919281e-08,1.45569976746071,0.469,0.363,0.000283153365645952
"FYCO1",1.43849509365835e-08,0.260985469564082,0.855,0.831,0.000284865183397163
"SLC25A41",1.4396329003813e-08,0.581702184477855,0.273,0.188,0.000285090503262508
"APMAP",1.46858619526476e-08,-1.08813214075441,0.671,0.577,0.000290824124248281
"HDAC5",1.46889780033172e-08,0.364827871812534,0.673,0.581,0.000290885831399691
"BARHL2",1.4695203182949e-08,0.777220537918736,0.17,0.103,0.00029100910863194
"GOLGA8G",1.47169702495415e-08,0.34572534809408,0.214,0.138,0.00029144016185167
"IQCA1L",1.4723738549217e-08,0.462184892113935,0.323,0.232,0.000291574194490144
"CLRN2",1.47259647799414e-08,0.622517551995128,0.497,0.389,0.00029161828053718
"SEMA6C",1.47325354565882e-08,0.426463125081529,0.37,0.272,0.000291748399646816
"ZNF408",1.47637644047449e-08,-1.03704303810887,0.186,0.116,0.000292366826507164
"PPP4C",1.47789944336496e-08,-0.383746463537477,0.338,0.24,0.000292668426769563
"UNC119B",1.48515296798271e-08,0.338189970770614,0.491,0.383,0.000294104842249617
"TCIRG1",1.49422410575394e-08,1.47294968748407,0.241,0.164,0.000295901199662453
"MEX3D",1.49458156919685e-08,0.69001888530545,0.343,0.244,0.000295971988148053
"ZC3H12D",1.49872076384851e-08,0.36345932520015,0.689,0.591,0.000296791672864921
"VEGFA",1.49989868788603e-08,-0.577879523131092,0.355,0.262,0.00029702493716207
"ZNF473",1.50035501580108e-08,0.259769966684027,0.683,0.575,0.000297115303779087
"PHF13",1.51289298296439e-08,1.37564523230285,0.324,0.228,0.000299598197416438
"LYNX1",1.51938349527506e-08,-0.26696685707295,0.144,0.082,0.00030088351356932
"ADRA1D",1.5240634552024e-08,0.490791608770527,0.629,0.541,0.000301810286033732
"FBXO24",1.52895787547408e-08,0.885868729466235,0.237,0.154,0.000302779528080131
"PDE4A",1.53010507231459e-08,0.779547720605635,0.777,0.712,0.000303006707470458
"PSG1",1.55931969105822e-08,0.47868564504568,0.564,0.459,0.00030879207842026
"VPS18",1.56387383163972e-08,-0.942053091572263,0.329,0.234,0.000309693934879614
"NCAPH2",1.56838700541868e-08,0.488265962714117,0.415,0.309,0.000310587678683061
"E4F1",1.56865352403265e-08,0.737050589740058,0.279,0.192,0.000310640457364185
"CYP4A11",1.57264354930644e-08,0.337121289811493,0.512,0.401,0.000311430602069154
"SRRM5",1.57548875145567e-08,0.287362455540667,0.386,0.283,0.000311994037450765
"TRPV6",1.57967967439258e-08,0.477734892728664,0.415,0.313,0.000312823965919962
"HS3ST6",1.59339490741043e-08,1.56701249183539,0.162,0.097,0.000315539993514487
"ALX4",1.62451378963931e-08,0.753976364553041,0.701,0.644,0.000321702465762272
"FAM83A",1.6253522317247e-08,0.483631286511785,0.634,0.541,0.000321868502448441
"ARMC5",1.62577862303557e-08,0.933300660627851,0.219,0.141,0.000321952940719734
"FKBP10",1.63679340524191e-08,1.3059168722326,0.291,0.207,0.000324134198040056
"EIF2B1",1.64608046464922e-08,-0.281252272288471,0.59,0.48,0.000325973314414485
"FAAP100",1.66279571389158e-08,1.7972227194505,0.282,0.192,0.000329283435221949
"DDAH2",1.66314124424479e-08,1.5180639723816,0.143,0.082,0.000329351860597796
"DBP",1.66594801938209e-08,-0.30288482001978,0.213,0.135,0.000329907686278234
"CHAT",1.67060680596215e-08,0.510858717207598,0.757,0.686,0.000330830265784685
"TAF7L",1.69002375621609e-08,0.354079958993097,0.759,0.651,0.000334675404443472
"PLA2G6",1.69538558102302e-08,0.401928252396995,0.845,0.803,0.000335737206609988
"GABRA3",1.7038358654476e-08,0.320649343637164,0.986,0.983,0.000337410616434588
"PSD2",1.7116847859205e-08,0.253655633037914,0.681,0.596,0.000338964938155836
"PRRG3",1.72816683672534e-08,0.382992698253264,0.304,0.213,0.000342228878676719
"AQP3",1.7300516639972e-08,0.872500436839084,0.206,0.133,0.000342602131021366
"HTRA3",1.73048163712021e-08,0.375534656329313,0.549,0.459,0.000342687278598914
"ABHD8",1.7412534176462e-08,1.22793039696824,0.197,0.126,0.000344820414296478
"FUNDC2",1.74799861561111e-08,-0.330759546038812,0.815,0.721,0.000346156165849468
"FGFR1",1.75685677623606e-08,0.85752650630618,0.813,0.742,0.000347910347398027
"JPH4",1.75738319953636e-08,0.64051159304895,0.261,0.178,0.000348014595004186
"URGCP-MRPS24",1.76426140843428e-08,1.00527262568484,0.239,0.161,0.00034937668671224
"SPATA31A1",1.76907089024272e-08,0.844544678663788,0.122,0.065,0.000350329108394765
"CPSF4",1.77256331007446e-08,0.278245533282986,0.216,0.139,0.000351020712294046
"HHIPL1",1.78761569173582e-08,0.529137180573819,0.541,0.459,0.000354001535434445
"PCDHGB3",1.7940557964412e-08,0.679495107786607,0.149,0.087,0.00035527686936925
"OAF",1.80249212672058e-08,0.695631436847628,0.42,0.329,0.000356947515854476
"RAB15",1.80687652813079e-08,-0.275403866702395,0.288,0.198,0.000357815758865741
"ANO8",1.81391114203267e-08,-0.419106750476534,0.241,0.159,0.000359208823456729
"ST20-MTHFS",1.81747319864983e-08,0.68549202587176,0.15,0.088,0.000359914217528626
"LRRC75B",1.83166685787045e-08,0.344076804582384,0.16,0.095,0.000362724987864085
"COMP",1.83786496730787e-08,0.829720620844411,0.202,0.13,0.000363952399475977
"RMI2",1.83811767553833e-08,0.308809104443885,0.898,0.869,0.000364002443286856
"PIP4K2B",1.84974804181557e-08,0.340894486524385,0.815,0.743,0.000366305604720737
"NTRK1",1.85896240777739e-08,0.308922086571096,0.712,0.639,0.000368130325612157
"VARS",1.86981489449645e-08,0.939039869138509,0.475,0.385,0.000370279443557133
"IL23A",1.87477545017838e-08,0.448637946871481,0.32,0.228,0.000371261782398824
"KATNB1",1.87565765743797e-08,0.442567540322246,0.405,0.315,0.000371436485902442
"CORO6",1.89443785065472e-08,1.70858885480903,0.167,0.099,0.000375155527565155
"SKIV2L",1.89667535805521e-08,0.319906090634512,0.347,0.254,0.000375598621155673
"FMOD",1.91260083543861e-08,1.0080512382848,0.446,0.35,0.000378752343441907
"GGT5",1.93810779548108e-08,0.396272342790007,0.632,0.547,0.000383803486739117
"SEZ6",1.94297307633833e-08,0.98393092717393,0.278,0.19,0.000384766958307279
"IGFBP2",1.94973980684582e-08,0.420863286286729,0.66,0.579,0.000386106973949677
"KIF18B",1.96390438342809e-08,0.459054922428179,0.658,0.567,0.000388911985050264
"C1orf167",1.96775679209751e-08,0.294598504176208,0.491,0.389,0.000389674877539071
"ZNF282",1.96848299820202e-08,0.35185911910484,0.675,0.581,0.000389818688133945
"GNB3",1.97616449840906e-08,1.04791388193598,0.182,0.111,0.000391339855619946
"PRPS1",1.98089825232824e-08,-0.493232720945294,0.73,0.62,0.000392277280908562
"FCRLB",1.98140496961798e-08,0.741308119893367,0.268,0.186,0.000392377626133449
"DUSP8",1.98368707923076e-08,0.742759678052865,0.297,0.208,0.000392829552300068
"KLC2",2.00513943345193e-08,1.16828598394229,0.21,0.136,0.000397077762006485
"GUCY2D",2.00872722516939e-08,0.591421538411334,0.424,0.33,0.000397788252400294
"BPI",2.03644320142219e-08,0.373781312107588,0.507,0.405,0.000403276847177635
"NEURL1",2.04428750039875e-08,0.261322348882084,0.884,0.869,0.000404830253703964
"ZNF444",2.06326629227442e-08,0.273096004815231,0.588,0.487,0.000408588623859104
"HMBS",2.09191882453971e-08,0.372435710777818,0.368,0.27,0.000414262684823599
"WDYHV1",2.10308828875115e-08,0.258798579723119,0.879,0.847,0.00041647457382139
"COL26A1",2.11729780448582e-08,0.29355977681352,0.977,0.972,0.000419288484222328
"P2RX6",2.12320719204612e-08,0.321422304956074,0.373,0.274,0.000420458720240892
"ADAMTS15",2.12751099196553e-08,0.755754740738666,0.606,0.516,0.000421311001738934
"ARTN",2.14108779856776e-08,1.3961101992324,0.142,0.081,0.000423999616750374
"DNAAF1",2.14866328799735e-08,0.460770237100931,0.767,0.712,0.000425499790922114
"TIMM22",2.16312262618609e-08,-0.539444953970024,0.283,0.194,0.000428363173663631
"GTSE1",2.22056179708838e-08,0.357063735414189,0.724,0.638,0.000439737852677413
"ZNF837",2.2222735594437e-08,0.44562231500481,0.426,0.329,0.000440076832976635
"PCBP4",2.22900740949872e-08,-1.39972834207024,0.213,0.137,0.000441410337303031
"MRGPRF",2.24270556780035e-08,0.896810101411993,0.23,0.153,0.000444122983591504
"CPA5",2.26283919246856e-08,0.318510174124639,0.545,0.45,0.000448110045284549
"FCN1",2.27994621020631e-08,0.477744682163466,0.403,0.313,0.000451497748007155
"TST",2.29445116758444e-08,-0.4445713025473,0.322,0.226,0.000454370164716747
"HECTD3",2.29683877098382e-08,-0.994152230396124,0.261,0.177,0.000454842981817927
"SLC5A6",2.33276127009572e-08,0.300639272553772,0.384,0.289,0.000461956714317056
"FGF17",2.34113649569426e-08,0.526212381748114,0.162,0.097,0.000463615260242333
"PEX6",2.34418425306615e-08,0.266933829959185,0.511,0.419,0.000464218807634691
"MFAP2",2.34937622699282e-08,1.28613304959676,0.158,0.093,0.000465246974231388
"KRT80",2.35307055030057e-08,0.539226405451217,0.195,0.123,0.000465978561076021
"MMACHC",2.36795077632642e-08,-0.597326568345054,0.547,0.434,0.00046892529223592
"SLC39A4",2.38082158711682e-08,0.555735266635437,0.166,0.1,0.000471474098896744
"HOXB7",2.38158154174474e-08,0.435431925558693,0.318,0.225,0.00047162459271171
"EEF2K",2.39631047459808e-08,0.311249216188619,0.94,0.915,0.000474541363284658
"TWIST2",2.4393896732032e-08,0.338035288698674,0.785,0.711,0.000483072336984429
"CNNM1",2.44840821245958e-08,0.257966097693657,0.915,0.895,0.000484858278313371
"GPANK1",2.46455108350478e-08,-0.323619119808066,0.188,0.116,0.000488055051066452
"TCAF2",2.47068083876482e-08,0.444829501301474,0.429,0.327,0.000489268926500598
"WFIKKN2",2.4814701533575e-08,2.06936024728993,0.218,0.144,0.000491405534469385
"IL18BP",2.49634503892296e-08,1.17189301557671,0.213,0.139,0.000494351208057915
"ZFYVE27",2.53725747108822e-08,-0.255800326909339,0.629,0.533,0.000502453096999601
"NXPH3",2.55465347744713e-08,0.74778507990828,0.164,0.098,0.000505898028138856
"TMEM9",2.56214788498629e-08,0.297116978181048,0.712,0.647,0.000507382145663834
"ST8SIA2",2.58660966155105e-08,0.277796880517645,0.871,0.832,0.000512226311276954
"PHF12",2.60216608318924e-08,0.457194754005306,0.74,0.663,0.000515306949453965
"C20orf203",2.62657671692882e-08,1.57052024062186,0.144,0.083,0.000520140987253415
"POTEI",2.63007569046468e-08,0.456813864034044,0.586,0.482,0.00052083388898272
"OLFML2B",2.63341284139024e-08,0.323291400039516,0.697,0.621,0.00052149474498051
"ATG4B",2.63496426619657e-08,0.396700629459435,0.67,0.572,0.000521801973634907
"PCSK1N",2.63520190680538e-08,0.722446424096138,0.172,0.104,0.000521849033604669
"OTOS",2.63816786032994e-08,0.931242366716581,0.171,0.104,0.000522436381381138
"ABHD17A",2.63929428287711e-08,-0.474546751189895,0.206,0.131,0.000522659446838154
"DHRS2",2.63935784119466e-08,0.341571370907597,0.508,0.405,0.000522672033291778
"RP1L1",2.64645537328992e-08,0.39864261713124,0.827,0.795,0.000524077557572602
"ATP6V1E2",2.65710748228583e-08,0.463873451955627,0.829,0.782,0.000526186994717064
"ALDH3A1",2.658342272409e-08,1.11509147834387,0.253,0.17,0.000526431520205154
"VAMP1",2.67299013263172e-08,-1.31778921309179,0.301,0.209,0.000529332235965059
"FXYD4",2.68608486975093e-08,0.687765752198319,0.208,0.133,0.000531925386756776
"MRAS",2.68723991990809e-08,-0.715363958714718,0.797,0.736,0.0005321541213394
"RGS14",2.69838350165188e-08,0.884018560353409,0.301,0.211,0.000534360884832122
"FAM163A",2.69939594573348e-08,0.254712919099206,0.857,0.835,0.000534561379133601
"FZD5",2.72255655554216e-08,1.03353779354752,0.232,0.155,0.000539147874694015
"PCDHAC2",2.73208437595592e-08,0.64621324206126,0.22,0.144,0.000541034668970552
"STARD5",2.74035567001617e-08,0.510230062748651,0.406,0.306,0.000542672633333302
"SCN1B",2.74528239752601e-08,0.558273084633204,0.295,0.206,0.000543648273182075
"SIX3",2.74650246635287e-08,0.335836152759482,0.12,0.065,0.000543889883411859
"SP2",2.82728151505688e-08,1.47153856995552,0.36,0.261,0.000559886558426713
"CCL3L1",2.84950530245583e-08,1.31553867822172,0.169,0.102,0.000564287535045327
"ACR",2.86013955332376e-08,0.291361066711977,0.129,0.071,0.000566393435744704
"INMT",2.88077946473685e-08,0.29223841656356,0.774,0.708,0.000570480757401838
"SLC13A2",2.8962517826592e-08,0.839142454461494,0.215,0.139,0.000573544740520002
"MAN2B2",2.92108840156287e-08,0.485585021204737,0.658,0.579,0.000578463136161496
"PRR34",2.92618870653722e-08,-1.06605961498347,0.155,0.092,0.000579473149555565
"ALAS2",2.96025195476177e-08,0.253911149124784,0.675,0.576,0.000586218694601474
"PLEKHN1",2.97874686244228e-08,0.917714422309479,0.176,0.108,0.000589881241169445
"B4GALT3",2.99454755700803e-08,1.97881620302744,0.201,0.129,0.000593010252714301
"TIMM21",2.99793153627873e-08,1.30955436353493,0.442,0.342,0.000593680382129278
"HELZ2",2.99798762554672e-08,-0.272344538956048,0.241,0.165,0.000593691489487017
"ZMYM3",3.02138972383598e-08,0.514903869556218,0.386,0.289,0.00059832580701124
"MST1R",3.03201640363007e-08,0.635409452552393,0.439,0.338,0.000600430208410863
"SPAG11B",3.04175670616603e-08,0.430240456143025,0.507,0.404,0.000602359080522059
"EFS",3.04226625529064e-08,-0.770596901921755,0.32,0.229,0.000602459986535205
"SLC23A3",3.04491294728558e-08,0.584294990168377,0.134,0.075,0.000602984110950964
"POLM",3.09079402274454e-08,-0.279218499553404,0.292,0.205,0.000612069940324101
"NSMF",3.09572524275663e-08,-1.06367253715165,0.207,0.133,0.000613046469823095
"NPW",3.13969973344501e-08,1.19500603324734,0.336,0.246,0.000621754738214115
"FAHD2B",3.14709014059215e-08,-0.415204556858638,0.45,0.349,0.000623218260541463
"CSF2RB",3.16124841952834e-08,0.303845789344379,0.603,0.504,0.000626022024519197
"LSM2",3.1634668287068e-08,-0.91386398506886,0.489,0.382,0.000626461336088807
"CDKN2A",3.17560305977062e-08,0.729488684159824,0.187,0.118,0.000628864673926376
"POLR2H",3.19225041708087e-08,1.3094940252293,0.322,0.228,0.000632161350094525
"KIF12",3.19277779013399e-08,0.493755559609959,0.335,0.249,0.000632265785780234
"FOLR1",3.19394366993173e-08,0.629323763654501,0.185,0.115,0.000632496664956581
"CSF1R",3.21699066097311e-08,0.567867559377906,0.858,0.821,0.000637060660592504
"ZFP92",3.22005207166974e-08,0.645004840376162,0.233,0.154,0.000637666911752759
"IL17D",3.22710562370782e-08,0.992032327125913,0.455,0.359,0.000639063726662859
"CCIN",3.23497446397618e-08,0.603291586737763,0.113,0.06,0.000640621993101203
"GAPDHS",3.26258898924942e-08,0.806421273180454,0.281,0.196,0.000646090497541062
"CASC10",3.27286175422433e-08,0.446033128308925,0.163,0.097,0.000648124813189044
"SCGB1D1",3.29035293203983e-08,0.471847011201351,0.215,0.138,0.000651588591131848
"UNC93B1",3.30602886995587e-08,-1.4597224107358,0.308,0.218,0.00065469289711736
"QPCTL",3.30606106517545e-08,0.425924416139436,0.512,0.416,0.000654699272736694
"SH3D21",3.3157494296584e-08,0.462489204777723,0.558,0.465,0.000656617859555254
"PPIB",3.3463971610801e-08,0.362151810202573,0.269,0.187,0.000662687029808692
"PRXL2A",3.35330334766864e-08,-0.88970699804624,0.737,0.652,0.00066405466193882
"FXYD5",3.3614123611122e-08,0.724237688979532,0.518,0.411,0.000665660489871049
"ATXN7L2",3.36795905421124e-08,0.962264706233615,0.231,0.155,0.000666956931505452
"SLC25A47",3.36883100689176e-08,0.649305447627753,0.203,0.13,0.000667129604294775
"MCRIP1",3.37372723376702e-08,0.454516956013403,0.332,0.237,0.000668099204102883
"ZNF7",3.37746268239642e-08,0.290587684816387,0.543,0.449,0.000668838934994963
"ATG9A",3.39842413645606e-08,-0.294472527663753,0.25,0.166,0.000672989931742393
"FAM50A",3.50966632462987e-08,0.25323498706232,0.218,0.142,0.000695019222266452
"CHPF",3.52519968539454e-08,-1.629271812449,0.15,0.087,0.00069809529369868
"LRRC74A",3.52994646711321e-08,0.322665778971329,0.791,0.733,0.00069903529888243
"ATP7A",3.53383605382734e-08,-0.345861623091538,0.607,0.505,0.000699805553739429
"SPEG",3.57248757661534e-08,0.361785257308106,0.578,0.498,0.000707459714797136
"MCM7",3.57449160934971e-08,0.290673501256018,0.327,0.232,0.000707856573399523
"GBA",3.58304326376938e-08,-0.787286137478548,0.341,0.251,0.000709550057524251
"AP3B2",3.59461457902827e-08,0.341889998894985,0.659,0.587,0.000711841525084968
"HCN3",3.60831340867116e-08,-0.392041528291025,0.34,0.25,0.00071455430431915
"C9orf24",3.60986220352077e-08,0.676440616904736,0.568,0.466,0.000714861012163218
"FSCN3",3.62223681225574e-08,0.734646925665864,0.361,0.267,0.000717311555931005
"DMRTB1",3.63108215023152e-08,0.284675203069715,0.31,0.224,0.000719063198210347
"NRSN2",3.64017758426852e-08,1.08644650692724,0.481,0.38,0.000720864367012695
"PRRX2",3.66837077171775e-08,0.383162511808569,0.683,0.626,0.000726447463923266
"COL1A1",3.71169384230413e-08,0.904944847576739,0.316,0.23,0.000735026731591486
"CNPY3",3.72060885799831e-08,0.832920805186471,0.407,0.314,0.000736792172149405
"GSTZ1",3.73139303519995e-08,1.33614937600194,0.327,0.235,0.000738927762760646
"IL17B",3.75285224378375e-08,0.300630700173512,0.673,0.596,0.000743177329836497
"TOMM40L",3.77002126239412e-08,-0.3426202601349,0.195,0.124,0.000746577310591908
"PHRF1",3.77175551439292e-08,0.368991584147973,0.597,0.505,0.000746920744515229
"GALNT6",3.80136065762917e-08,-0.283051109574341,0.761,0.682,0.000752783451030305
"AMER2",3.81095623064944e-08,-0.314276270162253,0.525,0.587,0.000754683662355508
"PCDH12",3.83194605740957e-08,0.510264960005284,0.427,0.331,0.000758840277748816
"TFEB",3.84036457825177e-08,-0.464562870531406,0.635,0.545,0.000760507397431199
"BANF2",3.8454914280224e-08,0.279715975862193,0.759,0.689,0.000761522667491276
"TBR1",3.87788680365202e-08,0.834128384083431,0.289,0.203,0.000767937923727209
"GPT2",3.89164271123637e-08,-0.346852838729689,0.71,0.634,0.000770662006106139
"FBXO16",3.92151347720799e-08,0.25311709095194,0.93,0.912,0.000776577313891497
"CTU1",3.93817902284562e-08,0.312265712462663,0.371,0.279,0.000779877591894117
"MLXIP",3.9554342065188e-08,0.698378751976571,0.866,0.827,0.000783294635916918
"THAP4",3.98407107756262e-08,0.558347254508138,0.808,0.745,0.000788965595489727
"NTN5",3.9854543423423e-08,0.925659356768619,0.14,0.08,0.000789239523414046
"ZNF276",3.99914135857869e-08,-0.530301841147437,0.475,0.373,0.000791949963239339
"ASPHD2",4.00386014913004e-08,0.468841899731739,0.559,0.459,0.000792884425332222
"ZFHX2",4.06266909240049e-08,0.523653218454665,0.293,0.207,0.00080453036036807
"SAC3D1",4.07726078246849e-08,2.4364891369561,0.154,0.091,0.000807419952752236
"MTHFSD",4.11067263508435e-08,0.329132738428243,0.587,0.495,0.000814036501925754
"GPX2",4.15744570205478e-08,1.49888651558898,0.195,0.123,0.000823298972377909
"HRH2",4.20293322423505e-08,0.330790982774017,0.78,0.709,0.000832306866395267
"SLC6A3",4.27156252402872e-08,0.47684651265515,0.604,0.528,0.000845897526633406
"RNPEPL1",4.27960831683212e-08,0.346935549007112,0.259,0.175,0.000847490834982265
"TMEM72",4.34721721348275e-08,0.337358250960344,0.212,0.138,0.000860879424785988
"KDELR1",4.35162971195455e-08,2.06601036646143,0.38,0.287,0.000861753231858359
"MCOLN1",4.36376702580875e-08,-0.563199318228782,0.274,0.193,0.000864156784120906
"BID",4.38831107899205e-08,-0.368775451878183,0.741,0.654,0.000869017242972795
"BAP1",4.42050596997999e-08,1.25472692808078,0.265,0.182,0.000875392797235137
"NHLH1",4.42954125612965e-08,0.56899265092288,0.22,0.143,0.000877182054951354
"TMEM214",4.43127779486245e-08,-0.849336444194741,0.294,0.208,0.000877525941716612
"GLOD5",4.43986603689897e-08,0.389826611804609,0.573,0.465,0.000879226671287103
"SKIDA1",4.45072064147521e-08,-0.343637681127991,0.321,0.232,0.000881376208631335
"SNAPC4",4.48080579756966e-08,0.807447111262292,0.444,0.351,0.000887333972092721
"SPNS3",4.49932242852182e-08,0.416500210023365,0.758,0.7,0.000891000820520177
"RGS16",4.58478495317137e-08,0.491341506376171,0.261,0.181,0.000907924964276526
"KCNJ5",4.59804474359588e-08,0.356543435681385,0.558,0.466,0.000910550800574291
"UBA7",4.6039004445861e-08,0.528201531766463,0.268,0.19,0.000911710405041385
"SPATA31A6",4.65630662141839e-08,0.336457165284183,0.152,0.088,0.000922088400239485
"ELMO2",4.67622141109156e-08,0.61140943839497,0.763,0.702,0.000926032126038462
"SLC2A11",4.69035487955929e-08,-0.339475500917824,0.44,0.339,0.000928830976799126
"MUS81",4.73151734252936e-08,1.02396686116807,0.172,0.106,0.000936982379341089
"CERK",4.85614802340372e-08,0.445915333426939,0.792,0.738,0.00096166299307464
"NRM",4.86540549280607e-08,0.945293439735543,0.16,0.096,0.000963496249740385
"EPHB4",4.86654564730516e-08,0.480922304254726,0.569,0.475,0.000963722034535841
"OR7E47P",4.92509916150079e-08,0.324544887645935,0.132,0.075,0.000975317386952001
"TMEM173",5.03444797600932e-08,-0.380635310141082,0.327,0.236,0.000996971732689125
"PRSS8",5.06384541164413e-08,2.02045648424012,0.144,0.084,0.00100279330686789
"RPS10-NUDT3",5.13470822356347e-08,0.417829805928979,0.702,0.619,0.00101682626951227
"DDN",5.14930586423062e-08,0.621038370203356,0.11,0.059,0.00101971704029359
"AL049839.2",5.16162872788859e-08,0.266345775484632,0.63,0.531,0.00102215733698378
"HOXD10",5.18093213749785e-08,0.608532297783802,0.271,0.188,0.0010259799911887
"FEZF2",5.18706888784574e-08,0.703823598431836,0.152,0.09,0.00102719525186009
"MTMR14",5.18764171796733e-08,0.411887826675481,0.832,0.779,0.00102730868940907
"HDAC11",5.18873658112556e-08,-0.255389680415375,0.573,0.463,0.00102752550516029
"TEX33",5.19719600786193e-08,0.443812259889481,0.571,0.459,0.0010292007254369
"ASCL5",5.22446539963092e-08,0.67825008697943,0.386,0.292,0.00103460088308891
"HAGH",5.22632739922654e-08,-0.379428330281,0.673,0.577,0.00103496961486883
"HEY1",5.23840868677309e-08,-1.11172097994284,0.196,0.124,0.00103736207224167
"TMEM80",5.23863575668732e-08,0.2543119595877,0.178,0.112,0.00103740703889679
"APOA2",5.24869783618704e-08,0.802026626884998,0.105,0.055,0.00103939963250012
"SMPD3",5.28405696112585e-08,0.301394141634915,0.874,0.834,0.00104640180001175
"SYT12",5.35236306184459e-08,0.503808199953329,0.76,0.696,0.00105992845713708
"LHX5",5.35302655724542e-08,0.696742842292678,0.219,0.144,0.00106005984913131
"RTN2",5.36011351012673e-08,0.279940432805109,0.297,0.209,0.0010614632784104
"GSTM5",5.36420802178631e-08,0.335852345957588,0.53,0.426,0.00106227411455434
"NUP62",5.39656361548788e-08,0.643332496364873,0.289,0.201,0.00106868149277507
"SERTAD1",5.40276185401383e-08,-0.604655306445319,0.184,0.115,0.00106990892995036
"C10orf99",5.40880731095067e-08,0.442857685975202,0.417,0.321,0.00107110611178756
