"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","diff_pct"
"ZDHHC8",1.99276291496861e-09,0.527399998281456,0.304,0.209,3.94626840051233e-05,0.095
"NKAIN4",2.00908203531842e-09,0.961540929297219,0.389,0.286,3.97858515454107e-05,0.103
"ITGA10",2.03996778767942e-09,0.706861959973217,0.562,0.454,4.03974820994155e-05,0.108
"SMIM1",2.0559156950023e-09,0.799104291367003,0.122,0.062,4.07132985081305e-05,0.06
"SFTA2",2.1064086857252e-09,0.944444848312162,0.194,0.118,4.17132112034162e-05,0.076
"ANKRD2",2.12123115449477e-09,0.631487088573377,0.361,0.258,4.20067405524599e-05,0.103
"NANOS3",2.20523302702818e-09,1.262272183815,0.371,0.272,4.36702296342391e-05,0.099
"PITRM1",2.22268251488896e-09,0.622951837049163,0.511,0.397,4.40157818423461e-05,0.114
"LRRC3",2.23865694542095e-09,0.705306802083705,0.185,0.112,4.43321234901711e-05,0.073
"TTC22",2.28083968157567e-09,0.741643447432329,0.493,0.39,4.51674682142429e-05,0.103
"OSBPL2",2.28391102573481e-09,0.705873032467381,0.786,0.721,4.52282900426264e-05,0.0650000000000001
"PTGES",2.30710885806717e-09,0.647717313938194,0.5,0.39,4.56876767163042e-05,0.11
"SPEM3",2.33191385902463e-09,1.09302989533134,0.167,0.096,4.61788901502647e-05,0.071
"NRROS",2.34428636122532e-09,0.570777743730699,0.14,0.076,4.64239028113451e-05,0.064
"SPI1",2.35461301779833e-09,0.542158014917538,0.638,0.546,4.66284015914603e-05,0.092
"ZNF436",2.36847462595278e-09,0.904344393446509,0.499,0.386,4.69029030177429e-05,0.113
"DHRS1",2.38464155004794e-09,0.923510057970889,0.363,0.261,4.72230566155994e-05,0.102
"AMER1",2.42090725331796e-09,0.602032013106864,0.464,0.358,4.79412263374556e-05,0.106
"GATD3B",2.44441310104415e-09,0.994778726059991,0.267,0.177,4.84067126399773e-05,0.09
"CYP2W1",2.48651290813112e-09,1.14131566779167,0.126,0.066,4.92404151197205e-05,0.06
"RTL3",2.49886303586284e-09,0.681238798807068,0.188,0.114,4.94849846991919e-05,0.074
"EME1",2.51274495414283e-09,0.577689064332109,0.3,0.206,4.97598883268905e-05,0.094
"GPR162",2.52701306419346e-09,1.28028281785251,0.197,0.122,5.0042439710223e-05,0.075
"AGFG2",2.59829428961406e-09,0.526196585495182,0.716,0.607,5.14540218172272e-05,0.109
"EFCAB12",2.66338260981425e-09,0.731409250308457,0.636,0.546,5.27429658221517e-05,0.09
"TWNK",2.6959624250815e-09,0.624745486111911,0.294,0.203,5.3388143903889e-05,0.091
"F9",2.7243179068029e-09,0.603815328551757,0.723,0.623,5.39496675084179e-05,0.1
"TRMU",2.72451358966577e-09,0.676787036192477,0.616,0.504,5.39535426161512e-05,0.112
"BTNL9",2.75948206935908e-09,0.628015499568443,0.528,0.421,5.46460234195178e-05,0.107
"ATG16L2",2.77188124385495e-09,0.625522648327251,0.518,0.413,5.48915642720595e-05,0.105
"PBDC1",2.7763215907197e-09,0.639378468804074,0.315,0.217,5.49794964610223e-05,0.098
"SLC9A3R2",2.79901299636208e-09,1.12639045969627,0.236,0.153,5.54288543669584e-05,0.083
"ADAM15",2.85179009503068e-09,0.561211790501844,0.288,0.197,5.64739992518925e-05,0.091
"TTC16",2.95451280790959e-09,1.89769964371445,0.228,0.146,5.85082171350335e-05,0.082
"STXBP2",2.99442272375736e-09,0.670878710951721,0.188,0.113,5.9298553198567e-05,0.075
"MSI1",3.04505678159665e-09,0.53348281100133,0.555,0.449,6.03012594459584e-05,0.106
"TCEA2",3.190032968297e-09,0.665817143245917,0.395,0.29,6.31722228711856e-05,0.105
"ZNF696",3.22352293875517e-09,0.59062069794676,0.213,0.132,6.38354247561685e-05,0.081
"MLNR",3.29493190300389e-09,0.661765497195675,0.108,0.053,6.52495364751861e-05,0.055
"AP5Z1",3.36545496923885e-09,0.571770344819457,0.404,0.306,6.66461047558369e-05,0.098
"ANKRD9",3.40147580591452e-09,1.00805866581739,0.251,0.164,6.73594253845252e-05,0.087
"SOST",3.49707555913154e-09,0.972449096751086,0.196,0.118,6.92525872974819e-05,0.078
"SULT1A1",3.61123314248566e-09,0.922570649429814,0.534,0.426,7.15132499206435e-05,0.108
"BDH1",3.68497963312677e-09,0.764552142035704,0.826,0.782,7.29736516748094e-05,0.0439999999999999
"FGFR4",3.77277907259351e-09,0.824632787284631,0.285,0.196,7.47123439745693e-05,0.089
"BARX1",3.80498891653646e-09,0.865954508131519,0.101,0.049,7.53501955141715e-05,0.052
"PIF1",3.81629923557717e-09,0.542118814721171,0.307,0.211,7.55741737621347e-05,0.096
"OVOL1",3.82036265917731e-09,1.07732355616632,0.176,0.104,7.56546417396883e-05,0.072
"TEAD3",3.85200528626593e-09,0.548004918377841,0.428,0.323,7.62812606839243e-05,0.105
"SUSD3",3.86087348687116e-09,0.581592651158151,0.564,0.463,7.64568776605096e-05,0.101
"ZBTB42",3.86301068243379e-09,0.882632950801676,0.103,0.051,7.64992005442362e-05,0.052
"BMP15",3.90063184300707e-09,0.686006600047883,0.316,0.223,7.7244212387069e-05,0.093
"SLC16A5",3.94735749501077e-09,0.847367740003668,0.477,0.368,7.81695204736984e-05,0.109
"LAG3",3.97344413740686e-09,0.580834583407301,0.17,0.1,7.8686114253068e-05,0.07
"PQLC2",4.03070919968395e-09,0.721809928556873,0.482,0.381,7.98201342813413e-05,0.101
"KBTBD11",4.03232852550917e-09,0.813156707595689,0.609,0.51,7.98522017906581e-05,0.099
"PRR35",4.09024983354399e-09,0.797119274970302,0.103,0.051,8.09992174536716e-05,0.052
"RAVER1",4.12354544510807e-09,0.523662698783117,0.377,0.272,8.16585704494751e-05,0.105
"SPTBN5",4.17133017351625e-09,0.536426670826567,0.508,0.435,8.26048514261424e-05,0.073
"NXPH4",4.26574210737673e-09,0.912011374526622,0.2,0.123,8.44744909523814e-05,0.077
"GNAT1",4.38126014162354e-09,0.716472767695984,0.141,0.079,8.67620945845709e-05,0.062
"TADA2B",4.42080164715619e-09,0.853505814655318,0.341,0.245,8.75451350186339e-05,0.096
"CCDC200",4.50544549144453e-09,0.534291814589259,0.581,0.473,8.92213370670759e-05,0.108
"LRRC46",4.64638960079505e-09,0.60635409559039,0.294,0.197,9.20124532645443e-05,0.097
"SLC22A12",4.74270712985614e-09,0.789840850167945,0.272,0.184,9.39198292925411e-05,0.088
"CFAP73",4.81335071650888e-09,0.892579193272155,0.249,0.164,9.53187842390254e-05,0.085
"RASAL3",4.84753861859227e-09,0.95693798771181,0.327,0.233,9.59958072639828e-05,0.094
"GGTLC1",4.8696394730519e-09,2.00438377630668,0.15,0.085,9.64334704848467e-05,0.065
"AQP10",5.26707367341173e-09,0.956087684904514,0.233,0.15,0.000104303859954573,0.083
"DAND5",5.41819632850045e-09,0.91623458819122,0.459,0.355,0.000107296541893294,0.104
"AJUBA",5.487294353086e-09,0.653104040503453,0.276,0.19,0.000108664890074162,0.086
"TAL1",5.532208565718e-09,0.656557095025298,0.389,0.29,0.000109554326226913,0.099
"LTA",5.55690757332363e-09,1.15669957257544,0.141,0.078,0.000110043440674528,0.063
"NLRP6",5.59651934994825e-09,1.71345349714195,0.182,0.112,0.000110827872687025,0.07
"MUC3A",5.59694624110469e-09,0.51538438323466,0.708,0.616,0.000110836326412596,0.092
"IGFBP4",5.60959332414194e-09,0.722896735161199,0.466,0.35,0.000111086776597983,0.116
"TMEM240",5.63470297575002e-09,0.821044458146996,0.138,0.076,0.000111584023028778,0.062
"METRNL",5.63613890162202e-09,1.54212661882534,0.247,0.165,0.000111612458668821,0.082
"AC009119.2",5.6763108492568e-09,0.635006042120045,0.419,0.314,0.000112407983747832,0.105
"CLPTM1L",5.74577645910556e-09,0.773745707008838,0.468,0.37,0.000113783611219667,0.098
"PITX1",5.79691185670498e-09,1.39624438376406,0.164,0.096,0.000114796245498329,0.068
"ZDHHC3",5.92579621592404e-09,0.526175683093,0.834,0.818,0.000117348542463944,0.016
"PACSIN3",5.99140152878022e-09,0.577084210026911,0.235,0.151,0.000118647724474435,0.084
"ZBTB5",6.0520561045625e-09,0.549773932183218,0.734,0.646,0.000119848867038651,0.088
"SCNN1A",6.11754336376184e-09,0.608455088421186,0.678,0.598,0.000121145711232576,0.0800000000000001
"CRYBB3",6.3138894853592e-09,0.517729621789792,0.361,0.263,0.000125033953478568,0.098
"PANK4",6.33326999867763e-09,1.13450357035107,0.285,0.196,0.000125417745783813,0.089
"SFXN2",6.37938037229736e-09,0.503941656753485,0.714,0.638,0.000126330869512605,0.076
"ARPC5L",6.38460500176746e-09,0.866521933270059,0.454,0.35,0.000126434332850001,0.104
"VWA7",6.56402541742094e-09,0.709652924820452,0.389,0.283,0.000129987395341187,0.106
"SHH",6.62301924058187e-09,0.60170492416847,0.242,0.16,0.000131155650021243,0.082
"KAT5",6.8214282337621e-09,1.35255639147298,0.121,0.063,0.000135084743313191,0.058
"FLNC",6.85121402700306e-09,0.638936740041871,0.367,0.274,0.000135674591376742,0.093
"ADAMTS7",6.90785753815842e-09,0.780886928196958,0.646,0.568,0.000136796302828151,0.0780000000000001
"SH2D2A",7.18851005396206e-09,0.87094705516406,0.313,0.223,0.000142354064598611,0.09
"SORBS3",7.23342785297111e-09,0.670238878157112,0.504,0.407,0.000143243571772387,0.097
"AC010325.1",7.49089780263282e-09,1.09590298033513,0.478,0.366,0.000148342249185538,0.112
"PKDREJ",7.49953672872092e-09,0.661689094686695,0.304,0.209,0.00014851332583886,0.095
"FAM83G",7.62991129257651e-09,0.873402838740366,0.242,0.161,0.000151095133326893,0.081
"NAT8L",7.63355059718014e-09,0.892469679933615,0.202,0.127,0.000151167202475958,0.075
"PNMA8B",7.87866643585457e-09,0.669876895333925,0.138,0.076,0.000156021231429228,0.062
"KCNH6",8.08862340730565e-09,0.518488709192498,0.458,0.359,0.000160179009334874,0.099
"IFI27",8.22334752151085e-09,0.687299468312753,0.409,0.309,0.000162846950968479,0.1
"PTDSS2",8.31724580049398e-09,0.51208427365831,0.586,0.489,0.000164706418587182,0.097
"OSR1",8.4014072105613e-09,0.627832524691669,0.192,0.117,0.000166373066990745,0.075
"SIGLEC15",8.709791661291e-09,0.509658998481331,0.466,0.363,0.000172480004268546,0.103
"PCARE",8.72770642117558e-09,0.73449941523983,0.366,0.272,0.00017283477025854,0.094
"KLF11",8.8193960271807e-09,0.575613647279716,0.413,0.301,0.00017465049952626,0.112
"TMEM187",8.92999801714016e-09,0.693571130676649,0.371,0.274,0.000176840750733427,0.097
"TUBGCP2",8.96197783199144e-09,1.24968501576691,0.534,0.43,0.000177474047006926,0.104
"BRPF3",8.98186294047696e-09,0.613598929758684,0.791,0.711,0.000177867831810265,0.0800000000000001
"GDF6",9.08066373163205e-09,0.625624530383781,0.447,0.341,0.000179824383877509,0.106
"SENP3",9.41424617624463e-09,1.40839973793222,0.167,0.098,0.000186430317028172,0.069
"RHOBTB2",9.49089618005319e-09,1.38291158818051,0.27,0.183,0.000187948217053593,0.087
"YBX2",9.78216262680248e-09,0.519689668188025,0.161,0.094,0.00019371616649857,0.067
"SPANXN1",9.82231488166456e-09,1.13439225539468,0.414,0.31,0.000194511301601603,0.104
"DDOST",9.85566081282374e-09,1.04110332586345,0.4,0.3,0.000195171651076349,0.1
"CNN1",9.9955771001345e-09,0.86223847690166,0.369,0.269,0.000197942413313964,0.1
"CDIP1",1.00921231981206e-08,0.569307329214667,0.64,0.546,0.000199854315692383,0.094
"DPEP1",1.02105954244968e-08,0.852421087732045,0.469,0.375,0.000202200421191309,0.094
"NKX3-1",1.05227809831973e-08,1.49097475565367,0.256,0.174,0.000208382631810257,0.082
"PSAPL1",1.05362761945846e-08,0.704613150362523,0.149,0.086,0.000208649877481359,0.063
"CIAO3",1.07015083977385e-08,0.591280846254267,0.24,0.158,0.000211921970800416,0.082
"AC006254.1",1.0770893475999e-08,0.650818385743142,0.144,0.081,0.000213296003505208,0.063
"TNPO2",1.07893415518075e-08,0.643105109836373,0.566,0.468,0.000213661330750444,0.0979999999999999
"TMEM204",1.09160621425751e-08,0.658365410591103,0.131,0.072,0.000216170778609414,0.059
"SLC35B2",1.09971370710033e-08,1.0658489055955,0.176,0.107,0.000217776305417079,0.069
"RASGRP2",1.10937295239613e-08,0.724228344372836,0.44,0.333,0.000219689125763006,0.107
"C11orf68",1.11209348188047e-08,1.0217976671014,0.125,0.067,0.00022022787221679,0.058
"GCAT",1.1126929175006e-08,0.933983613869648,0.357,0.256,0.000220346578452644,0.101
"ZNF784",1.12283721387298e-08,0.947998354690561,0.143,0.081,0.000222355453463266,0.062
"EMILIN3",1.13320762818345e-08,2.47080111653753,0.194,0.122,0.000224409106609168,0.072
"AARS2",1.15068216073558e-08,1.02277639025356,0.267,0.185,0.000227869588290466,0.082
"PHKG1",1.16152167350346e-08,0.864893004292195,0.395,0.303,0.000230016137003891,0.092
"GLA",1.18055963361817e-08,0.903049305640437,0.256,0.172,0.000233786224245405,0.084
"CHRND",1.19038070256006e-08,0.670895373450102,0.29,0.199,0.000235731090527968,0.091
"MYBPC2",1.19222219694012e-08,1.08928701844587,0.634,0.544,0.000236095761660053,0.09
"MAGEE1",1.19719777047159e-08,1.26827480576086,0.173,0.104,0.000237081074486489,0.069
"SPDYC",1.20251949812229e-08,0.668700114362713,0.167,0.099,0.000238134936213157,0.068
"MFRP",1.20437441957594e-08,0.95244929374482,0.18,0.111,0.000238502266308623,0.069
"AWAT2",1.22997388106359e-08,0.707683969991043,0.369,0.271,0.000243571727667022,0.098
"CSRNP1",1.25420689949585e-08,0.610252544628094,0.208,0.132,0.000248370592307164,0.076
"MMEL1",1.27039133284173e-08,0.572108711596643,0.635,0.538,0.000251575595642648,0.097
"FAM78A",1.28546732803013e-08,0.702607085070637,0.477,0.379,0.000254561094969807,0.098
"LMAN1L",1.29555566086383e-08,0.547010630873639,0.203,0.128,0.000256558887520863,0.075
"PLXNA3",1.30730865975965e-08,1.43022581159262,0.343,0.248,0.000258886333892204,0.095
"ORM2",1.31856684272777e-08,0.599369102949286,0.127,0.069,0.000261115791865381,0.058
"SFTPB",1.31892346657439e-08,0.965725115860371,0.352,0.257,0.000261186414085727,0.095
"GDPD2",1.32471588075924e-08,0.646536655771875,0.215,0.14,0.000262333485866753,0.075
"ZSWIM9",1.32566120524746e-08,0.962636069112781,0.472,0.374,0.000262520688475155,0.098
"SLC4A9",1.33503964809249e-08,0.551819179049742,0.422,0.324,0.000264377901511756,0.098
"CRYGN",1.35050884056064e-08,0.770631987263141,0.171,0.103,0.000267441265696223,0.068
"C22orf46",1.36932065598285e-08,1.07965067795478,0.404,0.306,0.000271166569504284,0.098
"ZNF517",1.38158671098338e-08,0.585183142689495,0.371,0.275,0.000273595616376038,0.096
"PLA2G2F",1.38383573927301e-08,1.07839224863972,0.351,0.255,0.000274040991448233,0.096
"NOC2L",1.38403925291717e-08,0.96820432490718,0.289,0.204,0.000274081293255187,0.085
"PCGF1",1.38767563363613e-08,0.896857401042874,0.164,0.097,0.000274801405728962,0.067
"RRP9",1.39267413537913e-08,1.25478165554314,0.267,0.18,0.000275791259029128,0.087
"FAM83H",1.39278233503697e-08,0.582417138204312,0.21,0.134,0.000275812685807371,0.076
"NAPSA",1.39414319141132e-08,1.08992910511147,0.194,0.119,0.000276082176195184,0.075
"KIFC2",1.40193758047788e-08,1.28889492590018,0.159,0.093,0.000277625699062035,0.066
"SLA",1.42985085919281e-08,1.45569976746071,0.469,0.363,0.000283153365645952,0.106
"SLC25A41",1.4396329003813e-08,0.581702184477855,0.273,0.188,0.000285090503262508,0.085
"BARHL2",1.4695203182949e-08,0.777220537918736,0.17,0.103,0.00029100910863194,0.067
"CLRN2",1.47259647799414e-08,0.622517551995128,0.497,0.389,0.00029161828053718,0.108
"TCIRG1",1.49422410575394e-08,1.47294968748407,0.241,0.164,0.000295901199662453,0.077
"MEX3D",1.49458156919685e-08,0.69001888530545,0.343,0.244,0.000295971988148053,0.099
"PHF13",1.51289298296439e-08,1.37564523230285,0.324,0.228,0.000299598197416438,0.096
"FBXO24",1.52895787547408e-08,0.885868729466235,0.237,0.154,0.000302779528080131,0.083
"PDE4A",1.53010507231459e-08,0.779547720605635,0.777,0.712,0.000303006707470458,0.0650000000000001
"E4F1",1.56865352403265e-08,0.737050589740058,0.279,0.192,0.000310640457364185,0.087
"HS3ST6",1.59339490741043e-08,1.56701249183539,0.162,0.097,0.000315539993514487,0.065
"ALX4",1.62451378963931e-08,0.753976364553041,0.701,0.644,0.000321702465762272,0.0569999999999999
"ARMC5",1.62577862303557e-08,0.933300660627851,0.219,0.141,0.000321952940719734,0.078
"FKBP10",1.63679340524191e-08,1.3059168722326,0.291,0.207,0.000324134198040056,0.084
"FAAP100",1.66279571389158e-08,1.7972227194505,0.282,0.192,0.000329283435221949,0.09
"DDAH2",1.66314124424479e-08,1.5180639723816,0.143,0.082,0.000329351860597796,0.061
"CHAT",1.67060680596215e-08,0.510858717207598,0.757,0.686,0.000330830265784685,0.071
"AQP3",1.7300516639972e-08,0.872500436839084,0.206,0.133,0.000342602131021366,0.073
"ABHD8",1.7412534176462e-08,1.22793039696824,0.197,0.126,0.000344820414296478,0.071
"FGFR1",1.75685677623606e-08,0.85752650630618,0.813,0.742,0.000347910347398027,0.071
"JPH4",1.75738319953636e-08,0.64051159304895,0.261,0.178,0.000348014595004186,0.083
"URGCP-MRPS24",1.76426140843428e-08,1.00527262568484,0.239,0.161,0.00034937668671224,0.078
"SPATA31A1",1.76907089024272e-08,0.844544678663788,0.122,0.065,0.000350329108394765,0.057
"HHIPL1",1.78761569173582e-08,0.529137180573819,0.541,0.459,0.000354001535434445,0.082
"PCDHGB3",1.7940557964412e-08,0.679495107786607,0.149,0.087,0.00035527686936925,0.062
"OAF",1.80249212672058e-08,0.695631436847628,0.42,0.329,0.000356947515854476,0.091
"ST20-MTHFS",1.81747319864983e-08,0.68549202587176,0.15,0.088,0.000359914217528626,0.062
"COMP",1.83786496730787e-08,0.829720620844411,0.202,0.13,0.000363952399475977,0.072
"VARS",1.86981489449645e-08,0.939039869138509,0.475,0.385,0.000370279443557133,0.09
"CORO6",1.89443785065472e-08,1.70858885480903,0.167,0.099,0.000375155527565155,0.068
"FMOD",1.91260083543861e-08,1.0080512382848,0.446,0.35,0.000378752343441907,0.096
"SEZ6",1.94297307633833e-08,0.98393092717393,0.278,0.19,0.000384766958307279,0.088
"GNB3",1.97616449840906e-08,1.04791388193598,0.182,0.111,0.000391339855619946,0.071
"FCRLB",1.98140496961798e-08,0.741308119893367,0.268,0.186,0.000392377626133449,0.082
"DUSP8",1.98368707923076e-08,0.742759678052865,0.297,0.208,0.000392829552300068,0.089
"KLC2",2.00513943345193e-08,1.16828598394229,0.21,0.136,0.000397077762006485,0.074
"GUCY2D",2.00872722516939e-08,0.591421538411334,0.424,0.33,0.000397788252400294,0.094
"ADAMTS15",2.12751099196553e-08,0.755754740738666,0.606,0.516,0.000421311001738934,0.09
"ARTN",2.14108779856776e-08,1.3961101992324,0.142,0.081,0.000423999616750374,0.061
"MRGPRF",2.24270556780035e-08,0.896810101411993,0.23,0.153,0.000444122983591504,0.077
"FGF17",2.34113649569426e-08,0.526212381748114,0.162,0.097,0.000463615260242333,0.065
"MFAP2",2.34937622699282e-08,1.28613304959676,0.158,0.093,0.000465246974231388,0.065
"KRT80",2.35307055030057e-08,0.539226405451217,0.195,0.123,0.000465978561076021,0.072
"SLC39A4",2.38082158711682e-08,0.555735266635437,0.166,0.1,0.000471474098896744,0.066
"WFIKKN2",2.4814701533575e-08,2.06936024728993,0.218,0.144,0.000491405534469385,0.074
"IL18BP",2.49634503892296e-08,1.17189301557671,0.213,0.139,0.000494351208057915,0.074
"NXPH3",2.55465347744713e-08,0.74778507990828,0.164,0.098,0.000505898028138856,0.066
"C20orf203",2.62657671692882e-08,1.57052024062186,0.144,0.083,0.000520140987253415,0.061
"PCSK1N",2.63520190680538e-08,0.722446424096138,0.172,0.104,0.000521849033604669,0.068
"OTOS",2.63816786032994e-08,0.931242366716581,0.171,0.104,0.000522436381381138,0.067
"ALDH3A1",2.658342272409e-08,1.11509147834387,0.253,0.17,0.000526431520205154,0.083
"FXYD4",2.68608486975093e-08,0.687765752198319,0.208,0.133,0.000531925386756776,0.075
"RGS14",2.69838350165188e-08,0.884018560353409,0.301,0.211,0.000534360884832122,0.09
"FZD5",2.72255655554216e-08,1.03353779354752,0.232,0.155,0.000539147874694015,0.077
"PCDHAC2",2.73208437595592e-08,0.64621324206126,0.22,0.144,0.000541034668970552,0.076
"STARD5",2.74035567001617e-08,0.510230062748651,0.406,0.306,0.000542672633333302,0.1
"SCN1B",2.74528239752601e-08,0.558273084633204,0.295,0.206,0.000543648273182075,0.089
"SP2",2.82728151505688e-08,1.47153856995552,0.36,0.261,0.000559886558426713,0.099
"CCL3L1",2.84950530245583e-08,1.31553867822172,0.169,0.102,0.000564287535045327,0.067
"SLC13A2",2.8962517826592e-08,0.839142454461494,0.215,0.139,0.000573544740520002,0.076
"PLEKHN1",2.97874686244228e-08,0.917714422309479,0.176,0.108,0.000589881241169445,0.068
"B4GALT3",2.99454755700803e-08,1.97881620302744,0.201,0.129,0.000593010252714301,0.072
"TIMM21",2.99793153627873e-08,1.30955436353493,0.442,0.342,0.000593680382129278,0.1
"ZMYM3",3.02138972383598e-08,0.514903869556218,0.386,0.289,0.00059832580701124,0.097
"MST1R",3.03201640363007e-08,0.635409452552393,0.439,0.338,0.000600430208410863,0.101
"SLC23A3",3.04491294728558e-08,0.584294990168377,0.134,0.075,0.000602984110950964,0.059
"NPW",3.13969973344501e-08,1.19500603324734,0.336,0.246,0.000621754738214115,0.09
"CDKN2A",3.17560305977062e-08,0.729488684159824,0.187,0.118,0.000628864673926376,0.069
"POLR2H",3.19225041708087e-08,1.3094940252293,0.322,0.228,0.000632161350094525,0.094
"FOLR1",3.19394366993173e-08,0.629323763654501,0.185,0.115,0.000632496664956581,0.07
"CSF1R",3.21699066097311e-08,0.567867559377906,0.858,0.821,0.000637060660592504,0.037
"ZFP92",3.22005207166974e-08,0.645004840376162,0.233,0.154,0.000637666911752759,0.079
"IL17D",3.22710562370782e-08,0.992032327125913,0.455,0.359,0.000639063726662859,0.096
"CCIN",3.23497446397618e-08,0.603291586737763,0.113,0.06,0.000640621993101203,0.053
"GAPDHS",3.26258898924942e-08,0.806421273180454,0.281,0.196,0.000646090497541062,0.085
"FXYD5",3.3614123611122e-08,0.724237688979532,0.518,0.411,0.000665660489871049,0.107
"ATXN7L2",3.36795905421124e-08,0.962264706233615,0.231,0.155,0.000666956931505452,0.076
"SLC25A47",3.36883100689176e-08,0.649305447627753,0.203,0.13,0.000667129604294775,0.073
"C9orf24",3.60986220352077e-08,0.676440616904736,0.568,0.466,0.000714861012163218,0.102
"FSCN3",3.62223681225574e-08,0.734646925665864,0.361,0.267,0.000717311555931005,0.094
"NRSN2",3.64017758426852e-08,1.08644650692724,0.481,0.38,0.000720864367012695,0.101
"COL1A1",3.71169384230413e-08,0.904944847576739,0.316,0.23,0.000735026731591486,0.086
"CNPY3",3.72060885799831e-08,0.832920805186471,0.407,0.314,0.000736792172149405,0.093
"GSTZ1",3.73139303519995e-08,1.33614937600194,0.327,0.235,0.000738927762760646,0.092
"PCDH12",3.83194605740957e-08,0.510264960005284,0.427,0.331,0.000758840277748816,0.096
"TBR1",3.87788680365202e-08,0.834128384083431,0.289,0.203,0.000767937923727209,0.086
"MLXIP",3.9554342065188e-08,0.698378751976571,0.866,0.827,0.000783294635916918,0.039
"THAP4",3.98407107756262e-08,0.558347254508138,0.808,0.745,0.000788965595489727,0.063
"NTN5",3.9854543423423e-08,0.925659356768619,0.14,0.08,0.000789239523414046,0.06
"ZFHX2",4.06266909240049e-08,0.523653218454665,0.293,0.207,0.00080453036036807,0.086
"SAC3D1",4.07726078246849e-08,2.4364891369561,0.154,0.091,0.000807419952752236,0.063
"GPX2",4.15744570205478e-08,1.49888651558898,0.195,0.123,0.000823298972377909,0.072
"KDELR1",4.35162971195455e-08,2.06601036646143,0.38,0.287,0.000861753231858359,0.093
"BAP1",4.42050596997999e-08,1.25472692808078,0.265,0.182,0.000875392797235137,0.083
"NHLH1",4.42954125612965e-08,0.56899265092288,0.22,0.143,0.000877182054951354,0.077
"SNAPC4",4.48080579756966e-08,0.807447111262292,0.444,0.351,0.000887333972092721,0.093
"UBA7",4.6039004445861e-08,0.528201531766463,0.268,0.19,0.000911710405041385,0.078
"ELMO2",4.67622141109156e-08,0.61140943839497,0.763,0.702,0.000926032126038462,0.061
"MUS81",4.73151734252936e-08,1.02396686116807,0.172,0.106,0.000936982379341089,0.066
"NRM",4.86540549280607e-08,0.945293439735543,0.16,0.096,0.000963496249740385,0.064
"PRSS8",5.06384541164413e-08,2.02045648424012,0.144,0.084,0.00100279330686789,0.06
"DDN",5.14930586423062e-08,0.621038370203356,0.11,0.059,0.00101971704029359,0.051
"HOXD10",5.18093213749785e-08,0.608532297783802,0.271,0.188,0.0010259799911887,0.083
"FEZF2",5.18706888784574e-08,0.703823598431836,0.152,0.09,0.00102719525186009,0.062
"ASCL5",5.22446539963092e-08,0.67825008697943,0.386,0.292,0.00103460088308891,0.094
"APOA2",5.24869783618704e-08,0.802026626884998,0.105,0.055,0.00103939963250012,0.05
"SYT12",5.35236306184459e-08,0.503808199953329,0.76,0.696,0.00105992845713708,0.0640000000000001
"LHX5",5.35302655724542e-08,0.696742842292678,0.219,0.144,0.00106005984913131,0.075
"NUP62",5.39656361548788e-08,0.643332496364873,0.289,0.201,0.00106868149277507,0.088
"GORASP1",5.43288066789024e-08,0.626463357199137,0.354,0.264,0.0010758733586623,0.09
"PHOSPHO1",5.43923212393007e-08,0.620604691629491,0.243,0.164,0.00107713113750187,0.079
"ZNF513",5.59822926628606e-08,1.15856809680299,0.112,0.061,0.00110861734160263,0.051
"CDK20",5.62281473881906e-08,0.531171506474394,0.305,0.219,0.00111348600272834,0.086
"ZSWIM1",5.72123696174286e-08,0.802579189992116,0.264,0.183,0.00113297655553394,0.081
"ITIH4",5.74986739551056e-08,2.11359468891934,0.106,0.056,0.00113864624033296,0.05
"TFF2",5.84110368321718e-08,1.26061597401612,0.225,0.148,0.0011567137623875,0.077
"PHF23",5.8807219590288e-08,0.941894032725593,0.129,0.072,0.00116455936954647,0.057
"PDCL",5.90282154242783e-08,0.618618555943479,0.764,0.701,0.00116893575004698,0.063
"PHF5A",5.92197199106337e-08,0.63559211565291,0.508,0.398,0.00117272811339028,0.11
"SLC23A1",6.0262618118697e-08,0.755951431165224,0.532,0.428,0.00119338062660456,0.104
"ACRBP",6.0863499448295e-08,0.800240450223082,0.355,0.26,0.00120527987957458,0.095
"NT5C3B",6.1132528241769e-08,1.12357623156037,0.503,0.391,0.00121060745677175,0.112
"MAGEA4",6.12748234189566e-08,0.525504803626045,0.18,0.113,0.0012134253281656,0.067
"SPEF1",6.13538602259964e-08,0.614180415768629,0.147,0.086,0.00121499049405541,0.061
"PRND",6.26082106184475e-08,0.525545308972514,0.31,0.222,0.00123983039487711,0.088
"MAMDC4",6.30502965067727e-08,1.11074408438581,0.191,0.122,0.00124858502172362,0.069
"CFAP100",6.32398807234465e-08,0.700878666319213,0.653,0.589,0.00125233935796641,0.0640000000000001
"LGALS9B",6.32476802795577e-08,0.753506839900719,0.299,0.212,0.00125249381257608,0.087
"RBP3",6.4075432201917e-08,1.23980757433301,0.291,0.206,0.00126888578389456,0.085
"TYMP",6.41850904685928e-08,1.2426077227747,0.127,0.072,0.00127105734654954,0.055
"UBE2D4",6.43708291348728e-08,0.629265740160684,0.664,0.553,0.00127473552935789,0.111
"INHBB",6.56201924268807e-08,1.20561776046178,0.157,0.094,0.00129947667062952,0.063
