"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","diff_pct"
"PKMYT1",7.03483016045568e-12,0.651962796888292,0.222,0.131,1.39310741667504e-07,0.091
"GATD3A",7.0619208649488e-12,0.60069823493036,0.247,0.149,1.39847218888581e-07,0.098
"MLPH",7.22134556911061e-12,0.577896359906702,0.793,0.738,1.43004306305097e-07,0.055
"LRP10",7.28354923270233e-12,0.593804500480703,0.34,0.232,1.44236125455204e-07,0.108
"FAM207A",7.4932458708825e-12,0.570790088335386,0.516,0.409,1.48388747981086e-07,0.107
"KNDC1",7.54121367598656e-12,0.948483623440861,0.634,0.534,1.49338654425562e-07,0.1
"ANXA6",8.03753715881075e-12,0.559422667822161,0.792,0.731,1.59167348355929e-07,0.061
"DNAL4",8.30833814140933e-12,0.744959723927803,0.151,0.077,1.64530020214329e-07,0.074
"BX072566.1",8.31020688335814e-12,0.529749359303134,0.237,0.141,1.64567026911141e-07,0.096
"PITX3",8.41463959288379e-12,1.10273251608245,0.329,0.22,1.66635107857878e-07,0.109
"ZNF598",8.47759736677814e-12,1.74632219264079,0.21,0.123,1.67881860654307e-07,0.087
"PLCH2",8.62624175133259e-12,0.563801780260304,0.523,0.426,1.70825465401639e-07,0.097
"GPR20",8.69106132658014e-12,0.800779126859243,0.258,0.162,1.72109087450267e-07,0.096
"KRBA1",9.84036982368875e-12,0.963996127507423,0.406,0.287,1.94868843618508e-07,0.119
"FIBP",9.95615233287511e-12,0.994206802534178,0.213,0.123,1.97161684647926e-07,0.09
"FAM210B",1.02244442448772e-11,0.637798952325439,0.47,0.35,2.02474669381303e-07,0.12
"DBNL",1.04972639649126e-11,0.719461658983933,0.555,0.434,2.07877318297165e-07,0.121
"ARHGAP27",1.07849468997864e-11,0.626234791886815,0.675,0.581,2.13574303456469e-07,0.0940000000000001
"CSK",1.08607346325726e-11,0.703557362209107,0.428,0.32,2.15075127928834e-07,0.108
"TEPSIN",1.10869324279404e-11,1.59846697898774,0.181,0.099,2.19554522870504e-07,0.082
"TBL3",1.13563088280039e-11,0.894162877150201,0.194,0.111,2.24888983720961e-07,0.083
"GABRQ",1.13907775338625e-11,0.505032546902776,0.523,0.398,2.25571567503078e-07,0.125
"ATP6V0D1",1.15978579552566e-11,0.532604693798107,0.709,0.619,2.29672381087947e-07,0.09
"FGD2",1.20308706000067e-11,1.17380695165545,0.501,0.387,2.38247330491932e-07,0.114
"AC093512.2",1.36497714472579e-11,0.513644270032463,0.454,0.331,2.70306423970047e-07,0.123
"PEMT",1.4873698077506e-11,0.538777733137773,0.779,0.713,2.94543843028852e-07,0.0660000000000001
"WDR34",1.55644561419315e-11,0.625429808722664,0.598,0.476,3.0822292497867e-07,0.122
"OBSL1",1.58115614730117e-11,0.644005900553564,0.372,0.256,3.13116351850051e-07,0.116
"EPOR",1.62091734092261e-11,1.00676982322754,0.295,0.192,3.20990261022905e-07,0.103
"UPK2",1.62655794439603e-11,0.880445003680685,0.692,0.606,3.22107269728747e-07,0.086
"RASL12",1.66100876904752e-11,1.39888226040562,0.544,0.427,3.28929566534481e-07,0.117
"CSNK1D",1.71642372482807e-11,0.522418709882387,0.517,0.385,3.39903390227704e-07,0.132
"CILP",1.74479972656725e-11,0.542638495652537,0.524,0.399,3.45522689852113e-07,0.125
"C1QTNF4",1.76015996134114e-11,0.863472140705926,0.177,0.098,3.48564477144386e-07,0.079
"DHX37",1.855233672677e-11,0.555298949919041,0.674,0.574,3.67391924200226e-07,0.1
"CYTH2",1.86276951499889e-11,0.597273719040995,0.275,0.173,3.6888424705523e-07,0.102
"H2AFY",1.88350103704343e-11,0.595989211609971,0.816,0.758,3.7298971036571e-07,0.0579999999999999
"PARP10",1.92169373461523e-11,0.622531499931545,0.675,0.572,3.80553010265854e-07,0.103
"FANCG",1.98637761363352e-11,0.743144376297619,0.275,0.177,3.93362358827845e-07,0.098
"METTL13",1.98713147473329e-11,0.575637528746104,0.755,0.664,3.93511645941433e-07,0.091
"KCNK3",2.14173610950555e-11,0.708473739798714,0.637,0.54,4.24128001765385e-07,0.097
"AGTRAP",2.14447398022333e-11,0.518634443620617,0.511,0.394,4.24670182303627e-07,0.117
"SLC38A3",2.20586156563363e-11,1.00182870027569,0.366,0.26,4.36826765842428e-07,0.106
"KCNJ4",2.24126293386351e-11,0.526431911108508,0.505,0.392,4.4383729879299e-07,0.113
"GAS2L2",2.28923443994292e-11,0.718171596524361,0.168,0.092,4.53337096141897e-07,0.076
"WSCD1",2.29105363752939e-11,0.783652099769488,0.779,0.698,4.53697351839946e-07,0.0810000000000001
"ALOX12",2.4415579359715e-11,1.3394872568399,0.204,0.118,4.83501718060437e-07,0.086
"TP53I11",2.45501820634912e-11,0.812130047750755,0.42,0.303,4.86167255403317e-07,0.117
"EPHA1",2.56380862142149e-11,0.783723429849128,0.466,0.348,5.07711021300097e-07,0.118
"PLEKHH3",2.62378732010588e-11,1.84550067112095,0.222,0.136,5.19588603000568e-07,0.086
"FUZ",2.70034895875645e-11,1.00443326541393,0.383,0.271,5.3475010430254e-07,0.112
"SAMD14",2.73663752837153e-11,0.631223164125799,0.435,0.327,5.41936329743414e-07,0.108
"GRIN3B",2.73919787037834e-11,0.752329287174537,0.153,0.08,5.42443354271023e-07,0.073
"COLGALT1",2.93695691285134e-11,0.513144237256565,0.721,0.604,5.81605577451951e-07,0.117
"LHX3",3.11752598960774e-11,1.19027168749118,0.168,0.092,6.17363671722021e-07,0.076
"NFKBIL1",3.22102310289749e-11,1.04193024655132,0.444,0.325,6.3785920506679e-07,0.119
"TBC1D16",3.31087768542283e-11,0.526697965892391,0.881,0.829,6.55653108044284e-07,0.052
"ZP1",3.36987189647074e-11,0.854396330460337,0.305,0.201,6.673357316581e-07,0.104
"FOXD2",3.392062497922e-11,1.17733096416268,0.149,0.077,6.71730136463494e-07,0.072
"SETD1A",3.55132557158887e-11,0.550592218325176,0.574,0.456,7.03269002941743e-07,0.118
"MYO1G",3.56239260835999e-11,0.600967046394758,0.363,0.261,7.05460608233529e-07,0.102
"NECTIN4",3.58412666311391e-11,0.647842943301941,0.435,0.323,7.09764603096447e-07,0.112
"CNPPD1",3.59066389837129e-11,0.560471618097173,0.224,0.136,7.11059171794467e-07,0.088
"SYNPO",3.73875882922526e-11,0.582349654414806,0.705,0.626,7.40386410951478e-07,0.079
"CRHR2",3.78243737235765e-11,0.781268968155455,0.674,0.587,7.49036072847985e-07,0.0870000000000001
"RARG",3.83368401760432e-11,0.801913281649427,0.42,0.309,7.59184446006184e-07,0.111
"ZFP41",3.97857011316109e-11,1.15305887111184,0.178,0.098,7.8787623950929e-07,0.08
"FRMD8",4.15124885140452e-11,0.729460507194912,0.509,0.391,8.22071810043636e-07,0.118
"WNT7B",4.1923723068263e-11,0.547168797400848,0.57,0.473,8.30215487920813e-07,0.097
"ROBO4",4.28596810919958e-11,0.694484033933933,0.354,0.246,8.48750264664794e-07,0.108
"EXOC3L1",4.36035448543433e-11,1.22828712368999,0.184,0.104,8.6348099875056e-07,0.08
"DENND6B",4.38058589432538e-11,1.03913676338119,0.353,0.247,8.67487424653256e-07,0.106
"RAC2",4.45819305367828e-11,0.781346814895352,0.405,0.292,8.82855970419911e-07,0.113
"TCEA3",4.47411967684489e-11,0.78628493100119,0.846,0.778,8.86009919605593e-07,0.068
"NFAM1",4.50853701221827e-11,0.504576911393262,0.735,0.64,8.92825584529583e-07,0.095
"TRIM11",4.54734091631251e-11,0.714338951389141,0.304,0.204,9.00509921657366e-07,0.1
"CNGA2",4.74725472705226e-11,0.678046436555932,0.254,0.162,9.4009885359816e-07,0.092
"SLC38A7",5.15635128950533e-11,1.26396761403149,0.537,0.421,1.02111224586074e-06,0.116
"ISOC2",5.28155304755907e-11,0.66880726551702,0.304,0.201,1.04590595000812e-06,0.103
"ADCY4",5.30833597551517e-11,0.555673041784667,0.379,0.266,1.05120977323127e-06,0.113
"CRY2",5.38059732221816e-11,0.632211281698975,0.709,0.634,1.06551968771886e-06,0.075
"INSRR",5.48804682534398e-11,0.843275399169935,0.241,0.15,1.08679791282287e-06,0.091
"C1orf198",5.82925786470786e-11,0.597183164347336,0.677,0.587,1.1543679349481e-06,0.0900000000000001
"TEKT2",5.92546990605463e-11,1.44905837335248,0.147,0.077,1.173420805496e-06,0.07
"VWA5B2",6.12909249791973e-11,1.16401811363813,0.28,0.184,1.21374418736304e-06,0.096
"ACSF3",6.19714055891877e-11,0.637566819344854,0.741,0.667,1.22721974488268e-06,0.074
"GPR37L1",6.48608310548537e-11,0.708719363672802,0.393,0.279,1.28443903737927e-06,0.114
"SGSH",6.86539422739062e-11,0.583045245390088,0.313,0.212,1.35955401885016e-06,0.101
"EPN1",6.88709605277066e-11,0.504390255507129,0.634,0.527,1.36385163133017e-06,0.107
"ARHGEF19",7.26023943386179e-11,0.776624487245274,0.357,0.251,1.43774521508765e-06,0.106
"TULP1",7.44361473337872e-11,0.943976783846653,0.426,0.318,1.47405902565099e-06,0.108
"CLCNKA",7.5632904858813e-11,0.65818966283079,0.281,0.186,1.49775841491907e-06,0.095
"TSPAN32",7.56856077633959e-11,0.881147953245678,0.295,0.197,1.49880209053853e-06,0.098
"H1FOO",7.7993102411739e-11,0.875084938830312,0.255,0.161,1.54449740705967e-06,0.094
"ZNF48",8.18052759062312e-11,0.663860832471754,0.187,0.106,1.6199898787711e-06,0.081
"EPS8L2",8.42957873903546e-11,0.639157546219254,0.169,0.095,1.66930947769119e-06,0.074
"PDLIM2",8.62061422973911e-11,0.516705472620909,0.368,0.261,1.70714023591524e-06,0.107
"KCNK5",8.63341716839075e-11,0.731840660714626,0.717,0.626,1.70967560185642e-06,0.091
"PRELP",9.01432414648073e-11,0.566923417156242,0.518,0.402,1.78510661072758e-06,0.116
"GDF7",9.01707011694146e-11,1.27428597238902,0.31,0.214,1.78565039525792e-06,0.096
"ULK1",9.12333049327763e-11,0.801891055104743,0.401,0.286,1.80669313758377e-06,0.115
"CAPN11",9.35246488287171e-11,0.956195524570366,0.582,0.482,1.85206862075508e-06,0.1
"AC004233.2",9.88135085472415e-11,0.70806023162119,0.185,0.106,1.95680390976102e-06,0.079
"AQP6",1.02074773839016e-10,0.547520488688824,0.296,0.197,2.02138674633403e-06,0.099
"BCL6B",1.02099890263193e-10,0.940733818998505,0.261,0.167,2.02188412688201e-06,0.094
"TOM1",1.02783543575953e-10,0.532674865978857,0.736,0.659,2.0354225134346e-06,0.077
"C2orf72",1.03660538385936e-10,0.670266427702519,0.447,0.331,2.0527896416567e-06,0.116
"EVX2",1.0761884617669e-10,0.753608609309742,0.19,0.109,2.13117601083698e-06,0.081
"RER1",1.08550910493427e-10,1.299140714495,0.321,0.22,2.14963368050134e-06,0.101
"CATIP",1.13210760789527e-10,0.602814043637477,0.426,0.314,2.24191269591499e-06,0.112
"SERPINE1",1.19343917298229e-10,0.595114227498151,0.495,0.377,2.36336759425682e-06,0.118
"FOXN4",1.23003942899203e-10,0.512732039305297,0.617,0.497,2.43584708123291e-06,0.12
"SLC22A18AS",1.24639348508836e-10,0.61545318104938,0.293,0.196,2.46823301852048e-06,0.097
"IFT27",1.26405909484327e-10,0.623645380621376,0.513,0.399,2.50321622551813e-06,0.114
"TNFRSF13C",1.29371363223126e-10,0.857208808899236,0.18,0.103,2.56194110590756e-06,0.077
"PES1",1.32850015953862e-10,0.542813512461509,0.542,0.427,2.63082886593433e-06,0.115
"CACNB1",1.36257369453218e-10,0.584265005100392,0.528,0.412,2.69830468728209e-06,0.116
"FAM171A2",1.40121933153471e-10,2.20233871523388,0.235,0.147,2.77483464223818e-06,0.088
"SLC4A11",1.45615161778638e-10,0.553066241200387,0.27,0.175,2.88361704870236e-06,0.095
"MDFI",1.48106634776224e-10,0.569751398618394,0.373,0.266,2.93295568847356e-06,0.107
"VILL",1.50456979345992e-10,0.543033718716458,0.411,0.299,2.97949956198869e-06,0.112
"GCDH",1.50700226058536e-10,0.670865809070663,0.333,0.228,2.98431657663718e-06,0.105
"SCAF1",1.57195994357502e-10,0.507120838660863,0.372,0.259,3.11295227626162e-06,0.113
"MFSD10",1.58169535993704e-10,1.80120239444183,0.143,0.075,3.13223132128331e-06,0.068
"STRN4",1.5964032846405e-10,0.870365029495795,0.514,0.408,3.16135742457357e-06,0.106
"MSLNL",1.63711270016199e-10,0.906812861411225,0.278,0.185,3.24197428013079e-06,0.093
"DNASE1L1",1.69191477469612e-10,0.782888912356641,0.15,0.08,3.35049882833072e-06,0.07
"RHCG",1.75002327211469e-10,0.713906020734698,0.538,0.434,3.46557108576873e-06,0.104
"MYOM3",1.78161977994129e-10,0.551607238103223,0.635,0.541,3.52814165021774e-06,0.094
"VASP",1.90216894150561e-10,0.912889942988767,0.517,0.406,3.76686515486356e-06,0.111
"TNFRSF1B",1.95900150539031e-10,0.652181597434697,0.67,0.583,3.87941068112443e-06,0.0870000000000001
"ARHGAP36",2.02894255722262e-10,0.811978519958974,0.62,0.514,4.01791494606795e-06,0.106
"DACT2",2.07083924956827e-10,0.63065103612798,0.504,0.397,4.10088296592004e-06,0.107
"NEK8",2.08348485805305e-10,0.665765921817658,0.383,0.27,4.12592506440246e-06,0.113
"RPS6KL1",2.10377963217941e-10,0.512103827371857,0.445,0.341,4.16611480560488e-06,0.104
"SLC5A2",2.10528121378247e-10,0.724917659385357,0.21,0.128,4.16908838765343e-06,0.082
"ASB10",2.10902436995922e-10,0.703637270089781,0.4,0.289,4.17650095983025e-06,0.111
"NXF1",2.13278418765011e-10,1.04303262549452,0.497,0.389,4.22355252680351e-06,0.108
"CGN",2.30385970483148e-10,0.653347604835963,0.687,0.588,4.56233337347777e-06,0.0990000000000001
"CNNM3",2.46255759614864e-10,0.640710185945808,0.336,0.231,4.87660280765314e-06,0.105
"SSU72",2.49519140448991e-10,0.547201360985165,0.675,0.572,4.94122753831136e-06,0.103
"ZNF469",2.51522154357926e-10,1.0825622621863,0.201,0.12,4.98089322275001e-06,0.081
"VAX1",2.6076588371369e-10,0.536140549846107,0.271,0.179,5.16394679518221e-06,0.092
"RAMP3",2.71791947125579e-10,0.748434223884152,0.636,0.534,5.38229592892784e-06,0.102
"RHEBL1",2.76663466997101e-10,0.799338772740033,0.327,0.223,5.47876663694359e-06,0.104
"C1QTNF8",2.77539665781383e-10,0.600531332663705,0.139,0.073,5.49611800146873e-06,0.066
"TBX2",2.81272406992135e-10,0.960435133690615,0.161,0.089,5.57003747566525e-06,0.072
"CLDN19",2.87323032962805e-10,0.813166192526197,0.256,0.165,5.68985802176242e-06,0.091
"CBARP",2.87466675574502e-10,1.57871582046837,0.129,0.065,5.69270257640186e-06,0.064
"RAB7B",2.90359403179358e-10,0.546119303863339,0.583,0.483,5.74998726116082e-06,0.1
"CORO2A",2.90572618134347e-10,0.526871428463477,0.871,0.824,5.75420955691447e-06,0.047
"SAPCD2",2.9229400448407e-10,0.588115566422892,0.214,0.132,5.78829817079803e-06,0.082
"CDIPT",2.95463279592894e-10,0.593221735051047,0.251,0.159,5.85105932577808e-06,0.092
"TTC24",2.99848336699747e-10,0.867468949120428,0.263,0.172,5.93789661166509e-06,0.091
"ICAM5",3.08347224105576e-10,0.851828961566472,0.161,0.088,6.10620007896272e-06,0.073
"TEDC1",3.09191193633213e-10,0.509976049898641,0.174,0.099,6.12291320751852e-06,0.075
"ZMIZ2",3.11402814194051e-10,0.699102053259933,0.469,0.359,6.1667099294848e-06,0.11
"RASD2",3.14768751882334e-10,1.12589505176905,0.365,0.265,6.23336559352586e-06,0.1
"S100A7L2",3.28487098762688e-10,0.750116181198285,0.198,0.119,6.5050300167975e-06,0.079
"MEGF8",3.36512504024304e-10,0.538111956560875,0.74,0.651,6.6639571171933e-06,0.089
"MON1B",3.36800070084473e-10,0.861984229234338,0.449,0.329,6.66965178788281e-06,0.12
"IRF1",3.43218691993558e-10,1.83037428337156,0.24,0.15,6.79675975754843e-06,0.09
"TMBIM1",3.78298047810632e-10,1.0515372757222,0.313,0.214,7.49143624079395e-06,0.099
"TNK1",3.80206699821723e-10,1.41006338975082,0.307,0.209,7.52923327656958e-06,0.098
"TCN2",3.81099245220806e-10,0.590957056563944,0.579,0.472,7.54690835310762e-06,0.107
"FOSL2",3.83956025393541e-10,0.54569743989994,0.55,0.435,7.60348117086829e-06,0.115
"TMEM11",3.87716987062024e-10,0.847446732785208,0.495,0.383,7.67795949478927e-06,0.112
"ZDHHC19",3.89571752807535e-10,0.755856643803578,0.418,0.311,7.71468942084761e-06,0.107
"DPF1",3.98019189406181e-10,0.859912017547219,0.414,0.303,7.88197400781061e-06,0.111
"SLC43A1",4.06320190707981e-10,0.531680311876182,0.65,0.555,8.04635873659014e-06,0.095
"FAM110D",4.06530633761919e-10,0.585711560815789,0.196,0.115,8.05052614038728e-06,0.081
"ARHGEF16",4.08436593516882e-10,0.704883631144802,0.372,0.266,8.08826986141482e-06,0.106
"DLL3",4.18567278931637e-10,0.651041297452037,0.317,0.217,8.28888782468321e-06,0.1
"KHDC1",4.24052539015959e-10,1.28330844542421,0.454,0.341,8.39751243013304e-06,0.113
"MPP1",4.25261602530383e-10,0.698155578022911,0.818,0.738,8.42145551490918e-06,0.08
"DGKZ",4.2984751327972e-10,0.508698073943863,0.634,0.535,8.51227030547829e-06,0.099
"COX19",4.35259670734946e-10,0.636535098504859,0.484,0.369,8.61944725956414e-06,0.115
"PILRB",4.37168405775789e-10,0.899299027262671,0.147,0.079,8.65724593957795e-06,0.068
"POMC",4.40211515607883e-10,1.11296495823651,0.284,0.191,8.71750864358291e-06,0.093
"TBC1D29",4.53136281730602e-10,0.821590753272619,0.305,0.206,8.97345778711111e-06,0.099
"METTL22",4.55014193255548e-10,0.582004936058802,0.659,0.548,9.01064606903962e-06,0.111
"FLNA",4.55168953167668e-10,0.870291862622472,0.352,0.249,9.01371077957933e-06,0.103
"SPHK1",4.58447070902409e-10,0.632415531458154,0.193,0.115,9.07862734508041e-06,0.078
"ITPR3",4.68434861423383e-10,0.744972463179561,0.768,0.695,9.27641556076725e-06,0.0730000000000001
"STRA8",4.71066885676091e-10,0.560592068867596,0.493,0.376,9.32853753704364e-06,0.117
"SLC35E4",4.77545518844628e-10,0.570554127250578,0.506,0.392,9.45683390968016e-06,0.114
"PARS2",4.81530583617746e-10,1.4203375840635,0.31,0.211,9.53575014738222e-06,0.099
"HPCA",4.91549322923704e-10,0.506096416458078,0.245,0.156,9.73415124185812e-06,0.089
"VAX2",5.06441139824908e-10,0.638565592437494,0.692,0.588,1.00290538919527e-05,0.104
"COMMD5",5.06820818042231e-10,1.2279960952605,0.25,0.159,1.00365726596903e-05,0.091
"FIZ1",5.20665215071286e-10,1.19007792159455,0.299,0.203,1.03107332540567e-05,0.096
"MAFA",5.20876766491288e-10,0.774029509805253,0.175,0.103,1.0314922606827e-05,0.072
"HR",5.22000905127032e-10,0.558847734872466,0.327,0.232,1.03371839242306e-05,0.095
"PPM1M",5.22381558976319e-10,0.507471232170814,0.22,0.137,1.0344722012408e-05,0.083
"GRM2",5.37354481102814e-10,1.03158509853573,0.298,0.204,1.0641230789279e-05,0.094
"ACCSL",5.37793423685788e-10,0.51369362292048,0.528,0.416,1.06499231692497e-05,0.112
"TMEM270",5.41814739338919e-10,1.01206916574386,0.301,0.204,1.07295572831286e-05,0.097
"REXO1",5.44059738024899e-10,0.632805810399762,0.429,0.321,1.07740149921071e-05,0.108
"SAG",5.84399359360557e-10,0.51308357050232,0.784,0.693,1.15728605134171e-05,0.0910000000000001
"PLEKHF1",5.9883819704904e-10,1.004340208438,0.304,0.207,1.18587928161621e-05,0.097
"LDHD",6.14774259830939e-10,0.551392614982671,0.154,0.085,1.21743746674321e-05,0.069
"ADORA1",6.16243269793762e-10,0.79219135068039,0.847,0.796,1.22034654717259e-05,0.0509999999999999
"NT5DC4",6.19724419662957e-10,0.616338479667821,0.491,0.377,1.22724026825855e-05,0.114
"PRRG2",6.22936920925569e-10,0.782435025140664,0.128,0.065,1.2336019845089e-05,0.063
"JMJD4",6.25941572290238e-10,1.51399526434032,0.115,0.056,1.23955209560636e-05,0.059
"HYOU1",6.43631052084465e-10,1.3410069319515,0.371,0.275,1.27458257244287e-05,0.096
"RIMS3",6.83336051077893e-10,0.850262880483549,0.731,0.644,1.35321038194955e-05,0.087
"KRT74",6.86442900517935e-10,0.60342949088658,0.323,0.224,1.35936287589567e-05,0.099
"TOMM40",7.20380956851517e-10,0.85609394363577,0.39,0.286,1.42657040885306e-05,0.104
"KCNIP2",7.2170345502845e-10,0.658658735864882,0.358,0.259,1.42918935199284e-05,0.099
"ARHGDIG",7.64498595719084e-10,0.978622336302981,0.191,0.114,1.5139365691025e-05,0.077
"CBLN3",7.7153286607509e-10,2.28508467743673,0.144,0.078,1.5278665346885e-05,0.066
"AC020915.1",8.04734519964976e-10,1.08510641728887,0.13,0.068,1.59361576988664e-05,0.062
"ACOT8",8.17348170921491e-10,1.25691026771913,0.561,0.441,1.61859458287583e-05,0.12
"NECAB3",8.26239716128448e-10,1.43109574662373,0.272,0.184,1.63620250984916e-05,0.088
"CCDC163",8.52886991383984e-10,0.685841316273893,0.288,0.196,1.6889721090377e-05,0.092
"BRD9",9.26240614550023e-10,0.512488806504519,0.661,0.54,1.83423428899341e-05,0.121
"PWWP2B",9.33305448573375e-10,0.897665779865565,0.306,0.213,1.84822477980985e-05,0.093
"NAIF1",9.56280754774184e-10,1.40943041943201,0.264,0.176,1.89372277867932e-05,0.088
"CCDC70",9.60494436319018e-10,0.526900050401514,0.296,0.199,1.90206713224255e-05,0.097
"RNF183",9.62462806461703e-10,0.571480738086247,0.335,0.235,1.90596509563611e-05,0.1
"FNDC5",9.65890862965958e-10,1.07315206955816,0.421,0.321,1.91275367593149e-05,0.1
"FAM83C",9.65978070131148e-10,1.12627622509131,0.198,0.121,1.91292637228071e-05,0.077
"SEMA4C",9.70687450072099e-10,0.65376725703107,0.258,0.169,1.92225235737778e-05,0.089
"TBX21",9.71107751048879e-10,0.72641474782601,0.481,0.375,1.9230846794021e-05,0.106
"NKX6-1",9.77120519867378e-10,0.929712318136078,0.197,0.119,1.93499176549337e-05,0.078
"SLC38A10",1.01697515597104e-09,0.663385679538545,0.635,0.55,2.01391590136946e-05,0.085
"NOTCH1",1.01716748066053e-09,0.623306906886579,0.468,0.361,2.01429676195205e-05,0.107
"C11orf21",1.01800663065911e-09,0.59609288428106,0.189,0.111,2.01595853069423e-05,0.078
"ACY3",1.02032117156939e-09,1.97114298791174,0.254,0.165,2.02054201605885e-05,0.089
"SDF4",1.02696562989674e-09,1.11294836148557,0.286,0.189,2.03370003688452e-05,0.097
"DCLRE1B",1.03543672952843e-09,0.587091550952621,0.385,0.275,2.05047535548515e-05,0.11
"PSPN",1.04354556895986e-09,0.700998033054252,0.163,0.091,2.0665332902112e-05,0.072
"FAM186B",1.05735992570737e-09,0.51508596266001,0.241,0.153,2.09388986087831e-05,0.088
"TOR1A",1.06747813152328e-09,0.908776284560926,0.438,0.334,2.11392694385556e-05,0.104
"SLC22A7",1.07374031334375e-09,0.513966644197505,0.28,0.186,2.12632794251463e-05,0.094
"EN1",1.0900323396393e-09,0.797040355486645,0.141,0.076,2.15859104218771e-05,0.065
"PDK2",1.12002003226286e-09,1.58692329915975,0.312,0.218,2.21797566989015e-05,0.094
"SMIM5",1.13031930490592e-09,0.768487131871523,0.167,0.096,2.2383713195052e-05,0.071
"CACTIN",1.13163825175735e-09,0.890842223769311,0.283,0.19,2.24098322995508e-05,0.093
"IQCD",1.14261899566176e-09,0.523546462556101,0.723,0.631,2.26272839710898e-05,0.092
"AGT",1.15117282250728e-09,0.66195077993255,0.363,0.26,2.27966754041116e-05,0.103
"FXYD2",1.17209654486989e-09,1.00501827530105,0.22,0.14,2.32110278780583e-05,0.08
"INKA2",1.21169953033738e-09,0.507360389305692,0.381,0.271,2.39952857992712e-05,0.11
"TRAP1",1.23162197561608e-09,0.50853190151431,0.856,0.798,2.43898099831252e-05,0.0579999999999999
"GLI1",1.23235193039781e-09,0.523531820240478,0.301,0.204,2.44042652776679e-05,0.097
"COL11A2",1.24327555628331e-09,0.561143165651038,0.469,0.362,2.46205858410783e-05,0.107
"KCNG2",1.26148024412546e-09,0.500360394767783,0.572,0.463,2.49810932744165e-05,0.109
"NR2F2",1.26680377076305e-09,0.609951345217544,0.349,0.248,2.50865150724208e-05,0.101
"FBXO6",1.27331604630771e-09,1.02680241290046,0.36,0.256,2.52154776650316e-05,0.104
"NPR2",1.31706224519573e-09,0.634537966085958,0.497,0.392,2.6081783641611e-05,0.105
"FAM83E",1.3294769953505e-09,1.09345249798784,0.366,0.267,2.6327632938926e-05,0.099
"AHSG",1.34823375969305e-09,0.674808035567811,0.244,0.156,2.66990731432015e-05,0.088
"APEH",1.368055690256e-09,0.616279884655841,0.29,0.198,2.70916068341396e-05,0.092
"SLC25A19",1.40844643139342e-09,1.13457215009738,0.506,0.393,2.78914646808839e-05,0.113
"IL32",1.41065170348921e-09,0.781600597439859,0.378,0.273,2.79351356841969e-05,0.105
"RHBG",1.45796283960897e-09,0.749898095121015,0.475,0.361,2.88720381127765e-05,0.114
"SUV39H1",1.45969106865005e-09,2.41833283679868,0.197,0.121,2.8906262232477e-05,0.076
"PNKP",1.46729041460962e-09,0.516149289555301,0.257,0.167,2.90567520805143e-05,0.09
"NSDHL",1.48958944231978e-09,0.766316765849077,0.75,0.653,2.94983397262586e-05,0.097
"ANKRD24",1.49396346276802e-09,0.917537321695356,0.77,0.689,2.95849584531951e-05,0.0810000000000001
"LSM10",1.50534003140536e-09,1.50742271802856,0.346,0.246,2.98102486419203e-05,0.1
"TNF",1.52162661345897e-09,0.594459477911091,0.149,0.082,3.01327718263279e-05,0.067
"ATP8B3",1.56855633902399e-09,0.934636388614013,0.529,0.434,3.10621211816921e-05,0.095
"SMYD1",1.5704235249291e-09,0.538478070860159,0.805,0.752,3.1099097064171e-05,0.053
"C11orf45",1.61993088395021e-09,0.588961489134399,0.236,0.15,3.2079491294866e-05,0.086
"CLK3",1.63125469907159e-09,0.711875542420279,0.672,0.589,3.23037368057147e-05,0.0830000000000001
"AC087289.3",1.65406293831687e-09,0.624245106923151,0.206,0.128,3.2755408367489e-05,0.078
"DUSP26",1.66461306734792e-09,1.47693583360176,0.357,0.253,3.29643325726908e-05,0.104
"BEGAIN",1.6768048779026e-09,0.781878187384146,0.519,0.43,3.32057669971051e-05,0.089
"AC131160.1",1.68797322563735e-09,0.817473895618662,0.142,0.076,3.34269337872964e-05,0.066
"MROH7-TTC4",1.69175548771698e-09,0.830715356530966,0.356,0.252,3.35018339232593e-05,0.104
"MOB3A",1.78881872407373e-09,0.678239600333002,0.638,0.519,3.54239771928322e-05,0.119
"TAS1R1",1.7923592722654e-09,0.508348678998548,0.641,0.543,3.54940906686718e-05,0.098
"PNP",1.80444471338491e-09,0.598983973064729,0.397,0.289,3.57334186591614e-05,0.108
"PPRC1",1.82301356884058e-09,0.50642918738947,0.488,0.374,3.610113770375e-05,0.114
"GNRH2",1.83413251712088e-09,1.10411360436239,0.109,0.054,3.63213262365448e-05,0.055
"DVL3",1.83481734188728e-09,1.16905313182642,0.454,0.354,3.63348878213939e-05,0.1
"CLEC20A",1.85599968173374e-09,0.657542482987233,0.4,0.291,3.67543616973732e-05,0.109
"AIRE",1.89624880441566e-09,0.693423228306941,0.228,0.146,3.75514150738433e-05,0.082
"NEIL1",1.90546970661247e-09,0.824513320181948,0.263,0.175,3.77340166000468e-05,0.088
"RABGGTA",1.96372906128249e-09,0.557410673092331,0.222,0.14,3.88877266005772e-05,0.082
"PLIN1",1.96984460318423e-09,0.523074356743769,0.433,0.331,3.90088326768573e-05,0.102
"PTCRA",1.97530760277892e-09,0.500403880794999,0.465,0.359,3.91170164578309e-05,0.106
