"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FRMPD4",2.42167670622385e-15,0.213321467181405,0.993,0.995,4.79564638133509e-11
"CFAP65",2.78129679128538e-15,0.827014396343525,0.558,0.423,5.50780203578243e-11
"NFATC1",3.43878629299345e-15,0.347140332408397,0.781,0.659,6.80982849601493e-11
"PRDM16",4.21151408632784e-15,0.471563756841896,0.925,0.882,8.34006134515502e-11
"ALG12",4.62640566363127e-15,0.632683316800448,0.408,0.271,9.16167113568901e-11
"PPP1R3F",4.70300855747343e-15,0.195102750836305,0.733,0.594,9.31336784636464e-11
"CDC42EP5",4.89804194114173e-15,0.466200815443054,0.31,0.185,9.69959245604297e-11
"PAX5",5.34951462269694e-15,0.335196363812827,0.948,0.941,1.05936438073268e-10
"PTPRN2",5.98611567106043e-15,0.263616751493126,0.996,0.997,1.1854304863401e-10
"PLXND1",6.26971037947211e-15,0.712884652272754,0.606,0.461,1.24159074644686e-10
"SLC9A7",6.38102937818766e-15,0.309469774237047,0.973,0.968,1.2636352477625e-10
"PUDP",6.4173386915569e-15,0.47580484258995,0.921,0.87,1.27082558108901e-10
"NYNRIN",6.97125149373432e-15,0.278632477795349,0.484,0.341,1.38051693330421e-10
"TMEM104",7.29405374735569e-15,0.460323426091522,0.761,0.646,1.44444146358885e-10
"PDIA4",7.34494383937054e-15,0.568080934299807,0.625,0.482,1.45451922851055e-10
"TFAP2A",8.01802584994969e-15,0.261150531415225,0.489,0.346,1.58780965906554e-10
"STK10",8.85462379616772e-15,0.530597252092314,0.949,0.936,1.75348115035509e-10
"SLC16A2",9.3735275207381e-15,0.340134779246051,0.949,0.914,1.85623965493177e-10
"CASQ1",9.73936202444063e-15,0.797944167775035,0.449,0.309,1.92868586169998e-10
"PDLIM7",1.05033990471478e-14,0.271403686812415,0.327,0.201,2.07998811330668e-10
"TBC1D24",1.14131871224792e-14,1.13963128743639,0.546,0.404,2.26015344586456e-10
"BTBD19",1.26719492422657e-14,0.66955004988727,0.269,0.154,2.50942610844587e-10
"PLEKHA6",1.27691149364214e-14,0.387189661783877,0.949,0.923,2.52866783085952e-10
"MCM5",1.39581031550918e-14,0.404329658631663,0.598,0.454,2.76412316780283e-10
"MAP3K6",1.41062347365516e-14,0.642570446008947,0.279,0.162,2.79345766487931e-10
"RHBDF2",1.43375594390332e-14,0.734212020437895,0.599,0.458,2.83926689571174e-10
"MKNK2",1.80906911284108e-14,0.383658211902527,0.281,0.165,3.58249956415918e-10
"ARHGAP6",1.82114675466213e-14,0.183459593407165,0.991,0.994,3.60641691825742e-10
"KCNQ3",1.91783032603896e-14,0.421784054619154,0.991,0.993,3.79787939465495e-10
"GPC1",2.11162114674906e-14,0.381524276566346,0.384,0.252,4.18164335690716e-10
"RBFOX3",2.13240039876439e-14,0.342371202997469,0.969,0.962,4.22279250967312e-10
"CSMD2",2.20346772043183e-14,0.208289252084069,0.997,0.997,4.36352712677116e-10
"FAM9B",2.20610673705214e-14,0.260040448209939,0.963,0.947,4.36875317138435e-10
"SLC37A4",2.2683194425533e-14,0.275085842257423,0.251,0.14,4.4919529920883e-10
"TKTL1",2.34940790476566e-14,0.453499708861186,0.722,0.592,4.65253247380743e-10
"SHANK2",2.35500100611579e-14,0.251705221392038,0.998,0.995,4.6636084924111e-10
"EIF4E1B",2.38476808539834e-14,0.491631256294336,0.453,0.315,4.72255623951434e-10
"SLC7A5",2.46880883149425e-14,0.158202249568974,0.55,0.407,4.88898212900807e-10
