"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BOP1",7.67347652516029e-17,0.307318204454308,0.407,0.261,1.51957855627749e-12
"GLRA4",8.75603503907767e-17,0.571474714773039,0.543,0.389,1.73395761878855e-12
"CDH23",1.55395465037448e-16,0.27017907197759,0.976,0.971,3.07729639413658e-12
"TMEM164",1.83596878863369e-16,0.372237165889344,0.982,0.964,3.6357689921313e-12
"TG",3.15164521841043e-16,0.294877159778932,0.973,0.969,6.24120302601818e-12
"PLEKHG2",3.39399544949621e-16,0.316830702573363,0.436,0.291,6.72112918863734e-12
"BMF",3.40754748182285e-16,0.587807287765118,0.489,0.343,6.74796627825379e-12
"TMEM92",3.73901760653186e-16,0.455008134524445,0.323,0.192,7.40437656621505e-12
"LRRC20",3.95121871362027e-16,0.409887015784569,0.895,0.839,7.82459841858221e-12
"ADAMTS17",4.59750847728098e-16,0.258520428098995,0.991,0.994,9.10444603755952e-12
"PDZD4",5.33801339800713e-16,0.953956714028639,0.481,0.335,1.05708679320735e-11
"BCOR",5.96000285890182e-16,0.295478210631161,0.879,0.774,1.18025936614833e-11
"OSGIN1",6.06847836213766e-16,0.971440206275985,0.365,0.229,1.20174077005412e-11
"GSE1",7.09901923234914e-16,0.437242196739059,0.96,0.961,1.4058187785821e-11
"SLC2A9",7.47702408167952e-16,0.307582906874227,0.985,0.983,1.480675078895e-11
"IQSEC2",7.69566065887491e-16,0.359465507174183,0.898,0.831,1.523971680277e-11
"TRPC5",8.17936763451128e-16,0.278349373400293,0.986,0.985,1.61976017266227e-11
"CASKIN2",1.73641388326465e-15,0.308848307023884,0.333,0.203,3.43862041302899e-11
"JAG2",1.80400266613297e-15,1.1864718440804,0.236,0.125,3.57246647974312e-11
"ZNF219",1.88682970403346e-15,0.437712532547163,0.267,0.151,3.73648886289746e-11
"ADAMTS2",1.99326874051422e-15,0.55212671601251,0.936,0.917,3.9472700868403e-11
"SH3RF3",2.12820930424116e-15,0.368381483748347,0.991,0.987,4.21449288518877e-11
"PKNOX2",2.16446824538954e-15,0.25986457060365,0.983,0.96,4.2862964663449e-11
"MIB2",2.18951041552347e-15,0.426333595333232,0.252,0.14,4.33588747586112e-11
"ASIC4",2.19593247524086e-15,0.980284092704392,0.443,0.3,4.34860508071947e-11
"COL5A1",2.39950915808757e-15,0.489584113144505,0.887,0.851,4.75174798576081e-11
"CFAP65",2.77875152294761e-15,0.827014396343525,0.558,0.423,5.50276164089315e-11
"NFATC1",3.43808123103694e-15,0.347140332408397,0.781,0.659,6.80843226182246e-11
"PRDM16",4.21011385503264e-15,0.471563756841896,0.925,0.882,8.33728846712113e-11
"ALG12",4.62617291263953e-15,0.632683316800448,0.408,0.271,9.16121021890006e-11
"CDC42EP5",4.89792100636374e-15,0.466200815443054,0.31,0.185,9.69935296890211e-11
"PAX5",5.34401651680023e-15,0.335196363812827,0.948,0.941,1.05827559082195e-10
"PTPRN2",5.9840290899891e-15,0.263616751493126,0.996,0.997,1.18501728069054e-10
"PLXND1",6.26955737214883e-15,0.712884652272754,0.606,0.461,1.24156044640663e-10
"SLC9A7",6.37516507081881e-15,0.309469774237047,0.973,0.968,1.26247393897425e-10
"PUDP",6.41156991578792e-15,0.47580484258995,0.921,0.87,1.26968319042348e-10
"NYNRIN",6.97089970815762e-15,0.278632477795349,0.484,0.341,1.38044726920645e-10
"TMEM104",7.29111413804282e-15,0.460323426091522,0.761,0.646,1.44385933275662e-10
"PDIA4",7.34438881621973e-15,0.568080934299807,0.625,0.482,1.45440931727599e-10
"TFAP2A",8.01690925258998e-15,0.261150531415225,0.489,0.346,1.58758853929039e-10
"STK10",8.84808267617703e-15,0.530597252092314,0.949,0.936,1.75218581236334e-10
"SLC16A2",9.36487677345827e-15,0.340134779246051,0.949,0.914,1.85452654744794e-10
"CASQ1",9.7390616039463e-15,0.797944167775035,0.449,0.309,1.92862636942949e-10
"PDLIM7",1.05025655841532e-14,0.271403686812415,0.327,0.201,2.07982306262986e-10
"TBC1D24",1.14123487572349e-14,1.13963128743639,0.546,0.404,2.25998742439522e-10
"BTBD19",1.26718557370685e-14,0.66955004988727,0.269,0.154,2.50940759161168e-10
"PLEKHA6",1.27630287429854e-14,0.387189661783877,0.949,0.923,2.52746258197341e-10
"MCM5",1.39578532916447e-14,0.404329658631663,0.598,0.454,2.7640736873444e-10
"MAP3K6",1.41058929680247e-14,0.642570446008947,0.279,0.162,2.79338998445794e-10
"RHBDF2",1.43366412364126e-14,0.734212020437895,0.599,0.458,2.8390850640468e-10
"MKNK2",1.80898511663442e-14,0.383658211902527,0.281,0.165,3.58233322647114e-10
"KCNQ3",1.91672814498944e-14,0.421784054619154,0.991,0.993,3.79569674552258e-10
"GPC1",2.11160898367315e-14,0.381524276566346,0.384,0.252,4.18161927036794e-10
"RBFOX3",2.13164332328157e-14,0.342371202997469,0.969,0.962,4.2212932730945e-10
"FAM9B",2.20390677951496e-14,0.260040448209939,0.963,0.947,4.36439659547348e-10
"SLC37A4",2.26829493793116e-14,0.275085842257423,0.251,0.14,4.49190446558508e-10
"TKTL1",2.34869405300673e-14,0.453499708861186,0.722,0.592,4.65111883316923e-10
"SHANK2",2.35421121064056e-14,0.251705221392038,0.998,0.995,4.6620444604315e-10
"EIF4E1B",2.38430149533186e-14,0.491631256294336,0.453,0.315,4.72163225120568e-10
"LPIN3",2.52456256759591e-14,0.456366347749848,0.434,0.297,4.99939125261018e-10
"EPHB3",3.07971113092892e-14,0.540296822094935,0.388,0.256,6.09875195257853e-10
"NUAK2",3.33486639050948e-14,0.47034629101229,0.528,0.387,6.60403591312593e-10
"ZDHHC1",3.68162774043434e-14,0.529702584950305,0.525,0.384,7.29072741438213e-10
"INO80E",3.73651959547622e-14,0.31192715223795,0.274,0.162,7.39942975492156e-10
"SLC12A7",4.09936484794289e-14,0.589932327532627,0.554,0.418,8.11797220838131e-10
"SEMA3G",4.72407716576318e-14,1.43982526900721,0.296,0.178,9.35509001136082e-10
"CASK",5.07131567923122e-14,0.264462074319417,0.998,0.994,1.00427264395816e-09
"RAB3IL1",5.15546944174289e-14,0.785584302735003,0.419,0.286,1.02093761354834e-09
"STARD8",5.39427538214407e-14,0.250850759684195,0.84,0.736,1.06822835392599e-09
"OR2V2",5.7989031543529e-14,0.546243319551654,0.448,0.311,1.1483567916565e-09
"LLGL1",6.13548774877288e-14,0.683048137199337,0.403,0.271,1.21501063888949e-09
"ADGRA1",6.26805571613482e-14,1.10927235460359,0.553,0.417,1.24126307346618e-09
"SETBP1",6.63102234598524e-14,0.260987445573783,0.994,0.993,1.31314135517546e-09
"TMEM119",6.75136403158546e-14,0.423904214275906,0.303,0.185,1.33697261917487e-09
"APLN",8.03038717467698e-14,0.92093750480747,0.283,0.168,1.59025757220128e-09
"MYT1",8.07505243330312e-14,0.397065849027015,0.866,0.803,1.59910263336702e-09
"FHOD1",8.32792659788245e-14,0.454395236658493,0.303,0.185,1.64917930417866e-09
"FES",8.53886967122646e-14,0.642890132768846,0.305,0.187,1.69095236099298e-09
"ELK1",8.74458889651812e-14,0.310316851657541,0.449,0.314,1.73169093917748e-09
"TRIM67",8.84710627225535e-14,0.490403178963807,0.812,0.748,1.75199245509473e-09
"MAPKAPK3",8.88984306338966e-14,0.564180073471678,0.647,0.518,1.76045562184305e-09
"BCORL1",9.11215581332132e-14,0.280927545518885,0.871,0.781,1.80448021571202e-09
"ATP2B3",9.64965168390863e-14,0.426907847218941,0.61,0.472,1.91092052296443e-09
"GALNT18",9.9383906619881e-14,0.271942818472074,0.989,0.987,1.9680995027935e-09
"BBC3",1.03192734230579e-13,0.738103817182997,0.325,0.203,2.04352571596816e-09
"CARMIL3",1.05656950204914e-13,0.466316216498275,0.393,0.263,2.09232458490791e-09
"TACC3",1.06302213844758e-13,0.666196790039901,0.465,0.328,2.10510274076775e-09
"SCN4A",1.17830288858893e-13,0.763533471106223,0.559,0.435,2.33339321027266e-09
"WIZ",1.17916396764722e-13,0.305253949272616,0.462,0.326,2.33509840513179e-09
"CA4",1.19941985056916e-13,0.757042918319269,0.453,0.321,2.37521113008211e-09
"PTPN6",1.24576573540055e-13,1.15216764769672,0.355,0.23,2.46698988581371e-09
"PTPRU",1.26076724643718e-13,0.52594961322605,0.894,0.856,2.49669737811954e-09
"ZAP70",1.43570114141102e-13,0.7069440696406,0.519,0.382,2.84311897033625e-09
"FGFRL1",1.48218909305481e-13,0.544714578584285,0.272,0.16,2.93517906097643e-09
"SLIT1",1.50844802362446e-13,0.527266997110599,0.932,0.904,2.98717962118352e-09
"MAD1L1",1.70448058510164e-13,0.28214563136706,0.974,0.963,3.37538290267677e-09
"DGAT1",1.72607700903711e-13,0.571044569770716,0.27,0.159,3.41815030099619e-09
"PHYHIP",1.73613402492547e-13,1.15830382251844,0.343,0.222,3.4380662095599e-09
"RHBDF1",1.80763323329838e-13,1.26921904421633,0.366,0.241,3.57965609190079e-09
"USH1G",1.81310261951286e-13,0.285111131957748,0.208,0.118,3.59048711742132e-09
"CACNB4",1.82131842032328e-13,0.293665785301061,0.98,0.971,3.60675686776619e-09
"MMRN2",1.87297578020277e-13,0.562144440910444,0.53,0.395,3.70905393753554e-09
"TIMM44",1.95366984588872e-13,0.536008797730056,0.461,0.327,3.86885239581344e-09
"MMP17",2.00900634196896e-13,0.51705188306622,0.381,0.256,3.97843525900114e-09
"ARHGAP33",2.05190023589937e-13,0.829324453557789,0.295,0.179,4.06337803715152e-09
"EPHA2",2.26467172324963e-13,0.566718331873033,0.529,0.394,4.48472941355125e-09
"CST7",2.30879018993372e-13,1.19838169490087,0.294,0.179,4.57209721312575e-09
"SETD1B",2.31609742879998e-13,0.819959167798696,0.47,0.335,4.5865677382526e-09
"CACNB3",2.33005315115886e-13,0.605539543703421,0.379,0.253,4.61420425523989e-09
"COL8A2",2.44664325623231e-13,0.591722255325896,0.577,0.441,4.84508764031683e-09
"TSPAN18",2.49110451091846e-13,0.315806658884901,0.94,0.924,4.93313426297183e-09
"PCDH1",2.62676406183843e-13,0.332655437846369,0.491,0.355,5.20178087165865e-09
"MYBBP1A",2.79315330999461e-13,1.46096492956106,0.345,0.228,5.53128149978233e-09
"MYL3",2.97002566952073e-13,0.382374886723706,0.405,0.276,5.8815418333519e-09
"DNAJB12",3.11304958850722e-13,0.552519985435847,0.548,0.412,6.16477210012086e-09
"DOCK11",3.17022063555639e-13,0.262722815707815,0.98,0.976,6.27798792459231e-09
"SLC26A9",3.20686747340263e-13,0.592868820888789,0.614,0.479,6.35055965757924e-09
"ARHGEF9",3.292756065548e-13,0.35057984557833,0.97,0.966,6.52064483660471e-09
"TTYH3",3.45631238625137e-13,0.568615567066194,0.456,0.324,6.84453541849359e-09
"CLIC1",3.50043731919162e-13,1.34962120023296,0.394,0.268,6.93191602319517e-09
"DAB2IP",3.55438770094834e-13,0.36800377897633,0.944,0.918,7.038753964188e-09
"MAMLD1",3.56344528541044e-13,0.316624509263019,0.966,0.929,7.0566906986983e-09
"ARID5A",3.67707417106013e-13,0.738370668218856,0.43,0.299,7.28170998095037e-09
"OPRL1",3.70687209958572e-13,1.50895173086721,0.366,0.243,7.34071881880959e-09
"ZNF618",4.0506194301943e-13,0.3926220070715,0.965,0.962,8.02144165761377e-09
"KCTD5",4.49119064588075e-13,0.36014455263649,0.356,0.234,8.89390483603766e-09
"DOK3",4.6168586393938e-13,0.778114523475236,0.261,0.154,9.14276516359153e-09
"TNNT3",4.64713034244583e-13,0.702358027597926,0.32,0.202,9.20271221714548e-09
"RAP1GAP",4.82299274860853e-13,0.700433339584138,0.705,0.613,9.55097254006947e-09
"ALS2CL",5.1890474293742e-13,0.897260093507852,0.461,0.333,1.02758706243897e-08
"ANKRD33B",5.19099793226895e-13,0.35383941897336,0.907,0.85,1.02797332052722e-08
"COL15A1",5.49037762330857e-13,0.294682759972498,0.94,0.923,1.0872594807438e-08
"FMNL1",5.63403710937885e-13,0.827093722931862,0.402,0.279,1.11570836877029e-08
"STK24",5.89386733581774e-13,0.359570349069088,0.932,0.916,1.16716254851199e-08
"CMIP",6.19990612507404e-13,0.32369337017218,0.972,0.954,1.22776740994841e-08
"DRC3",6.82974466752342e-13,0.618043092157649,0.438,0.309,1.35249433650966e-08
"TMEM131L",6.90265275828309e-13,0.307688664956947,0.971,0.978,1.3669323257228e-08
"CENPM",7.38889445550833e-13,1.21464735367369,0.363,0.24,1.46322276902432e-08
"EPPK1",7.4487496928756e-13,0.590366734304425,0.263,0.155,1.47507590168015e-08
"GABRD",7.79566405663775e-13,0.754237918000412,0.255,0.15,1.54377535313597e-08
"C1QTNF6",7.79961452251254e-13,0.254302512254304,0.496,0.362,1.54455766389316e-08
"C20orf204",8.05885501183373e-13,0.570856021663623,0.169,0.083,1.59589505799343e-08
"MMP14",8.19429692366472e-13,0.323592806578072,0.293,0.183,1.62271661979332e-08
"FGD1",8.68702043280296e-13,0.394852479983266,0.804,0.692,1.72029065630797e-08
"MFSD2B",8.75202281118182e-13,0.99429277002658,0.521,0.403,1.73316307729834e-08
"MUC6",8.94818579198951e-13,0.654336647746208,0.506,0.373,1.77200923238768e-08
"CDH22",9.15509754556957e-13,0.476653987399546,0.913,0.887,1.81298396694914e-08
"GRIK3",9.22618876520583e-13,0.256208725855008,0.968,0.965,1.82706216117371e-08
"TLDC2",9.67627732549131e-13,0.334276850120421,0.525,0.392,1.91619319876704e-08
"FADS2",9.93149175822565e-13,0.458522914256061,0.769,0.656,1.96673331288142e-08
"RARA",1.01240501689033e-12,1.05045079476229,0.578,0.458,2.00486565494791e-08
"SEPT9",1.05205312599909e-12,0.302462632609124,0.943,0.906,2.083380805416e-08
"BX072566.1",1.13099878337631e-12,0.529749359303134,0.237,0.141,2.23971689072011e-08
"ANK1",1.1408852819783e-12,0.278862465727697,0.964,0.967,2.25929512390162e-08
"CSNK1D",1.1484271839694e-12,0.522418709882387,0.517,0.385,2.27423035241461e-08
"CHRNB2",1.14854672636884e-12,0.964100316315579,0.353,0.232,2.27446708222822e-08
"PITPNM3",1.18752048599315e-12,0.402595212021485,0.909,0.867,2.35164681841224e-08
"ADGRB1",1.19652195797125e-12,0.33433919947772,0.646,0.521,2.36947243337047e-08
"FURIN",1.20681171665726e-12,0.319391449517313,0.31,0.196,2.38984924249636e-08
"MYO15A",1.22751251996353e-12,0.90835336513643,0.718,0.607,2.43084304328378e-08
"STS",1.24250022617309e-12,0.258461877684146,0.952,0.936,2.46052319789056e-08
"C3orf18",1.26544393619215e-12,0.631170391457286,0.332,0.216,2.5059586268413e-08
"NMUR1",1.26892459147304e-12,0.929783415385311,0.231,0.131,2.51285136849407e-08
"PLEKHA7",1.30779515063098e-12,0.283132565420541,0.977,0.979,2.58982673679453e-08
"SLCO4A1",1.33039940369236e-12,0.668862057571725,0.514,0.392,2.63458993913199e-08
"IRF5",1.39693595488606e-12,0.344299093402546,0.401,0.276,2.76635227146085e-08
"P2RY2",1.45366693053845e-12,0.55556324168887,0.447,0.318,2.87869662254529e-08
"KCNT1",1.46319480017466e-12,0.399712233566331,0.627,0.503,2.89756466278588e-08
"OBSCN",1.46556425640127e-12,0.455726812843104,0.921,0.895,2.90225689695144e-08
"ANAPC2",1.50022598273073e-12,1.06366440262657,0.289,0.178,2.97089751360167e-08
"RELT",1.5095366031617e-12,0.470423463473768,0.405,0.279,2.98933533524111e-08
"SLC9A3",1.57841518260673e-12,0.498224892018609,0.458,0.328,3.12573558611611e-08
"CTU2",1.59115728663904e-12,0.936411561487638,0.203,0.109,3.15096877473129e-08
"INCENP",1.63049199385486e-12,0.468388181427591,0.593,0.46,3.22886329543077e-08
"MGAT4B",1.64334718970925e-12,0.268800280406933,0.226,0.128,3.25432043978122e-08
"CBFA2T3",1.65107029972218e-12,0.631495239817386,0.61,0.493,3.26961451453984e-08
"TRAF7",1.6543850931229e-12,0.438032242561278,0.3,0.187,3.27617879991127e-08
"CACNA1F",1.66755052166682e-12,0.303572871842266,0.51,0.379,3.3022502980568e-08
"CPNE5",1.71671806034208e-12,0.371322773113609,0.875,0.816,3.39961677489541e-08
"KLHL26",1.81108229089913e-12,0.811241216841969,0.607,0.478,3.58648626066754e-08
"WDR62",1.84344561946234e-12,0.638141158172983,0.794,0.7,3.65057536022128e-08
"AL354761.1",2.00180017389355e-12,0.466025713874668,0.319,0.205,3.9641648843614e-08
"HEMK1",2.02304951197884e-12,0.297016499064571,0.563,0.431,4.0062449485717e-08
"HMGA1",2.0826412430026e-12,1.32111707868701,0.266,0.161,4.12425445351806e-08
"HDAC4",2.09024420874768e-12,0.383230150546666,0.971,0.964,4.13931060658304e-08
"APEX2",2.13221907403819e-12,0.279749810713064,0.346,0.23,4.22243343231783e-08
"ARL5C",2.2357403480888e-12,0.485915092740784,0.402,0.277,4.42743661132024e-08
"CEP170B",2.33297642643435e-12,0.407532078842002,0.371,0.25,4.61999321726794e-08
"ERFE",2.34482107248927e-12,0.799848896960933,0.282,0.173,4.6434491698505e-08
"TBX10",2.44713615745744e-12,0.765631990517278,0.237,0.137,4.84606373261296e-08
"TTLL8",2.47023515243191e-12,0.366384951049157,0.636,0.509,4.89180667236091e-08
"PGF",2.48218915747142e-12,1.0818351292822,0.358,0.241,4.91547918854065e-08
"GLI2",2.50545361376576e-12,0.276672017498181,0.949,0.938,4.96154979134033e-08
"TXN2",2.51759173499195e-12,0.670960519421232,0.538,0.406,4.98558691280456e-08
"DUSP5",2.51956425057162e-12,0.750833540579655,0.482,0.353,4.98949308540699e-08
"FZR1",2.58625583397732e-12,1.02586973192,0.466,0.339,5.12156242802529e-08
"CARM1",2.71051298040705e-12,0.607958126290676,0.759,0.667,5.36762885510008e-08
"FOLR2",2.72152627476662e-12,0.584326272602392,0.318,0.205,5.38943848192034e-08
"MYL5",2.75511027914665e-12,1.31914555421813,0.179,0.093,5.45594488579412e-08
"FGF8",2.78730285502591e-12,0.960398012352361,0.242,0.142,5.51969584380781e-08
"SH2D6",2.8632743227192e-12,0.660022566820475,0.412,0.287,5.67014214128083e-08
"AGXT",2.99080298430908e-12,0.65727323476808,0.31,0.197,5.92268714982728e-08
"GLIS1",3.04334490016707e-12,0.358026362312164,0.955,0.949,6.02673590580084e-08
"MEGF6",3.10580033092952e-12,0.519724348185107,0.662,0.553,6.15041639533973e-08
"IKBKE",3.19777124055342e-12,0.525384798224543,0.472,0.347,6.33254638766793e-08
"HCN2",3.58298270408216e-12,0.375993451856469,0.425,0.302,7.0953806488939e-08
"FIBCD1",3.61431967334211e-12,0.714269616699053,0.479,0.353,7.15743724911938e-08
"EXTL1",3.72747335955808e-12,0.392535185701898,0.437,0.311,7.38151549393286e-08
"CHST1",3.73291623285238e-12,0.757269711404208,0.38,0.259,7.39229401591756e-08
"ZMYND19",4.21595029122302e-12,0.330359548544389,0.246,0.146,8.34884636170895e-08
"DLGAP4",4.3272793238572e-12,0.397331458997197,0.969,0.954,8.56931124503441e-08
"ZBTB48",4.48445084916985e-12,0.712173321368116,0.303,0.193,8.88055801661105e-08
"TBKBP1",4.52207867069159e-12,1.13987961177712,0.373,0.254,8.95507239157056e-08
"LAMB3",4.58125400246136e-12,0.323367820477953,0.681,0.561,9.07225730107423e-08
"PIGR",4.58425120300782e-12,0.256260031790568,0.568,0.437,9.07819265731638e-08
"DRP2",4.6585844171415e-12,0.546065262270998,0.801,0.694,9.2253947212653e-08
"TNS2",4.7231568213511e-12,0.497426889083455,0.316,0.204,9.35326745332158e-08
"KLHL30",4.77598196480822e-12,0.911780258419244,0.307,0.197,9.45787708490972e-08
"XYLT2",4.9341508143713e-12,0.256136121627315,0.395,0.274,9.77109885769949e-08
"SLCO2B1",4.95311951888573e-12,0.672434230234344,0.831,0.776,9.80866258324942e-08
"AC093525.2",4.9662165924857e-12,0.583187443746706,0.194,0.105,9.83459871809944e-08
"GPR142",5.11920931075468e-12,0.366279166720616,0.2,0.113,1.01375701980875e-07
"NCLN",5.23105118400674e-12,0.264776850982888,0.407,0.291,1.03590506596885e-07
"BAIAP3",5.3314486747381e-12,0.870109393072908,0.242,0.142,1.05578678105839e-07
"SLC12A4",5.49689227431808e-12,0.623709729999002,0.489,0.36,1.08854957708321e-07
"KCNK17",5.59984904929683e-12,0.403870878503709,0.452,0.326,1.10893810723225e-07
"WRAP73",5.64800353180387e-12,0.396490967867088,0.41,0.287,1.11847413940312e-07
"BPIFB3",5.78643348233702e-12,0.373919004371138,0.498,0.371,1.1458874225072e-07
"GDF10",5.79365068830299e-12,0.323879164033706,0.4,0.281,1.14731664580464e-07
"RTN4R",5.97562670310163e-12,0.564389864406334,0.498,0.371,1.18335335601522e-07
"PLCB2",6.06736736717467e-12,0.514521264165583,0.495,0.367,1.2015207597216e-07
"FRMPD3",6.17929317128344e-12,0.319803984140338,0.878,0.808,1.22368542670926e-07
"ETV7",6.40258042817355e-12,0.422472525233681,0.739,0.621,1.26790300219121e-07
"LRP5",6.48846923343804e-12,0.568320299683207,0.888,0.844,1.28491156229774e-07
"ALDH3B1",6.5066936557837e-12,0.753009565212848,0.372,0.253,1.28852054465484e-07
"PHETA2",7.34135730397296e-12,0.631517706218586,0.204,0.113,1.45380898690577e-07
"CHERP",7.53156114297332e-12,0.778281596795649,0.22,0.125,1.49147505314301e-07
"SSC4D",7.57033319009587e-12,0.838703965229482,0.315,0.204,1.49915308163468e-07
"GAB3",7.58896927605824e-12,0.391630769320433,0.921,0.882,1.50284358573781e-07
"OTUB1",7.62361730868551e-12,0.305501149743392,0.408,0.289,1.50970493563899e-07
"KCNQ1",7.64925793772802e-12,0.257296954678382,0.96,0.953,1.51478254940828e-07
"HMGB3",7.76309476194788e-12,0.47009554138773,0.365,0.247,1.53732565570854e-07
"MYO18B",7.76791236252715e-12,0.284442902225011,0.987,0.984,1.53827968515125e-07
"MAGEB10",7.90081298907316e-12,0.275781304217316,0.488,0.361,1.56459799622616e-07
"KHK",7.96946783338064e-12,0.757513177025138,0.368,0.25,1.57819371504437e-07
"VOPP1",8.09879021917449e-12,0.503081790766804,0.952,0.928,1.60380342710312e-07
"PEAR1",8.21787526528306e-12,0.343936371184503,0.424,0.301,1.627385838784e-07
"PNMA5",8.3709419745941e-12,1.823388739515,0.163,0.081,1.65769763922887e-07
"DAGLA",8.76177058824322e-12,0.551326498489263,0.66,0.546,1.73509342958981e-07
"SLC25A45",8.8239084837331e-12,0.312170169386476,0.271,0.166,1.74739859703367e-07
"NPR1",8.88767906381995e-12,0.485766346024394,0.42,0.297,1.76002708500827e-07
"PER2",8.89486805050651e-12,0.292632007460375,0.632,0.505,1.7614507200418e-07
"RAB11FIP5",9.0107877749747e-12,0.767056952178074,0.906,0.873,1.78440630307824e-07
"MMP15",9.10310721579704e-12,0.395565386106153,0.391,0.272,1.80268832194429e-07
"HAUS7",9.28895192281999e-12,0.571402954232129,0.289,0.182,1.83949114927604e-07
"LINGO4",9.35555481036528e-12,0.624181025482406,0.249,0.149,1.85268051909664e-07
"SNED1",9.54667925868367e-12,0.316750279762011,0.571,0.443,1.89052889359713e-07
"MYLPF",9.59678360264446e-12,0.841694483743294,0.293,0.185,1.90045105683168e-07
"TARBP2",9.66063285430808e-12,1.5391495699507,0.198,0.108,1.91309512413863e-07
"IL17REL",9.78090204355595e-12,0.812565644538924,0.412,0.296,1.93691203168539e-07
"ROBO3",1.00998798016334e-11,0.387941694284195,0.371,0.253,2.00007919711746e-07
"SCML2",1.05088862647293e-11,0.263333153272393,0.955,0.948,2.08107474700434e-07
"NOS3",1.07927164752161e-11,0.84835828946543,0.413,0.296,2.13728164358705e-07
"SMIM35",1.11463975313047e-11,0.347412822428272,0.918,0.868,2.20732110312428e-07
"ABI3",1.1322352801347e-11,0.8558548010414,0.426,0.303,2.24216552525075e-07
"GOLGA6L6",1.14363371901411e-11,0.417971646025922,0.265,0.162,2.26473785376364e-07
"SH3BP1",1.15397240501812e-11,0.277375943213514,0.249,0.149,2.28521155365738e-07
"USP21",1.15571762214387e-11,1.64683403697195,0.231,0.135,2.28866760713151e-07
"AKAP4",1.16814676182318e-11,0.280981466241832,0.458,0.335,2.31328103243844e-07
"SNAI1",1.22464848662057e-11,0.828493959266568,0.197,0.108,2.42517139805471e-07
"PLD4",1.22781036889576e-11,0.47444340103495,0.296,0.189,2.43143287352427e-07
"SLC17A9",1.2433559626043e-11,0.871196703438868,0.303,0.194,2.46221781274529e-07
"MYBPC3",1.2920460924319e-11,0.293285253922755,0.41,0.288,2.55863887684289e-07
"TMEM132E",1.30951368966542e-11,0.669206445596119,0.744,0.65,2.59322995964444e-07
"ATG9B",1.33559941796971e-11,1.11547481215923,0.276,0.172,2.64488752740542e-07
"PCSK9",1.35063129188136e-11,1.09096549080607,0.502,0.384,2.67465514731266e-07
"PTP4A3",1.39768571044834e-11,0.281876404709805,0.495,0.368,2.76783701240085e-07
"KAZALD1",1.42564120615857e-11,0.313992087260292,0.167,0.088,2.82319728055582e-07
"PTPN7",1.42792560901439e-11,0.44749867027208,0.429,0.306,2.82772108353119e-07
"SLC11A1",1.43442586514609e-11,0.820606126376405,0.386,0.267,2.84059354074879e-07
"CANT1",1.45803160671641e-11,0.296277900850655,0.368,0.255,2.88733999078051e-07
"GABRQ",1.46247319807268e-11,0.505032546902776,0.523,0.398,2.89613567414334e-07
"MOB3C",1.46707964189782e-11,1.28886388562663,0.287,0.181,2.90525781485026e-07
"CHMP6",1.48441688678915e-11,0.872930050619539,0.411,0.29,2.93959076090855e-07
"GDPD5",1.49392229644349e-11,0.315233153385782,0.81,0.726,2.95841432364704e-07
